Time [s];Voltage [V];Current [A]
177.7;13.46;4.302
178.1;13.46;4.302
178.5;13.47;4.37
178.9;13.47;4.601
179.4;13.47;4.601
179.8;13.48;4.76
180.2;13.48;4.899
180.6;13.48;4.905
181;13.48;4.999
181.5;13.49;4.999
181.9;13.49;4.999
182.3;13.49;4.999
182.7;13.49;4.999
183.1;13.49;4.999
183.5;13.49;4.999
184;13.49;4.999
184.4;13.49;4.999
184.8;13.49;4.999
185.2;13.49;4.999
185.6;13.49;4.999
186;13.49;4.999
186.5;13.49;4.999
186.9;13.49;4.999
187.3;13.49;4.999
187.7;13.49;4.999
188.1;13.49;4.999
188.5;13.5;4.999
189;13.5;4.999
189.4;13.5;4.999
189.8;13.5;4.999
190.2;13.5;4.999
190.6;13.5;4.999
191.1;13.5;4.999
191.5;13.5;4.999
191.9;13.5;4.999
192.3;13.5;4.999
192.7;13.5;4.999
193.1;13.5;4.999
193.6;13.5;4.999
194;13.5;4.999
194.4;13.5;4.999
194.8;13.5;4.999
195.2;13.5;4.999
195.6;13.5;4.999
196.1;13.5;4.999
196.5;13.5;4.999
196.9;13.5;4.999
197.3;13.51;4.999
197.7;13.51;4.999
198.1;13.51;4.999
198.6;13.51;4.999
199;13.51;4.999
199.4;13.51;4.999
199.8;13.51;4.999
200.2;13.51;4.999
200.6;13.51;4.999
201.1;13.51;4.999
201.5;13.51;4.999
201.9;13.51;4.999
202.3;13.51;4.999
202.7;13.51;4.999
203.2;13.51;4.999
203.6;13.51;4.999
204;13.51;4.999
204.4;13.51;4.999
204.8;13.51;4.999
205.2;13.51;4.999
205.7;13.51;4.999
206.1;13.51;4.999
206.5;13.51;4.999
206.9;13.51;4.999
207.3;13.51;4.999
207.7;13.51;4.999
208.2;13.51;4.999
208.6;13.51;4.999
209;13.52;4.999
209.4;13.52;4.999
209.8;13.52;4.999
210.2;13.52;4.999
210.7;13.52;4.999
211.1;13.52;4.999
211.5;13.52;4.999
211.9;13.52;4.999
212.3;13.52;4.999
212.8;13.52;4.999
213.2;13.52;4.999
213.6;13.52;4.999
214;13.52;4.999
214.4;13.52;4.999
214.8;13.52;4.999
215.3;13.52;4.999
215.7;13.52;4.999
216.1;13.52;4.999
216.5;13.52;4.999
216.9;13.52;4.999
217.4;13.52;4.999
217.8;13.52;4.999
218.2;13.52;4.999
218.6;13.52;4.999
219;13.52;4.999
219.4;13.52;4.999
219.8;13.52;4.999
220.3;13.53;4.999
220.7;13.53;4.999
221.1;13.53;4.999
221.5;13.53;4.999
221.9;13.53;4.999
222.4;13.53;4.999
222.8;13.53;4.999
223.2;13.53;4.999
223.6;13.53;4.999
224;13.53;4.999
224.4;13.53;4.999
224.8;13.53;4.999
225.3;13.53;4.999
225.7;13.53;4.999
226.1;13.53;4.999
226.5;13.53;4.999
226.9;13.53;4.999
227.4;13.53;4.999
227.8;13.53;4.999
228.2;13.53;4.999
228.6;13.53;4.999
229;13.53;4.999
229.4;13.53;4.999
229.9;13.53;4.999
230.3;13.53;4.999
230.7;13.53;4.999
231.1;13.53;4.999
231.5;13.53;4.999
232;13.53;4.999
232.4;13.53;4.999
232.8;13.53;4.999
233.2;13.53;4.999
233.6;13.53;4.999
234;13.53;4.999
234.5;13.53;4.999
234.9;13.53;4.999
235.3;13.53;4.999
235.7;13.53;4.999
236.1;13.53;4.999
236.5;13.53;4.999
237;13.53;4.999
237.4;13.53;4.999
237.8;13.53;4.999
238.2;13.53;4.999
238.6;13.53;4.999
239;13.53;4.999
239.5;13.53;4.999
239.9;13.53;4.999
240.3;13.53;4.999
240.7;13.53;4.999
241.1;13.53;4.999
241.5;13.53;4.999
242;13.53;4.999
242.4;13.53;4.999
242.8;13.53;4.999
243.2;13.53;4.999
243.6;13.54;4.999
244;13.54;4.999
244.5;13.54;4.999
244.9;13.54;4.999
245.3;13.54;4.999
245.7;13.54;4.999
246.1;13.54;4.999
246.6;13.54;4.999
247;13.54;4.999
247.4;13.54;4.999
247.8;13.54;4.999
248.2;13.54;4.999
248.6;13.54;4.999
249.1;13.54;4.999
249.5;13.54;4.999
249.9;13.54;4.999
250.3;13.54;4.999
250.7;13.54;4.999
251.2;13.54;4.999
251.6;13.54;4.999
252;13.54;4.999
252.4;13.54;4.999
252.8;13.54;4.999
253.2;13.54;4.999
253.7;13.54;4.999
254.1;13.54;4.999
254.5;13.54;4.999
254.9;13.54;4.999
255.3;13.54;4.999
255.7;13.54;4.999
256.2;13.54;4.999
256.6;13.54;4.999
257;13.54;4.999
257.4;13.54;4.999
257.8;13.54;4.999
258.3;13.54;4.999
258.7;13.54;4.999
259.1;13.54;4.999
259.5;13.54;4.999
259.9;13.54;4.999
260.3;13.54;4.999
260.7;13.54;4.999
261.2;13.54;4.999
261.6;13.54;4.999
262;13.54;4.999
262.4;13.54;4.999
262.8;13.54;4.999
263.3;13.54;4.999
263.7;13.55;4.999
264.1;13.55;4.999
264.5;13.55;4.999
264.9;13.55;4.999
265.3;13.55;4.999
265.8;13.55;4.999
266.2;13.55;4.999
266.6;13.55;4.999
267;13.55;4.999
267.4;13.55;4.999
267.8;13.55;4.999
268.3;13.55;4.999
268.7;13.55;4.999
269.1;13.55;4.999
269.5;13.55;4.999
269.9;13.55;4.999
270.3;13.55;4.999
270.8;13.55;4.999
271.2;13.55;4.999
271.6;13.55;4.999
272;13.55;4.999
272.4;13.55;4.999
272.9;13.55;4.999
273.3;13.55;4.999
273.7;13.55;4.999
274.1;13.55;4.999
274.5;13.55;4.999
274.9;13.55;4.999
275.4;13.55;4.999
275.8;13.55;4.999
276.2;13.55;4.999
276.6;13.55;4.999
277;13.55;4.999
277.4;13.55;4.999
277.9;13.55;4.999
278.3;13.55;4.999
278.7;13.55;4.999
279.1;13.55;4.999
279.5;13.55;4.999
280;13.55;4.999
280.4;13.55;4.999
280.8;13.55;4.999
281.2;13.55;4.999
281.6;13.55;4.999
282;13.55;4.999
282.4;13.55;4.999
282.9;13.55;4.999
283.3;13.55;4.999
283.7;13.55;4.999
284.1;13.55;4.999
284.5;13.55;4.999
284.9;13.55;4.999
285.4;13.55;4.999
285.8;13.55;4.999
286.2;13.55;4.999
286.6;13.55;4.999
287.1;13.56;4.999
287.5;13.56;4.999
287.9;13.56;4.999
288.3;13.56;4.999
288.7;13.56;4.999
289.1;13.56;4.999
289.5;13.56;4.999
290;13.56;4.999
290.4;13.56;4.999
290.8;13.56;4.999
291.2;13.56;4.999
291.6;13.56;4.999
292;13.56;4.999
292.5;13.56;4.999
292.9;13.56;4.999
293.3;13.56;4.999
293.7;13.56;4.999
294.1;13.56;4.999
294.6;13.56;4.999
295;13.56;4.999
295.4;13.56;4.999
295.8;13.56;4.999
296.2;13.56;4.999
296.6;13.56;4.999
297.1;13.56;4.999
297.5;13.56;4.999
297.9;13.56;4.999
298.3;13.56;4.999
298.7;13.56;4.999
299.1;13.56;4.999
299.6;13.56;4.999
300;13.56;4.999
300.4;13.56;4.999
300.8;13.56;4.999
301.2;13.56;4.999
301.6;13.56;4.999
302.1;13.56;4.999
302.5;13.56;4.999
302.9;13.56;4.999
303.3;13.56;4.999
303.7;13.56;4.999
304.1;13.56;4.999
304.6;13.56;4.999
305;13.56;4.999
305.4;13.56;4.999
305.8;13.56;4.999
306.2;13.56;4.999
306.7;13.56;4.999
307.1;13.56;4.999
307.5;13.56;4.999
307.9;13.56;4.999
308.3;13.56;4.999
308.7;13.56;4.999
309.2;13.57;4.999
309.6;13.57;4.999
310;13.57;4.999
310.4;13.57;4.999
310.8;13.57;4.999
311.2;13.57;4.999
311.7;13.57;4.999
312.1;13.57;4.999
312.5;13.57;4.999
312.9;13.57;4.999
313.3;13.57;4.999
313.7;13.57;4.999
314.2;13.57;4.999
314.6;13.57;4.999
315;13.57;4.999
315.4;13.57;4.999
315.8;13.57;4.999
316.3;13.57;4.999
316.7;13.57;4.999
317.1;13.57;4.999
317.5;13.57;4.999
317.9;13.57;4.999
318.3;13.57;4.999
318.7;13.57;4.999
319.2;13.57;4.999
319.6;13.57;4.999
320;13.57;4.999
320.4;13.57;4.999
320.8;13.57;4.999
321.2;13.57;4.999
321.7;13.57;4.999
322.1;13.57;4.999
322.5;13.57;4.999
322.9;13.57;4.999
323.3;13.57;4.999
323.8;13.57;4.999
324.2;13.57;4.999
324.6;13.57;4.999
325;13.57;4.999
325.4;13.57;4.999
325.9;13.57;4.999
326.3;13.57;4.999
326.7;13.57;4.999
327.1;13.57;4.999
327.5;13.57;4.999
327.9;13.57;4.999
328.3;13.57;4.999
328.8;13.57;4.999
329.2;13.57;4.999
329.6;13.57;4.999
330;13.57;4.999
330.4;13.57;4.999
330.9;13.57;4.999
331.3;13.57;4.999
331.7;13.57;4.999
332.1;13.57;4.999
332.5;13.57;4.999
332.9;13.57;4.999
333.4;13.57;4.999
333.8;13.57;4.999
334.2;13.57;4.999
334.6;13.57;4.999
335;13.57;4.999
335.4;13.57;4.999
335.9;13.57;4.999
336.3;13.57;4.999
336.7;13.57;4.999
337.1;13.57;4.999
337.5;13.57;4.999
338;13.57;4.999
338.4;13.57;4.999
338.8;13.57;4.999
339.2;13.57;4.999
339.6;13.57;4.999
340;13.57;4.999
340.5;13.58;4.999
340.9;13.58;4.999
341.3;13.58;4.999
341.7;13.58;4.999
342.1;13.58;4.999
342.5;13.58;4.999
342.9;13.58;4.999
343.4;13.58;4.999
343.8;13.58;4.999
344.2;13.58;4.999
344.6;13.58;4.999
345;13.58;4.999
345.5;13.58;4.999
345.9;13.58;4.999
346.3;13.58;4.999
346.7;13.58;4.999
347.1;13.58;4.999
347.5;13.58;4.999
348;13.58;4.999
348.4;13.58;4.999
348.8;13.58;4.999
349.2;13.58;4.999
349.6;13.58;4.999
350.1;13.58;4.999
350.5;13.58;4.999
350.9;13.58;4.999
351.3;13.58;4.999
351.7;13.58;4.999
352.1;13.58;4.999
352.5;13.58;4.999
353;13.58;4.999
353.4;13.58;4.999
353.8;13.58;4.999
354.2;13.58;4.999
354.6;13.58;4.999
355;13.58;4.999
355.5;13.58;4.999
355.9;13.58;4.999
356.3;13.58;4.999
356.7;13.58;4.999
357.1;13.58;4.999
357.6;13.58;4.999
358;13.58;4.999
358.4;13.58;4.999
358.8;13.58;4.999
359.2;13.58;4.999
359.7;13.58;4.999
360.1;13.58;4.999
360.5;13.58;4.999
360.9;13.58;4.999
361.3;13.58;4.999
361.7;13.58;4.999
362.1;13.58;4.999
362.6;13.58;4.999
363;13.58;4.999
363.4;13.58;4.999
363.8;13.58;4.999
364.2;13.58;4.999
364.7;13.58;4.999
365.1;13.58;4.999
365.5;13.58;4.999
365.9;13.58;4.999
366.3;13.58;4.999
366.7;13.58;4.999
367.2;13.58;4.999
367.6;13.58;4.999
368;13.58;4.999
368.4;13.58;4.999
368.8;13.58;4.999
369.3;13.58;4.999
369.7;13.58;4.999
370.1;13.58;4.999
370.5;13.58;4.999
370.9;13.58;4.999
371.3;13.58;4.999
371.7;13.58;4.999
372.2;13.58;4.999
372.6;13.58;4.999
373;13.58;4.999
373.4;13.58;4.999
373.8;13.58;4.999
374.3;13.58;4.999
374.7;13.58;4.999
375.1;13.58;4.999
375.5;13.59;4.999
375.9;13.59;4.999
376.3;13.59;4.999
376.8;13.59;4.999
377.2;13.59;4.999
377.6;13.59;4.999
378;13.59;4.999
378.4;13.59;4.999
378.8;13.59;4.999
379.3;13.59;4.999
379.7;13.59;4.999
380.1;13.59;4.999
380.5;13.59;4.999
380.9;13.59;4.999
381.3;13.59;4.999
381.8;13.59;4.999
382.2;13.59;4.999
382.6;13.59;4.999
383;13.59;4.999
383.4;13.59;4.999
383.9;13.59;4.999
384.3;13.59;4.999
384.7;13.59;4.999
385.1;13.59;4.999
385.5;13.59;4.999
385.9;13.59;4.999
386.4;13.59;4.999
386.8;13.59;4.999
387.2;13.59;4.999
387.6;13.59;4.999
388;13.59;4.999
388.4;13.59;4.999
388.9;13.59;4.999
389.3;13.59;4.999
389.7;13.59;4.999
390.1;13.59;4.999
390.5;13.59;4.999
391;13.59;4.999
391.4;13.59;4.999
391.8;13.59;4.999
392.2;13.59;4.999
392.6;13.59;4.999
393;13.59;4.999
393.5;13.59;4.999
393.9;13.59;4.999
394.3;13.59;4.999
394.7;13.59;4.999
395.1;13.59;4.999
395.5;13.59;4.999
396;13.59;4.999
396.4;13.59;4.999
396.8;13.59;4.999
397.2;13.59;4.999
397.6;13.59;4.999
398;13.59;4.999
398.5;13.59;4.999
398.9;13.59;4.999
399.3;13.59;4.999
399.7;13.59;4.999
400.1;13.59;4.999
400.6;13.59;4.999
401;13.59;4.999
401.4;13.59;4.999
401.8;13.59;4.999
402.2;13.59;4.999
402.6;13.59;4.999
403.1;13.59;4.999
403.5;13.59;4.999
403.9;13.59;4.999
404.3;13.59;4.999
404.7;13.59;4.999
405.1;13.59;4.999
405.5;13.59;4.999
406;13.59;4.999
406.4;13.59;4.999
406.8;13.59;4.999
407.2;13.59;4.999
407.7;13.59;4.999
408.1;13.59;4.999
408.5;13.59;4.999
408.9;13.59;4.999
409.3;13.59;4.999
409.7;13.59;4.999
410.1;13.59;4.999
410.6;13.59;4.999
411;13.59;4.999
411.4;13.59;4.999
411.8;13.59;4.999
412.2;13.59;4.999
412.6;13.59;4.999
413.1;13.59;4.999
413.5;13.59;4.999
413.9;13.59;4.999
414.3;13.59;4.999
414.7;13.59;4.999
415.2;13.59;4.999
415.6;13.59;4.999
416;13.59;4.999
416.4;13.59;4.999
416.8;13.6;4.999
417.2;13.6;4.999
417.7;13.6;4.999
418.1;13.6;4.999
418.5;13.6;4.999
418.9;13.6;4.999
419.3;13.6;4.999
419.7;13.6;4.999
420.2;13.6;4.999
420.6;13.6;4.999
421;13.6;4.999
421.4;13.6;4.999
421.8;13.6;4.999
422.2;13.6;4.999
422.7;13.6;4.999
423.1;13.6;4.999
423.5;13.6;4.999
423.9;13.6;4.999
424.3;13.6;4.999
424.8;13.6;4.999
425.2;13.6;4.999
425.6;13.6;4.999
426;13.6;4.999
426.4;13.6;4.999
426.8;13.6;4.999
427.2;13.6;4.999
427.7;13.6;4.999
428.1;13.6;4.999
428.5;13.6;4.999
428.9;13.6;4.999
429.3;13.6;4.999
429.8;13.6;4.999
430.2;13.6;4.999
430.6;13.6;4.999
431;13.6;4.999
431.4;13.6;4.999
431.8;13.6;4.999
432.3;13.6;4.999
432.7;13.6;4.999
433.1;13.6;4.999
433.5;13.6;4.999
433.9;13.6;4.999
434.3;13.6;4.999
434.8;13.6;4.999
435.2;13.6;4.999
435.6;13.6;4.999
436;13.6;4.999
436.4;13.6;4.999
436.8;13.6;4.999
437.3;13.6;4.999
437.7;13.6;4.999
438.1;13.6;4.999
438.5;13.6;4.999
438.9;13.6;4.999
439.3;13.6;4.999
439.8;13.6;4.999
440.2;13.6;4.999
440.6;13.6;4.999
441;13.6;4.999
441.4;13.6;4.999
441.9;13.6;4.999
442.3;13.6;4.999
442.7;13.6;4.999
443.1;13.6;4.999
443.5;13.6;4.999
443.9;13.6;4.999
444.4;13.6;4.999
444.8;13.6;4.999
445.2;13.6;4.999
445.6;13.6;4.999
446;13.6;4.999
446.4;13.6;4.999
446.9;13.6;4.999
447.3;13.6;4.999
447.7;13.6;4.999
448.1;13.6;4.999
448.5;13.6;4.999
449;13.6;4.999
449.4;13.6;4.999
449.8;13.6;4.999
450.2;13.6;4.999
450.6;13.6;4.999
451;13.6;4.999
451.4;13.6;4.999
451.9;13.6;4.999
452.3;13.6;4.999
452.7;13.6;4.999
453.1;13.6;4.999
453.5;13.6;4.999
454;13.6;4.999
454.4;13.6;4.999
454.8;13.6;4.999
455.2;13.6;4.999
455.6;13.6;4.999
456.1;13.6;4.999
456.5;13.6;4.999
456.9;13.6;4.999
457.3;13.61;4.999
457.7;13.61;4.999
458.1;13.61;4.999
458.5;13.61;4.999
459;13.61;4.999
459.4;13.61;4.999
459.8;13.61;4.999
460.2;13.61;4.999
460.6;13.61;4.999
461;13.61;4.999
461.5;13.61;4.999
461.9;13.61;4.999
462.3;13.61;4.999
462.7;13.61;4.999
463.1;13.61;4.999
463.6;13.61;4.999
464;13.61;4.999
464.4;13.61;4.999
464.8;13.61;4.999
465.2;13.61;4.999
465.6;13.61;4.999
466.1;13.61;4.999
466.5;13.61;4.999
466.9;13.61;4.999
467.3;13.61;4.999
467.7;13.61;4.999
468.2;13.61;4.999
468.6;13.61;4.999
469;13.61;4.999
469.4;13.61;4.999
469.8;13.61;4.999
470.2;13.61;4.999
470.7;13.61;4.999
471.1;13.61;4.999
471.5;13.61;4.999
471.9;13.61;4.999
472.3;13.61;4.999
472.7;13.61;4.999
473.2;13.61;4.999
473.6;13.61;4.999
474;13.61;4.999
474.4;13.61;4.999
474.8;13.61;4.999
475.2;13.61;4.999
475.7;13.61;4.999
476.1;13.61;4.999
476.5;13.61;4.999
476.9;13.61;4.999
477.3;13.61;4.999
477.7;13.61;4.999
478.2;13.61;4.999
478.6;13.61;4.999
479;13.61;4.999
479.4;13.61;4.999
479.8;13.61;4.999
480.2;13.61;4.999
480.7;13.61;4.999
481.1;13.61;4.999
481.5;13.61;4.999
481.9;13.61;4.999
482.3;13.61;4.999
482.8;13.61;4.999
483.2;13.61;4.999
483.6;13.61;4.999
484;13.61;4.999
484.4;13.61;4.999
484.8;13.61;4.999
485.3;13.61;4.999
485.7;13.61;4.999
486.1;13.61;4.999
486.5;13.61;4.999
486.9;13.61;4.999
487.3;13.61;4.999
487.8;13.61;4.999
488.2;13.61;4.999
488.6;13.61;4.999
489;13.61;4.999
489.4;13.61;4.999
489.8;13.61;4.999
490.3;13.61;4.999
490.7;13.61;4.999
491.1;13.61;4.999
491.5;13.61;4.999
491.9;13.61;4.999
492.3;13.61;4.999
492.8;13.61;4.999
493.2;13.61;4.999
493.6;13.61;4.999
494;13.61;4.999
494.4;13.61;4.999
494.8;13.61;4.999
495.3;13.61;4.999
495.7;13.61;4.999
496.1;13.61;4.999
496.5;13.61;4.999
496.9;13.61;4.999
497.4;13.61;4.999
497.8;13.61;4.999
498.2;13.61;4.999
498.6;13.61;4.999
499;13.61;4.999
499.4;13.61;4.999
499.9;13.61;4.999
500.3;13.61;4.999
500.7;13.61;4.999
501.1;13.61;4.999
501.5;13.61;4.999
502;13.62;4.999
502.4;13.62;4.999
502.8;13.62;4.999
503.2;13.62;4.999
503.6;13.62;4.999
504;13.62;4.999
504.4;13.62;4.999
504.9;13.62;4.999
505.3;13.62;4.999
505.7;13.62;4.999
506.1;13.62;4.999
506.5;13.62;4.999
506.9;13.62;4.999
507.4;13.62;4.999
507.8;13.62;4.999
508.2;13.62;4.999
508.6;13.62;4.999
509;13.62;4.999
509.5;13.62;4.999
509.9;13.62;4.999
510.3;13.62;4.999
510.7;13.62;4.999
511.1;13.62;4.999
511.5;13.62;4.999
512;13.62;4.999
512.4;13.62;4.999
512.8;13.62;4.999
513.2;13.62;4.999
513.6;13.62;4.999
514.1;13.62;4.999
514.5;13.62;4.999
514.9;13.62;4.999
515.3;13.62;4.999
515.7;13.62;4.999
