Time [s];Voltage [V];Current [A]
15.4;3.3732;9.9998
15.5;3.3704;9.9998
15.6;3.3704;9.9998
15.7;3.3704;9.9998
15.8;3.3704;9.9998
15.9;3.3677;9.9998
16;3.3677;9.9998
16.1;3.3677;9.9998
16.2;3.3677;9.9998
16.3;3.3652;9.9998
16.4;3.3652;9.9998
16.5;3.3652;9.9998
16.6;3.3652;9.9998
16.7;3.3618;9.9998
16.8;3.3618;9.9998
16.9;3.3618;9.9998
17;3.3618;9.9998
17.1;3.3595;9.9998
17.2;3.3595;9.9998
17.3;3.3595;9.9998
17.4;3.3595;9.9998
17.5;3.3573;9.9998
17.6;3.3573;9.9998
17.7;3.3573;9.9998
17.8;3.3573;9.9998
17.9;3.3552;9.9998
18;3.3552;9.9998
18.1;3.3552;9.9998
18.2;3.3552;9.9998
18.3;3.3532;9.9998
18.4;3.3532;9.9998
18.5;3.3532;9.9998
18.6;3.3532;9.9998
18.7;3.3512;9.9998
18.8;3.3512;9.9998
18.9;3.3512;9.9998
19;3.3512;9.9998
19.1;3.3493;9.9998
19.2;3.3493;9.9998
19.3;3.3493;9.9998
19.4;3.3493;9.9998
19.5;3.3474;9.9998
19.6;3.3474;9.9998
19.7;3.3474;9.9998
19.8;3.3474;9.9998
19.9;3.3455;9.9998
20;3.3455;9.9998
20.1;3.3455;9.9998
20.2;3.3455;9.9998
20.3;3.3438;9.9998
20.4;3.3438;9.9998
20.5;3.3438;9.9998
20.6;3.3438;9.9998
20.7;3.3421;9.9998
20.8;3.3421;9.9998
20.9;3.3421;9.9998
21;3.3421;9.9998
21.1;3.3404;9.9998
21.2;3.3404;9.9998
21.3;3.3404;9.9998
21.4;3.3404;9.9998
21.5;3.3387;9.9998
21.6;3.3387;9.9998
21.7;3.3387;9.9998
21.8;3.3387;9.9998
21.9;3.3369;9.9998
22;3.3369;9.9998
22.1;3.3369;9.9998
22.2;3.3369;9.9998
22.3;3.3354;9.9998
22.4;3.3354;9.9998
22.5;3.3354;9.9998
22.6;3.3354;9.9998
22.7;3.3338;9.9998
22.8;3.3338;9.9998
22.9;3.3338;9.9998
23;3.3338;9.9998
23.1;3.3322;9.9998
23.2;3.3322;9.9998
23.3;3.3322;9.9998
23.4;3.3322;9.9998
23.5;3.3308;9.9998
23.6;3.3308;9.9998
23.7;3.3308;9.9998
23.8;3.3308;9.9998
23.9;3.3293;9.9998
24;3.3293;9.9998
24.1;3.3293;9.9998
24.2;3.3293;9.9998
24.3;3.3279;9.9998
24.4;3.3279;9.9998
24.5;3.3279;9.9998
24.6;3.3279;9.9998
24.7;3.3265;9.9998
24.8;3.3265;9.9998
24.9;3.3265;9.9998
25;3.3265;9.9998
25.1;3.3251;9.9998
25.2;3.3251;9.9998
25.3;3.3251;9.9998
25.4;3.3251;9.9998
25.5;3.3236;9.9998
25.6;3.3236;9.9998
25.7;3.3236;9.9998
25.8;3.3236;9.9998
25.9;3.3222;9.9998
26;3.3222;9.9998
26.1;3.3222;9.9998
26.2;3.3222;9.9998
26.3;3.321;9.9998
26.4;3.321;9.9998
26.5;3.321;9.9998
26.6;3.321;9.9998
26.7;3.3197;9.9998
26.8;3.3197;9.9998
26.9;3.3197;9.9998
27;3.3197;9.9998
27.1;3.3183;9.9998
27.2;3.3183;9.9998
27.3;3.3183;9.9998
27.4;3.3183;9.9998
27.5;3.3171;9.9998
27.6;3.3171;9.9998
27.7;3.3171;9.9998
27.8;3.3171;9.9998
27.9;3.3158;9.9998
28;3.3158;9.9998
28.1;3.3158;9.9998
28.2;3.3158;9.9998
28.3;3.3147;9.9998
28.4;3.3147;9.9998
28.5;3.3147;9.9998
28.6;3.3147;9.9998
28.7;3.3135;9.9998
28.8;3.3135;9.9998
28.9;3.3135;9.9998
29;3.3135;9.9998
29.1;3.3122;9.9998
29.2;3.3122;9.9998
29.3;3.3122;9.9998
29.4;3.3122;9.9998
29.5;3.3105;9.9998
29.6;3.3105;9.9998
29.7;3.3105;9.9998
29.8;3.3105;9.9998
29.9;3.3094;9.9998
30;3.3094;9.9998
30.1;3.3094;9.9998
30.2;3.3094;9.9998
30.3;3.3083;9.9998
30.4;3.3083;9.9998
30.5;3.3083;9.9998
30.6;3.3083;9.9998
30.7;3.3072;9.9998
30.8;3.3072;9.9998
30.9;3.3072;9.9998
31;3.3072;9.9998
31.1;3.3061;9.9998
31.2;3.3061;9.9998
31.3;3.3061;9.9998
31.4;3.3061;9.9998
31.5;3.305;9.9998
31.6;3.305;9.9998
31.7;3.305;9.9998
31.8;3.305;9.9998
31.9;3.3039;9.9998
32;3.3039;9.9998
32.1;3.3039;9.9998
32.2;3.3039;9.9998
32.3;3.3029;9.9998
32.4;3.3029;9.9998
32.5;3.3029;9.9998
32.6;3.3029;9.9998
32.7;3.3019;9.9998
32.8;3.3019;9.9998
32.9;3.3019;9.9998
33;3.3019;9.9998
33.1;3.3008;9.9998
33.2;3.3008;9.9998
33.3;3.3008;9.9998
33.4;3.3008;9.9998
33.5;3.2999;9.9998
33.6;3.2999;9.9998
33.7;3.2999;9.9998
33.8;3.2999;9.9998
33.9;3.2988;9.9998
34;3.2988;9.9998
34.1;3.2988;9.9998
34.2;3.2988;9.9998
34.3;3.2978;9.9998
34.4;3.2978;9.9998
34.5;3.2978;9.9998
34.6;3.2978;9.9998
34.7;3.2969;9.9998
34.8;3.2969;9.9998
34.9;3.2969;9.9998
35;3.2969;9.9998
35.1;3.296;9.9998
35.2;3.296;9.9998
35.3;3.296;9.9998
35.4;3.296;9.9998
35.5;3.295;9.9998
35.6;3.295;9.9998
35.7;3.295;9.9998
35.8;3.295;9.9998
35.9;3.2941;9.9998
36;3.2941;9.9998
36.1;3.2941;9.9998
36.2;3.2941;9.9998
36.3;3.2932;9.9998
36.4;3.2932;9.9998
36.5;3.2932;9.9998
36.6;3.2932;9.9998
36.7;3.2922;9.9998
36.8;3.2922;9.9998
36.9;3.2922;9.9998
37;3.2922;9.9998
37.1;3.2914;9.9998
37.2;3.2914;9.9998
37.3;3.2914;9.9998
37.4;3.2914;9.9998
37.5;3.2905;9.9998
37.6;3.2905;9.9998
37.7;3.2905;9.9998
37.8;3.2905;9.9998
37.9;3.2896;9.9998
38;3.2896;9.9998
38.1;3.2896;9.9998
38.2;3.2896;9.9998
38.3;3.2888;9.9998
38.4;3.2888;9.9998
38.5;3.2888;9.9998
38.6;3.2888;9.9998
38.7;3.2878;9.9998
38.8;3.2878;9.9998
38.9;3.2878;9.9998
39;3.2878;9.9998
39.1;3.2871;9.9998
39.2;3.2871;9.9998
39.3;3.2871;9.9998
39.4;3.2871;9.9998
39.5;3.2863;9.9998
39.6;3.2863;9.9998
39.7;3.2863;9.9998
39.8;3.2863;9.9998
39.9;3.2853;9.9998
40;3.2853;9.9998
40.1;3.2853;9.9998
40.2;3.2853;9.9998
40.3;3.2846;9.9998
40.4;3.2846;9.9998
40.5;3.2846;9.9998
40.6;3.2846;9.9998
40.7;3.2838;9.9998
40.8;3.2838;9.9998
40.9;3.2838;9.9998
41;3.2838;9.9998
41.1;3.283;9.9998
41.2;3.283;9.9998
41.3;3.283;9.9998
41.4;3.283;9.9998
41.5;3.2822;9.9998
41.6;3.2822;9.9998
41.7;3.2822;9.9998
41.8;3.2822;9.9998
41.9;3.281;9.9998
42;3.281;9.9998
42.1;3.281;10
42.2;3.281;10
42.3;3.2802;10
42.4;3.2802;10
42.5;3.2802;9.9998
42.6;3.2802;9.9998
42.7;3.2796;9.9998
42.8;3.2796;9.9998
42.9;3.2796;9.9998
43;3.2796;9.9998
43.1;3.2788;9.9998
43.2;3.2788;9.9998
43.3;3.2788;9.9998
43.4;3.2788;9.9998
43.5;3.278;9.9998
43.6;3.278;9.9998
43.7;3.278;9.9998
43.8;3.278;9.9998
43.9;3.2772;9.9998
44;3.2772;9.9998
44.1;3.2772;10
44.2;3.2772;10
44.3;3.2766;10
44.4;3.2766;10
44.5;3.2766;9.9998
44.6;3.2766;9.9998
44.7;3.2758;9.9998
44.8;3.2758;9.9998
44.9;3.2758;9.9998
45;3.2758;9.9998
45.1;3.2752;9.9998
45.2;3.2752;9.9998
45.3;3.2752;9.9998
45.4;3.2752;9.9998
45.5;3.2744;9.9998
45.6;3.2744;9.9998
45.7;3.2744;9.9998
45.8;3.2744;9.9998
45.9;3.2736;9.9998
46;3.2736;9.9998
46.1;3.2736;9.9998
46.2;3.2736;9.9998
46.3;3.273;9.9998
46.4;3.273;9.9998
46.5;3.273;9.9998
46.6;3.273;9.9998
46.7;3.2724;9.9998
46.8;3.2724;9.9998
46.9;3.2724;9.9998
47;3.2724;9.9998
47.1;3.2716;9.9998
47.2;3.2716;9.9998
47.3;3.2716;9.9998
47.4;3.2716;9.9998
47.5;3.271;9.9998
47.6;3.271;9.9998
47.7;3.271;9.9998
47.8;3.271;9.9998
47.9;3.2703;9.9998
48;3.2703;9.9998
48.1;3.2703;10
48.2;3.2703;10
48.3;3.2697;10
48.4;3.2697;10
48.5;3.2697;9.9998
48.6;3.2697;9.9998
48.7;3.2691;9.9998
48.8;3.2691;9.9998
48.9;3.2691;9.9998
49;3.2691;9.9998
49.1;3.2683;9.9998
49.2;3.2683;9.9998
49.3;3.2683;10
49.4;3.2683;10
49.5;3.2677;10
49.6;3.2677;10
49.7;3.2677;10
49.8;3.2677;10
49.9;3.267;10
50;3.267;10
50.1;3.267;10
50.2;3.267;10
50.3;3.2664;10
50.4;3.2664;10
50.5;3.2664;10
50.6;3.2664;10
50.7;3.2658;10
50.8;3.2658;10
50.9;3.2658;9.9998
51;3.2658;9.9998
51.1;3.2652;9.9998
51.2;3.2652;9.9998
51.3;3.2652;10
51.4;3.2652;10
51.5;3.2652;10
51.6;3.2647;10
51.7;3.2647;9.9998
51.8;3.2647;9.9998
51.9;3.2647;9.9998
52;3.2638;9.9998
52.1;3.2638;9.9998
52.2;3.2638;9.9998
52.3;3.2638;9.9998
52.4;3.2631;9.9998
52.5;3.2631;9.9998
52.6;3.2631;9.9998
52.7;3.2631;9.9998
52.8;3.2625;9.9998
52.9;3.2625;9.9998
53;3.2625;9.9998
53.1;3.2625;9.9998
53.2;3.2619;9.9998
53.3;3.2619;9.9998
53.4;3.2619;9.9998
53.5;3.2619;9.9998
53.6;3.2614;9.9998
53.7;3.2614;9.9998
53.8;3.2614;9.9998
53.9;3.2614;9.9998
54;3.2608;9.9998
54.1;3.2608;9.9998
54.2;3.2608;9.9998
54.3;3.2608;9.9998
54.4;3.2603;9.9998
54.5;3.2603;9.9998
54.6;3.2603;9.9998
54.7;3.2603;9.9998
54.8;3.2597;9.9998
54.9;3.2597;9.9998
55;3.2597;9.9998
55.1;3.2597;9.9998
55.2;3.2592;9.9998
55.3;3.2592;9.9998
55.4;3.2592;9.9998
55.5;3.2592;9.9998
55.6;3.2586;9.9998
55.7;3.2586;9.9998
55.8;3.2586;9.9998
55.9;3.2586;9.9998
56;3.258;9.9998
56.1;3.258;9.9998
56.2;3.258;9.9998
56.3;3.258;9.9998
56.4;3.2575;9.9998
56.5;3.2575;9.9998
56.6;3.2575;9.9998
56.7;3.2575;9.9998
56.8;3.2569;9.9998
56.9;3.2569;9.9998
57;3.2569;9.9998
57.1;3.2569;9.9998
57.2;3.2564;9.9998
57.3;3.2564;9.9998
57.4;3.2564;9.9998
57.5;3.2564;9.9998
57.6;3.2559;9.9998
57.7;3.2559;9.9998
57.8;3.2559;9.9998
57.9;3.2559;9.9998
58;3.2553;9.9998
58.1;3.2553;9.9998
58.2;3.2553;9.9998
58.3;3.2553;9.9998
58.4;3.2549;9.9998
58.5;3.2549;9.9998
58.6;3.2549;9.9998
58.7;3.2549;9.9998
58.8;3.2544;9.9998
58.9;3.2544;9.9998
59;3.2544;9.9998
59.1;3.2544;9.9998
59.2;3.2538;9.9998
59.3;3.2538;9.9998
59.4;3.2538;9.9998
59.5;3.2538;9.9998
59.6;3.2533;9.9998
59.7;3.2533;9.9998
59.8;3.2533;9.9998
59.9;3.2533;9.9998
60;3.2528;9.9998
60.1;3.2528;9.9998
60.2;3.2528;9.9998
60.3;3.2528;9.9998
60.4;3.2523;9.9998
60.5;3.2523;9.9998
60.6;3.2523;9.9998
60.7;3.2523;9.9998
60.8;3.2519;9.9998
60.9;3.2519;9.9998
61;3.2519;9.9998
61.1;3.2519;9.9998
61.2;3.2514;9.9998
61.3;3.2514;9.9998
61.4;3.2514;9.9998
61.5;3.2514;9.9998
61.6;3.2509;9.9998
61.7;3.2509;9.9998
61.8;3.2509;9.9998
61.9;3.2509;9.9998
62;3.2505;9.9998
62.1;3.2505;9.9998
62.2;3.2505;9.9998
62.3;3.2505;9.9998
62.4;3.25;9.9998
62.5;3.25;9.9998
62.6;3.25;9.9998
62.7;3.25;9.9998
62.8;3.2495;9.9998
62.9;3.2495;9.9998
63;3.2495;9.9998
63.1;3.2495;9.9998
63.2;3.2491;9.9998
63.3;3.2491;9.9998
63.4;3.2491;9.9998
63.5;3.2491;9.9998
63.6;3.2486;9.9998
63.7;3.2486;9.9998
63.8;3.2486;9.9998
63.9;3.2486;9.9998
64;3.2481;9.9998
64.1;3.2481;9.9998
64.2;3.2481;9.9998
64.3;3.2481;9.9998
64.4;3.2477;9.9998
64.5;3.2477;9.9998
64.6;3.2477;9.9998
64.7;3.2477;9.9998
64.8;3.2472;9.9998
64.9;3.2472;9.9998
65;3.2472;9.9998
65.1;3.2472;9.9998
65.2;3.2464;9.9998
65.3;3.2464;9.9998
65.4;3.2464;9.9998
65.5;3.2464;9.9998
65.6;3.2461;9.9998
65.7;3.2461;9.9998
65.8;3.2461;9.9998
65.9;3.2461;9.9998
66;3.2456;9.9998
66.1;3.2456;9.9998
66.2;3.2456;9.9998
66.3;3.2456;9.9998
66.4;3.2452;9.9998
66.5;3.2452;9.9998
66.6;3.2452;9.9998
66.7;3.2452;9.9998
66.8;3.2447;9.9998
66.9;3.2447;9.9998
67;3.2447;9.9998
67.1;3.2447;9.9998
67.2;3.2444;9.9998
67.3;3.2444;9.9998
67.4;3.2444;9.9998
67.5;3.2444;9.9998
67.6;3.2439;9.9998
67.7;3.2439;9.9998
67.8;3.2439;9.9998
67.9;3.2439;9.9998
68;3.2434;9.9998
68.1;3.2434;9.9998
68.2;3.2434;9.9998
68.3;3.2434;9.9998
68.4;3.2431;9.9998
68.5;3.2431;9.9998
68.6;3.2431;9.9998
68.7;3.2431;9.9998
68.8;3.2427;9.9998
68.9;3.2427;9.9998
69;3.2427;9.9998
69.1;3.2427;9.9998
69.2;3.2422;9.9998
69.3;3.2422;9.9998
69.4;3.2422;9.9998
69.5;3.2422;9.9998
69.6;3.2419;9.9998
69.7;3.2419;9.9998
69.8;3.2419;9.9998
69.9;3.2419;9.9998
70;3.2414;9.9998
70.1;3.2414;9.9998
70.2;3.2414;9.9998
70.3;3.2414;9.9998
70.4;3.2409;9.9998
70.5;3.2409;9.9998
70.6;3.2409;9.9998
70.7;3.2409;9.9998
70.8;3.2406;9.9998
70.9;3.2406;9.9998
71;3.2406;9.9998
71.1;3.2406;9.9998
71.2;3.2402;9.9998
71.3;3.2402;9.9998
71.4;3.2402;9.9998
71.5;3.2402;9.9998
71.6;3.2398;9.9998
71.7;3.2398;9.9998
71.8;3.2398;9.9998
71.9;3.2398;9.9998
72;3.2394;9.9998
72.1;3.2394;9.9998
72.2;3.2394;9.9998
72.3;3.2394;9.9998
72.4;3.2391;9.9998
72.5;3.2391;9.9998
72.6;3.2391;9.9998
72.7;3.2391;9.9998
72.8;3.2386;9.9998
72.9;3.2386;9.9998
73;3.2386;9.9998
73.1;3.2386;9.9998
73.2;3.2383;9.9998
73.3;3.2383;9.9998
73.4;3.2383;9.9998
73.5;3.2383;9.9998
73.6;3.2378;9.9998
73.7;3.2378;9.9998
73.8;3.2378;9.9998
73.9;3.2378;9.9998
74;3.2375;9.9998
74.1;3.2375;9.9998
74.2;3.2375;9.9998
74.3;3.2375;9.9998
74.4;3.2372;9.9998
74.5;3.2372;9.9998
74.6;3.2372;9.9998
74.7;3.2372;9.9998
74.8;3.2367;9.9998
74.9;3.2367;9.9998
75;3.2367;9.9998
75.1;3.2367;9.9998
75.2;3.2367;9.9998
75.3;3.2364;9.9998
75.4;3.2364;9.9998
75.5;3.2364;9.9998
75.6;3.2364;9.9998
75.7;3.2361;9.9998
75.8;3.2361;10
75.9;3.2361;10
76;3.2361;10
76.1;3.2356;10
76.2;3.2356;9.9998
76.3;3.2356;9.9998
76.4;3.2356;9.9998
76.5;3.2353;9.9998
76.6;3.2353;9.9998
76.7;3.2353;9.9998
76.8;3.2353;9.9998
76.9;3.235;9.9998
77;3.235;10
77.1;3.235;10
77.2;3.235;10
77.3;3.2345;10
77.4;3.2345;9.9998
77.5;3.2345;9.9998
77.6;3.2345;9.9998
77.7;3.2341;9.9998
77.8;3.2341;10
77.9;3.2341;10
78;3.2341;10
78.1;3.2337;10
78.2;3.2337;9.9998
78.3;3.2337;9.9998
78.4;3.2337;9.9998
78.5;3.2334;9.9998
78.6;3.2334;9.9998
78.7;3.2334;9.9998
78.8;3.2334;9.9998
78.9;3.2331;9.9998
79;3.2331;9.9998
79.1;3.2331;9.9998
79.2;3.2331;9.9998
79.3;3.2328;9.9998
79.4;3.2328;9.9998
79.5;3.2328;9.9998
79.6;3.2328;9.9998
79.7;3.2323;9.9998
79.8;3.2323;9.9998
79.9;3.2323;9.9998
80;3.2323;9.9998
80.1;3.232;9.9998
80.2;3.232;9.9998
80.3;3.232;9.9998
80.4;3.232;9.9998
80.5;3.2317;9.9998
80.6;3.2317;9.9998
80.7;3.2317;9.9998
80.8;3.2317;9.9998
80.9;3.2314;9.9998
81;3.2314;9.9998
81.1;3.2314;9.9998
81.2;3.2314;9.9998
81.3;3.2311;9.9998
81.4;3.2311;9.9998
81.5;3.2311;9.9998
81.6;3.2311;9.9998
81.7;3.2308;9.9998
81.8;3.2308;9.9998
81.9;3.2308;9.9998
82;3.2308;9.9998
82.1;3.2305;9.9998
82.2;3.2305;9.9998
82.3;3.2305;9.9998
82.4;3.2305;9.9998
82.5;3.2301;9.9998
82.6;3.2301;9.9998
82.7;3.2301;9.9998
82.8;3.2301;9.9998
82.9;3.2298;9.9998
83;3.2298;9.9998
83.1;3.2298;9.9998
83.2;3.2298;9.9998
83.3;3.2295;9.9998
83.4;3.2295;9.9998
83.5;3.2295;9.9998
83.6;3.2295;9.9998
83.7;3.2292;9.9998
83.8;3.2292;9.9998
83.9;3.2292;9.9998
84;3.2292;9.9998
84.1;3.2289;9.9998
84.2;3.2289;9.9998
84.3;3.2289;9.9998
84.4;3.2289;9.9998
84.5;3.2286;9.9998
84.6;3.2286;9.9998
84.7;3.2286;9.9998
84.8;3.2286;9.9998
84.9;3.2283;9.9998
85;3.2283;9.9998
85.1;3.2283;9.9998
85.2;3.2283;9.9998
85.3;3.228;9.9998
85.4;3.228;9.9998
85.5;3.228;10
85.6;3.228;10
85.7;3.228;10
85.8;3.2275;10
85.9;3.2275;9.9998
86;3.2275;9.9998
86.1;3.2275;9.9998
86.2;3.2272;9.9998
86.3;3.2272;9.9998
86.4;3.2272;9.9998
86.5;3.2272;9.9998
86.6;3.227;9.9998
86.7;3.227;9.9998
86.8;3.227;9.9998
86.9;3.227;9.9998
87;3.2267;9.9998
87.1;3.2267;10
87.2;3.2267;10
87.3;3.2267;10
87.4;3.2264;10
87.5;3.2264;9.9998
87.6;3.2264;9.9998
87.7;3.2264;9.9998
87.8;3.2261;9.9998
87.9;3.2261;9.9998
88;3.2261;9.9998
88.1;3.2261;9.9998
88.2;3.2258;9.9998
88.3;3.2258;9.9998
88.4;3.2258;9.9998
88.5;3.2258;9.9998
88.6;3.2255;9.9998
88.7;3.2255;9.9998
88.8;3.2255;9.9998
88.9;3.2255;9.9998
89;3.2251;9.9998
89.1;3.2251;9.9998
89.2;3.2251;9.9998
89.3;3.2251;9.9998
89.4;3.225;9.9998
89.5;3.225;9.9998
89.6;3.225;9.9998
89.7;3.225;9.9998
89.8;3.2247;9.9998
89.9;3.2247;9.9998
90;3.2247;9.9998
90.1;3.2247;9.9998
90.2;3.2244;9.9998
90.3;3.2244;10
90.4;3.2244;10
90.5;3.2244;10
90.6;3.224;10
90.7;3.224;9.9998
90.8;3.224;9.9998
90.9;3.224;9.9998
91;3.2239;9.9998
91.1;3.2239;9.9998
91.2;3.2239;9.9998
91.3;3.2239;9.9998
91.4;3.2236;9.9998
91.5;3.2236;9.9998
91.6;3.2236;9.9998
91.7;3.2236;9.9998
91.8;3.2233;9.9998
91.9;3.2233;9.9998
92;3.2233;9.9998
92.1;3.2233;9.9998
92.2;3.2231;9.9998
92.3;3.2231;9.9998
92.4;3.2231;9.9998
92.5;3.2231;9.9998
92.6;3.2228;9.9998
92.7;3.2228;9.9998
92.8;3.2228;9.9998
92.9;3.2228;9.9998
93;3.2225;9.9998
93.1;3.2225;9.9998
93.2;3.2225;9.9998
93.3;3.2225;9.9998
93.4;3.2222;9.9998
93.5;3.2222;9.9998
93.6;3.2222;9.9998
93.7;3.2222;9.9998
93.8;3.222;9.9998
93.9;3.222;9.9998
94;3.222;9.9998
94.1;3.222;9.9998
94.2;3.2217;9.9998
94.3;3.2217;9.9998
94.4;3.2217;9.9998
94.5;3.2217;9.9998
94.6;3.2215;9.9998
94.7;3.2215;9.9998
94.8;3.2215;9.9998
94.9;3.2215;9.9998
95;3.2212;9.9998
95.1;3.2212;9.9998
95.2;3.2212;9.9998
95.3;3.2212;9.9998
95.4;3.2209;9.9998
95.5;3.2209;9.9998
95.6;3.2209;9.9998
95.7;3.2209;9.9998
95.8;3.2208;9.9998
95.9;3.2208;9.9998
96;3.2208;9.9998
96.1;3.2208;9.9998
96.2;3.2205;9.9998
96.3;3.2205;9.9998
96.4;3.2205;9.9998
96.5;3.2205;9.9998
96.6;3.2203;9.9998
96.7;3.2203;9.9998
96.8;3.2203;9.9998
96.9;3.2203;9.9998
97;3.2198;9.9998
97.1;3.2198;9.9998
97.2;3.2198;9.9998
97.3;3.2198;9.9998
97.4;3.2197;9.9998
97.5;3.2197;9.9998
97.6;3.2197;10
97.7;3.2197;10
97.8;3.2194;10
97.9;3.2194;10
98;3.2194;9.9998
98.1;3.2194;9.9998
98.2;3.2192;9.9998
98.3;3.2192;9.9998
98.4;3.2192;9.9998
98.5;3.2192;9.9998
98.6;3.2189;9.9998
98.7;3.2189;9.9998
98.8;3.2189;9.9998
98.9;3.2189;9.9998
99;3.2187;9.9998
99.1;3.2187;9.9998
99.2;3.2187;9.9998
99.3;3.2187;9.9998
99.4;3.2184;9.9998
99.5;3.2184;9.9998
99.6;3.2184;9.9998
99.7;3.2184;9.9998
99.8;3.2183;9.9998
99.9;3.2183;9.9998
100;3.2183;9.9998
100.1;3.2183;9.9998
100.2;3.2181;9.9998
100.3;3.2181;9.9998
100.4;3.2181;9.9998
100.5;3.2181;9.9998
100.6;3.2178;9.9998
100.7;3.2178;9.9998
100.8;3.2178;9.9998
100.9;3.2178;9.9998
101;3.2176;9.9998
101.1;3.2176;9.9998
101.2;3.2176;9.9998
101.3;3.2176;9.9998
101.4;3.2173;9.9998
101.5;3.2173;9.9998
101.6;3.2173;9.9998
101.7;3.2173;9.9998
101.8;3.2172;9.9998
101.9;3.2172;9.9998
102;3.2172;9.9998
102.1;3.2172;9.9998
102.2;3.2169;9.9998
102.3;3.2169;9.9998
102.4;3.2169;9.9998
102.5;3.2169;9.9998
102.6;3.2167;9.9998
102.7;3.2167;9.9998
102.8;3.2167;10
102.9;3.2167;10
103;3.2165;10
103.1;3.2165;10
103.2;3.2165;9.9998
103.3;3.2165;9.9998
103.4;3.2162;9.9998
103.5;3.2162;9.9998
103.6;3.2162;9.9998
103.7;3.2162;9.9998
103.8;3.2162;9.9998
103.9;3.2161;9.9998
104;3.2161;9.9998
104.1;3.2161;9.9998
104.2;3.2161;9.9998
104.3;3.2158;9.9998
104.4;3.2158;9.9998
104.5;3.2158;9.9998
104.6;3.2158;9.9998
104.7;3.2156;9.9998
104.8;3.2156;9.9998
104.9;3.2156;9.9998
105;3.2156;9.9998
105.1;3.2154;9.9998
105.2;3.2154;9.9998
105.3;3.2154;9.9998
105.4;3.2154;9.9998
105.5;3.2153;9.9998
105.6;3.2153;9.9998
105.7;3.2153;9.9998
105.8;3.2153;9.9998
105.9;3.215;9.9998
