Time [s];Cella hõmérséklete [°C];Szoba hõmérséklete [°C]
1778.2;24.31;23.62
1778.6;24.31;23.62
1779;24.31;23.62
1779.4;24.31;23.62
1779.8;24.31;23.62
1780.2;24.31;23.62
1780.6;24.31;23.62
1781;24.31;23.62
1781.5;24.31;23.62
1781.9;24.31;23.62
1782.3;24.31;23.62
1782.7;24.31;23.62
1783.1;24.31;23.53
1783.5;24.31;23.62
1783.9;24.31;23.62
1784.3;24.31;23.62
1784.7;24.31;23.62
1785.1;24.31;23.62
1785.5;24.31;23.62
1785.9;24.31;23.53
1786.4;24.31;23.62
1786.8;24.31;23.62
1787.2;24.31;23.62
1787.6;24.31;23.53
1788;24.31;23.53
1788.4;24.31;23.53
1788.8;24.31;23.53
1789.2;24.31;23.62
1789.6;24.31;23.53
1790;24.31;23.53
1790.4;24.31;23.53
1790.9;24.31;23.53
1791.3;24.31;23.53
1791.7;24.31;23.53
1792.1;24.31;23.53
1792.5;24.31;23.53
1792.9;24.31;23.53
1793.3;24.31;23.53
1793.7;24.31;23.53
1794.1;24.31;23.53
1794.5;24.31;23.62
1794.9;24.31;23.53
1795.3;24.31;23.53
1795.8;24.31;23.53
1796.2;24.31;23.53
1796.6;24.31;23.53
1797;24.31;23.53
1797.4;24.31;23.53
1797.8;24.31;23.53
1798.2;24.31;23.53
1798.6;24.31;23.53
1799;24.31;23.53
1799.4;24.31;23.53
1799.8;24.31;23.53
1800.3;24.31;23.53
1800.7;24.31;23.53
1801.1;24.31;23.53
1801.5;24.31;23.53
1801.9;24.31;23.53
1802.3;24.31;23.53
1802.7;24.31;23.53
1803.1;24.31;23.53
1803.5;24.31;23.53
1803.9;24.31;23.53
1804.3;24.31;23.53
1804.8;24.31;23.53
1805.2;24.31;23.53
1805.6;24.31;23.53
1806;24.31;23.53
1806.4;24.31;23.53
1806.8;24.31;23.53
1807.2;24.31;23.53
1807.6;24.31;23.53
1808;24.31;23.53
1808.4;24.31;23.53
1808.8;24.31;23.53
1809.2;24.31;23.53
1809.6;24.31;23.53
1810.1;24.31;23.53
1810.5;24.31;23.53
1810.9;24.31;23.53
1811.3;24.31;23.53
1811.7;24.31;23.53
1812.1;24.31;23.53
1812.5;24.31;23.53
1812.9;24.31;23.53
1813.3;24.31;23.53
1813.7;24.31;23.53
1814.1;24.31;23.53
1814.6;24.31;23.53
1815;24.31;23.53
1815.4;24.31;23.53
1815.8;24.31;23.53
1816.2;24.31;23.53
1816.6;24.31;23.53
1817;24.31;23.53
1817.4;24.31;23.53
1817.8;24.31;23.53
1818.2;24.31;23.53
1818.7;24.31;23.53
1819.1;24.31;23.53
1819.5;24.31;23.53
1819.9;24.31;23.53
1820.3;24.31;23.53
1820.7;24.31;23.53
1821.1;24.31;23.53
1821.5;24.31;23.53
1821.9;24.31;23.53
1822.3;24.31;23.53
1822.7;24.31;23.53
1823.1;24.31;23.53
1823.5;24.31;23.53
1824;24.31;23.53
1824.4;24.31;23.53
1824.8;24.31;23.53
1825.2;24.31;23.53
1825.6;24.31;23.53
1826;24.31;23.53
1826.4;24.31;23.53
1826.8;24.31;23.53
1827.2;24.31;23.53
1827.6;24.31;23.53
1828.1;24.31;23.53
1828.5;24.31;23.53
1828.9;24.31;23.53
1829.3;24.31;23.53
1829.7;24.31;23.53
1830.1;24.31;23.53
1830.5;24.31;23.53
1830.9;24.31;23.53
1831.3;24.31;23.53
1831.7;24.31;23.53
1832.1;24.31;23.53
1832.5;24.31;23.53
1833;24.31;23.53
1833.4;24.31;23.53
1833.8;24.31;23.53
1834.2;24.31;23.53
1834.6;24.31;23.53
1835;24.31;23.53
1835.4;24.31;23.53
1835.8;24.31;23.53
1836.2;24.31;23.53
1836.6;24.31;23.53
1837;24.31;23.53
1837.5;24.31;23.53
1837.9;24.31;23.53
1838.3;24.31;23.53
1838.7;24.31;23.53
1839.1;24.31;23.53
1839.5;24.31;23.53
1839.9;24.31;23.53
1840.3;24.31;23.53
1840.7;24.31;23.53
1841.1;24.31;23.53
1841.5;24.31;23.53
1841.9;24.31;23.53
1842.4;24.31;23.53
1842.8;24.31;23.53
1843.2;24.31;23.53
1843.6;24.31;23.53
1844;24.31;23.53
1844.4;24.31;23.53
1844.8;24.31;23.53
1845.2;24.31;23.53
1845.6;24.31;23.53
1846;24.31;23.53
1846.4;24.31;23.53
1846.8;24.31;23.53
1847.3;24.31;23.53
1847.7;24.31;23.53
1848.1;24.31;23.53
1848.5;24.31;23.53
1848.9;24.31;23.53
1849.3;24.31;23.53
1849.7;24.31;23.53
1850.1;24.31;23.53
1850.5;24.31;23.53
1850.9;24.31;23.53
1851.3;24.31;23.53
1851.8;24.31;23.53
1852.2;24.31;23.53
1852.6;24.31;23.53
1853;24.31;23.53
1853.4;24.31;23.53
1853.8;24.31;23.53
1854.2;24.31;23.53
1854.6;24.31;23.53
1855;24.31;23.53
1855.4;24.31;23.53
1855.8;24.31;23.53
1856.2;24.31;23.53
1856.7;24.31;23.53
1857.1;24.31;23.53
1857.5;24.31;23.53
1857.9;24.31;23.53
1858.3;24.31;23.53
1858.7;24.31;23.53
1859.1;24.31;23.53
1859.5;24.31;23.53
1859.9;24.31;23.53
1860.3;24.31;23.53
1860.7;24.31;23.53
1861.2;24.31;23.53
1861.6;24.31;23.53
1862;24.31;23.53
1862.4;24.31;23.53
1862.8;24.31;23.53
1863.2;24.31;23.53
1863.6;24.31;23.53
1864;24.31;23.53
1864.4;24.31;23.53
1864.8;24.31;23.53
1865.2;24.31;23.53
1865.6;24.31;23.53
1866.1;24.31;23.53
1866.5;24.31;23.53
1866.9;24.31;23.53
1867.3;24.31;23.53
1867.7;24.31;23.53
1868.1;24.31;23.53
1868.5;24.31;23.53
1868.9;24.31;23.53
1869.3;24.31;23.53
1869.7;24.31;23.53
1870.1;24.22;23.53
1870.6;24.31;23.53
1871;24.31;23.53
1871.4;24.31;23.53
1871.8;24.31;23.53
1872.2;24.31;23.53
1872.6;24.31;23.53
1873;24.31;23.53
1873.4;24.31;23.53
1873.8;24.31;23.53
1874.2;24.31;23.53
1874.6;24.31;23.53
1875;24.31;23.53
1875.5;24.31;23.53
1875.9;24.31;23.53
1876.3;24.31;23.53
1876.7;24.31;23.53
1877.1;24.31;23.53
1877.5;24.31;23.53
1877.9;24.31;23.53
1878.3;24.31;23.53
1878.7;24.31;23.53
1879.1;24.31;23.53
1879.6;24.31;23.53
1880;24.31;23.53
1880.4;24.31;23.53
1880.8;24.31;23.53
1881.2;24.31;23.53
1881.6;24.31;23.53
1882;24.31;23.53
1882.4;24.31;23.53
1882.8;24.31;23.53
1883.2;24.31;23.53
1883.6;24.31;23.53
1884;24.31;23.53
1884.5;24.31;23.53
1884.9;24.31;23.53
1885.3;24.31;23.53
1885.7;24.31;23.53
1886.1;24.31;23.53
1886.5;24.31;23.53
1886.9;24.31;23.53
1887.3;24.31;23.53
1887.7;24.31;23.53
1888.1;24.31;23.53
1888.5;24.31;23.53
1889;24.31;23.53
1889.3;24.31;23.53
1889.8;24.31;23.53
1890.2;24.31;23.53
1890.6;24.31;23.53
1891;24.31;23.53
1891.4;24.31;23.53
1891.8;24.31;23.53
1892.2;24.31;23.53
1892.6;24.31;23.53
1893;24.31;23.53
1893.4;24.31;23.53
1893.9;24.31;23.53
1894.3;24.31;23.53
1894.7;24.31;23.53
1895.1;24.31;23.53
1895.5;24.31;23.53
1895.9;24.31;23.53
1896.3;24.31;23.53
1896.7;24.31;23.53
1897.1;24.31;23.53
1897.5;24.31;23.53
1897.9;24.31;23.53
1898.4;24.31;23.53
1898.8;24.31;23.53
1899.2;24.31;23.53
1899.6;24.31;23.53
1900;24.31;23.53
1900.4;24.22;23.53
1900.8;24.22;23.53
1901.2;24.31;23.53
1901.6;24.31;23.53
1902;24.31;23.53
1902.4;24.31;23.53
1902.8;24.31;23.53
1903.3;24.31;23.53
1903.7;24.31;23.53
1904.1;24.31;23.53
1904.5;24.31;23.53
1904.9;24.31;23.53
1905.3;24.22;23.53
1905.7;24.31;23.53
1906.1;24.31;23.53
1906.5;24.22;23.53
1906.9;24.22;23.53
1907.3;24.22;23.53
1907.8;24.31;23.53
1908.2;24.31;23.53
1908.6;24.31;23.53
1909;24.31;23.53
1909.4;24.31;23.53
1909.8;24.31;23.53
1910.2;24.31;23.53
1910.6;24.31;23.53
1911;24.31;23.53
1911.4;24.31;23.53
1911.8;24.31;23.53
1912.2;24.31;23.53
1912.7;24.31;23.53
1913.1;24.22;23.53
1913.5;24.31;23.53
1913.9;24.31;23.53
1914.3;24.31;23.53
1914.7;24.31;23.53
1915.1;24.31;23.53
1915.5;24.31;23.53
1915.9;24.31;23.53
1916.3;24.31;23.53
1916.7;24.31;23.53
1917.1;24.31;23.53
1917.6;24.31;23.53
1918;24.22;23.53
1918.4;24.22;23.53
1918.8;24.22;23.53
1919.2;24.22;23.53
1919.6;24.22;23.53
1920;24.31;23.53
1920.4;24.31;23.53
1920.8;24.31;23.53
1921.2;24.31;23.53
1921.6;24.31;23.53
1922.1;24.31;23.53
1922.5;24.31;23.53
1922.9;24.31;23.53
1923.3;24.31;23.53
1923.7;24.31;23.53
1924.1;24.31;23.53
1924.5;24.22;23.53
1924.9;24.31;23.53
1925.3;24.31;23.53
1925.7;24.31;23.53
1926.1;24.22;23.53
1926.5;24.22;23.53
1927;24.31;23.53
1927.4;24.31;23.53
1927.8;24.31;23.53
1928.2;24.22;23.53
1928.6;24.22;23.53
1929;24.22;23.53
1929.4;24.31;23.53
1929.8;24.31;23.53
1930.2;24.22;23.53
1930.6;24.22;23.53
1931;24.31;23.53
1931.5;24.31;23.53
1931.9;24.22;23.53
1932.3;24.22;23.53
1932.7;24.22;23.53
1933.1;24.22;23.53
1933.5;24.22;23.53
1933.9;24.31;23.53
1934.3;24.31;23.53
1934.7;24.22;23.53
1935.1;24.31;23.53
1935.5;24.31;23.53
1936;24.22;23.53
1936.4;24.22;23.53
1936.8;24.22;23.53
1937.2;24.22;23.53
1937.6;24.22;23.53
1938;24.31;23.53
1938.4;24.31;23.53
1938.8;24.22;23.53
1939.2;24.31;23.53
1939.6;24.31;23.53
1940;24.22;23.53
1940.5;24.31;23.53
1940.9;24.31;23.53
1941.3;24.31;23.53
1941.7;24.22;23.53
1942.1;24.22;23.53
1942.5;24.22;23.53
1942.9;24.31;23.53
1943.3;24.22;23.53
1943.7;24.31;23.53
1944.1;24.22;23.53
1944.5;24.31;23.53
1944.9;24.31;23.53
1945.3;24.22;23.53
1945.8;24.22;23.53
1946.2;24.22;23.53
1946.6;24.22;23.53
1947;24.31;23.53
1947.4;24.31;23.53
1947.8;24.22;23.53
1948.2;24.22;23.53
1948.6;24.22;23.53
1949;24.31;23.53
1949.4;24.22;23.53
1949.9;24.31;23.53
1950.3;24.22;23.53
1950.7;24.22;23.53
1951.1;24.22;23.53
1951.5;24.22;23.53
1951.9;24.31;23.53
1952.3;24.22;23.53
1952.7;24.22;23.53
1953.1;24.22;23.53
1953.5;24.22;23.53
1953.9;24.22;23.53
1954.3;24.31;23.53
1954.8;24.31;23.53
1955.2;24.22;23.53
1955.6;24.22;23.53
1956;24.22;23.53
1956.4;24.22;23.53
1956.8;24.22;23.44
1957.2;24.22;23.53
1957.6;24.31;23.53
1958;24.22;23.53
1958.4;24.22;23.53
1958.8;24.22;23.53
1959.3;24.22;23.53
1959.7;24.22;23.53
1960.1;24.22;23.53
1960.5;24.22;23.53
1960.9;24.31;23.53
1961.3;24.22;23.53
1961.7;24.22;23.53
1962.1;24.22;23.53
1962.5;24.22;23.53
1962.9;24.22;23.53
1963.3;24.22;23.53
1963.7;24.22;23.53
1964.2;24.22;23.53
1964.6;24.22;23.53
1965;24.22;23.53
1965.4;24.22;23.53
1965.8;24.22;23.53
1966.2;24.22;23.53
1966.6;24.22;23.53
1967;24.22;23.53
1967.4;24.22;23.53
1967.8;24.22;23.53
1968.2;24.22;23.53
1968.6;24.22;23.53
1969.1;24.22;23.53
1969.5;24.22;23.53
1969.9;24.22;23.53
1970.3;24.22;23.53
1970.7;24.22;23.53
1971.1;24.22;23.53
1971.5;24.22;23.53
1971.9;24.22;23.53
1972.3;24.22;23.53
1972.7;24.22;23.53
1973.1;24.22;23.53
1973.6;24.22;23.53
1974;24.22;23.53
1974.4;24.22;23.53
1974.8;24.22;23.53
1975.2;24.31;23.53
1975.6;24.22;23.53
1976;24.22;23.53
1976.4;24.22;23.53
1976.8;24.22;23.53
1977.2;24.22;23.53
1977.6;24.22;23.53
1978.1;24.22;23.53
1978.5;24.22;23.53
1978.9;24.22;23.53
1979.3;24.22;23.53
1979.7;24.31;23.53
1980.1;24.22;23.53
1980.5;24.22;23.53
1980.9;24.22;23.53
1981.3;24.22;23.53
1981.7;24.22;23.53
1982.1;24.22;23.53
1982.6;24.22;23.53
1983;24.22;23.53
1983.4;24.22;23.53
1983.8;24.22;23.53
1984.2;24.22;23.53
1984.6;24.22;23.53
1985;24.22;23.53
1985.4;24.22;23.53
1985.8;24.22;23.53
1986.2;24.22;23.53
1986.6;24.22;23.53
1987;24.22;23.53
1987.4;24.22;23.53
1987.9;24.22;23.53
1988.3;24.22;23.53
1988.7;24.22;23.53
1989.1;24.22;23.53
1989.5;24.22;23.53
1989.9;24.22;23.53
1990.3;24.22;23.53
1990.7;24.22;23.53
1991.1;24.22;23.53
1991.5;24.22;23.53
1991.9;24.22;23.53
1992.4;24.22;23.53
1992.8;24.22;23.53
1993.2;24.22;23.53
1993.6;24.22;23.53
1994;24.22;23.53
1994.4;24.31;23.53
1994.8;24.22;23.53
1995.2;24.22;23.53
1995.6;24.22;23.53
1996;24.22;23.53
1996.4;24.22;23.53
1996.9;24.22;23.53
1997.3;24.22;23.53
1997.7;24.22;23.53
1998.1;24.22;23.53
1998.5;24.22;23.53
1998.9;24.22;23.53
1999.3;24.22;23.53
1999.7;24.22;23.53
2000.1;24.22;23.53
2000.5;24.22;23.53
2000.9;24.22;23.53
2001.4;24.22;23.53
2001.8;24.22;23.53
2002.2;24.22;23.53
2002.6;24.22;23.53
2003;24.22;23.53
2003.4;24.22;23.53
2003.8;24.22;23.53
2004.2;24.22;23.53
2004.6;24.22;23.53
2005;24.22;23.53
2005.4;24.22;23.53
2005.8;24.22;23.53
2006.3;24.22;23.53
2006.7;24.22;23.53
2007.1;24.22;23.53
2007.5;24.22;23.53
2007.9;24.22;23.53
2008.3;24.22;23.53
2008.7;24.22;23.53
2009.1;24.22;23.53
2009.5;24.22;23.53
2009.9;24.22;23.53
2010.3;24.22;23.53
2010.8;24.22;23.53
2011.2;24.22;23.53
2011.6;24.22;23.53
2012;24.22;23.53
2012.4;24.22;23.53
2012.8;24.22;23.53
2013.2;24.22;23.53
2013.6;24.22;23.53
2014;24.22;23.53
2014.4;24.22;23.53
2014.8;24.22;23.53
2015.2;24.22;23.53
2015.6;24.22;23.53
2016.1;24.22;23.53
2016.5;24.22;23.53
2016.9;24.22;23.53
2017.3;24.22;23.53
2017.7;24.22;23.53
2018.1;24.22;23.53
2018.5;24.22;23.53
2018.9;24.22;23.53
2019.3;24.22;23.53
2019.7;24.22;23.53
2020.1;24.22;23.53
2020.6;24.22;23.53
2021;24.22;23.53
2021.4;24.22;23.53
2021.8;24.22;23.53
2022.2;24.22;23.53
2022.6;24.22;23.53
2023;24.22;23.53
2023.4;24.22;23.53
2023.8;24.22;23.53
2024.2;24.22;23.53
2024.6;24.22;23.53
2025.1;24.22;23.53
2025.5;24.22;23.53
2025.9;24.22;23.53
2026.3;24.22;23.53
2026.7;24.22;23.53
2027.1;24.22;23.53
2027.5;24.22;23.53
2027.9;24.22;23.53
2028.3;24.22;23.53
2028.7;24.22;23.53
2029.1;24.22;23.53
2029.5;24.22;23.53
2030;24.31;23.44
2030.4;24.22;23.53
2030.8;24.22;23.44
2031.2;24.22;23.53
2031.6;24.22;23.53
2032;24.22;23.53
2032.4;24.22;23.53
2032.8;24.22;23.53
2033.2;24.22;23.53
2033.6;24.22;23.53
2034.1;24.22;23.53
2034.5;24.22;23.53
2034.9;24.22;23.53
2035.3;24.22;23.53
2035.7;24.22;23.53
2036.1;24.22;23.53
2036.5;24.22;23.53
2036.9;24.22;23.53
2037.3;24.22;23.53
2037.7;24.22;23.53
2038.1;24.22;23.53
2038.5;24.22;23.53
2039;24.22;23.53
2039.4;24.22;23.53
2039.8;24.22;23.53
2040.2;24.22;23.53
2040.6;24.22;23.53
2041;24.22;23.53
2041.4;24.22;23.53
2041.8;24.22;23.44
2042.2;24.22;23.53
2042.6;24.22;23.53
2043;24.22;23.53
2043.5;24.22;23.53
2043.9;24.22;23.53
2044.3;24.22;23.53
2044.7;24.22;23.53
2045.1;24.22;23.53
2045.5;24.22;23.53
2045.9;24.22;23.53
2046.3;24.22;23.44
2046.7;24.22;23.53
2047.1;24.22;23.53
2047.5;24.22;23.53
2048;24.22;23.53
2048.4;24.22;23.53
2048.8;24.22;23.53
2049.2;24.22;23.53
2049.6;24.22;23.53
2050;24.22;23.53
2050.4;24.22;23.53
2050.8;24.22;23.53
2051.2;24.22;23.53
2051.6;24.22;23.53
2052;24.22;23.53
2052.4;24.22;23.53
2052.8;24.22;23.53
2053.3;24.22;23.44
2053.7;24.22;23.53
2054.1;24.22;23.53
2054.5;24.22;23.53
2054.9;24.22;23.53
2055.3;24.22;23.44
2055.7;24.22;23.44
2056.1;24.22;23.53
2056.5;24.22;23.53
2056.9;24.22;23.53
2057.3;24.22;23.53
2057.7;24.22;23.53
2058.2;24.22;23.53
2058.6;24.22;23.53
2059;24.22;23.53
2059.4;24.22;23.53
2059.8;24.22;23.53
2060.2;24.22;23.53
2060.6;24.22;23.53
2061;24.22;23.53
2061.4;24.22;23.53
2061.8;24.22;23.53
2062.3;24.22;23.53
2062.7;24.22;23.53
2063.1;24.22;23.53
2063.5;24.22;23.53
2063.9;24.22;23.53
2064.3;24.22;23.53
2064.7;24.22;23.53
2065.1;24.22;23.53
2065.5;24.22;23.53
2065.9;24.22;23.53
2066.3;24.22;23.53
2066.7;24.22;23.53
2067.2;24.22;23.53
2067.6;24.22;23.53
2068;24.22;23.53
2068.4;24.22;23.53
2068.8;24.22;23.53
2069.2;24.22;23.53
2069.6;24.22;23.53
2070;24.22;23.53
2070.4;24.22;23.53
2070.8;24.22;23.53
2071.2;24.22;23.53
2071.6;24.22;23.53
2072.1;24.22;23.53
2072.5;24.22;23.53
2072.9;24.22;23.53
2073.3;24.22;23.53
2073.7;24.22;23.53
2074.1;24.22;23.53
2074.5;24.22;23.53
2074.9;24.22;23.53
2075.3;24.22;23.53
2075.7;24.22;23.53
2076.1;24.22;23.53
2076.6;24.22;23.53
2077;24.22;23.53
2077.4;24.22;23.53
2077.8;24.22;23.53
2078.2;24.22;23.53
2078.6;24.22;23.53
2079;24.22;23.53
2079.4;24.22;23.53
2079.8;24.22;23.53
2080.2;24.22;23.53
2080.6;24.22;23.53
2081;24.22;23.53
2081.5;24.22;23.53
2081.9;24.22;23.53
2082.3;24.22;23.53
2082.7;24.22;23.53
2083.1;24.22;23.53
2083.5;24.22;23.53
2083.9;24.22;23.53
2084.3;24.22;23.53
2084.7;24.22;23.53
2085.1;24.22;23.53
2085.5;24.22;23.53
2086;24.22;23.53
2086.4;24.22;23.53
2086.8;24.22;23.53
2087.2;24.22;23.53
2087.6;24.22;23.53
2088;24.22;23.53
2088.4;24.22;23.53
2088.8;24.22;23.53
2089.2;24.22;23.53
2089.6;24.22;23.53
2090;24.22;23.53
2090.5;24.22;23.53
2090.9;24.22;23.53
2091.3;24.22;23.53
2091.7;24.22;23.53
2092.1;24.22;23.62
2092.5;24.22;23.53
2092.9;24.22;23.53
2093.3;24.22;23.53
2093.7;24.22;23.53
2094.1;24.22;23.53
2094.5;24.22;23.53
2095;24.22;23.53
2095.4;24.22;23.53
2095.8;24.22;23.53
2096.2;24.22;23.53
2096.6;24.22;23.53
2097;24.22;23.62
2097.4;24.22;23.53
2097.8;24.22;23.53
2098.2;24.22;23.53
2098.6;24.22;23.53
2099;24.22;23.53
2099.4;24.22;23.53
2099.9;24.22;23.53
2100.3;24.22;23.62
2100.7;24.22;23.53
2101.1;24.22;23.53
2101.5;24.22;23.53
2101.9;24.22;23.53
2102.3;24.22;23.53
2102.7;24.22;23.53
2103.1;24.22;23.53
2103.5;24.22;23.53
2103.9;24.22;23.53
2104.3;24.22;23.53
2104.8;24.22;23.62
2105.2;24.22;23.53
2105.6;24.22;23.53
2106;24.22;23.62
2106.4;24.22;23.62
2106.8;24.22;23.62
2107.2;24.22;23.62
2107.6;24.22;23.62
2108;24.22;23.62
2108.4;24.22;23.62
2108.8;24.22;23.62
2109.2;24.22;23.62
2109.7;24.22;23.62
2110.1;24.22;23.62
2110.5;24.22;23.62
2110.9;24.22;23.62
2111.3;24.22;23.62
2111.7;24.22;23.62
2112.1;24.22;23.62
2112.5;24.22;23.62
2112.9;24.22;23.62
2113.3;24.22;23.62
2113.8;24.22;23.62
2114.2;24.22;23.62
2114.6;24.22;23.62
2115;24.22;23.62
2115.4;24.22;23.62
2115.8;24.22;23.62
2116.2;24.22;23.62
2116.6;24.22;23.62
2117;24.22;23.62
2117.4;24.22;23.62
2117.8;24.22;23.62
2118.2;24.22;23.62
2118.7;24.22;23.62
2119.1;24.22;23.62
2119.5;24.22;23.62
2119.9;24.22;23.62
2120.3;24.22;23.62
2120.7;24.22;23.62
2121.1;24.22;23.62
2121.5;24.22;23.62
2121.9;24.22;23.62
2122.3;24.22;23.62
2122.7;24.22;23.62
2123.2;24.22;23.62
2123.5;24.22;23.62
2124;24.22;23.62
2124.4;24.22;23.62
2124.8;24.22;23.62
2125.2;24.22;23.62
2125.6;24.22;23.62
2126;24.22;23.62
2126.4;24.22;23.62
2126.8;24.22;23.62
2127.2;24.22;23.7
2127.6;24.22;23.62
2128.1;24.22;23.7
2128.5;24.22;23.7
2128.9;24.22;23.7
2129.3;24.22;23.7
2129.7;24.22;23.7
2130.1;24.22;23.7
2130.5;24.22;23.7
2130.9;24.22;23.7
2131.3;24.22;23.7
2131.7;24.22;23.7
2132.1;24.22;23.7
2132.6;24.22;23.7
2133;24.22;23.7
2133.4;24.22;23.7
2133.8;24.22;23.7
2134.2;24.22;23.7
2134.6;24.22;23.7
2135;24.22;23.7
2135.4;24.22;23.7
2135.8;24.22;23.7
2136.2;24.22;23.7
2136.6;24.22;23.7
2137.1;24.22;23.7
2137.5;24.22;23.7
2137.9;24.22;23.7
2138.3;24.22;23.7
2138.7;24.22;23.7
2139.1;24.22;23.7
2139.5;24.22;23.7
2139.9;24.22;23.7
2140.3;24.22;23.7
2140.7;24.22;23.7
2141.1;24.22;23.7
2141.5;24.22;23.7
2142;24.22;23.7
2142.4;24.22;23.7
2142.8;24.22;23.79
2143.2;24.22;23.7
2143.6;24.22;23.79
2144;24.22;23.7
2144.4;24.22;23.7
2144.8;24.22;23.7
2145.2;24.22;23.79
2145.6;24.22;23.7
2146;24.22;23.7
2146.4;24.22;23.79
2146.9;24.22;23.79
2147.3;24.22;23.79
2147.7;24.22;23.79
2148.1;24.22;23.7
2148.5;24.22;23.7
2148.9;24.22;23.7
2149.3;24.22;23.7
2149.7;24.22;23.7
2150.1;24.22;23.7
2150.5;24.22;23.7
2150.9;24.22;23.7
2151.3;24.22;23.7
2151.8;24.22;23.7
2152.2;24.22;23.7
2152.6;24.22;23.7
2153;24.22;23.7
2153.4;24.22;23.7
2153.8;24.22;23.7
2154.2;24.22;23.7
2154.6;24.22;23.7
2155;24.22;23.7
2155.4;24.22;23.7
2155.8;24.22;23.7
2156.3;24.22;23.7
2156.7;24.22;23.7
2157.1;24.22;23.7
2157.5;24.22;23.7
2157.9;24.22;23.7
2158.3;24.22;23.7
2158.7;24.22;23.7
2159.1;24.22;23.7
2159.5;24.22;23.7
2159.9;24.22;23.7
2160.4;24.22;23.7
2160.8;24.22;23.7
2161.2;24.22;23.7
2161.6;24.22;23.7
2162;24.22;23.7
2162.4;24.22;23.7
2162.8;24.22;23.7
2163.2;24.22;23.7
2163.6;24.22;23.7
2164;24.22;23.7
2164.4;24.22;23.7
2164.8;24.13;23.7
2165.2;24.22;23.7
2165.7;24.22;23.7
2166.1;24.22;23.7
2166.5;24.22;23.7
2166.9;24.22;23.7
2167.3;24.13;23.62
2167.7;24.22;23.7
2168.1;24.22;23.7
2168.5;24.22;23.7
2168.9;24.22;23.7
2169.3;24.22;23.62
2169.8;24.22;23.7
2170.1;24.22;23.7
2170.6;24.22;23.7
2171;24.22;23.7
2171.4;24.22;23.62
2171.8;24.22;23.7
2172.2;24.22;23.7
2172.6;24.22;23.62
2173;24.22;23.62
2173.4;24.22;23.62
2173.8;24.22;23.7
2174.2;24.22;23.7
2174.7;24.22;23.7
2175.1;24.22;23.62
2175.5;24.22;23.62
2175.9;24.22;23.7
2176.3;24.22;23.62
2176.7;24.22;23.62
2177.1;24.22;23.62
2177.5;24.22;23.62
2177.9;24.22;23.62
2178.3;24.22;23.62
2178.7;24.22;23.62
2179.1;24.22;23.7
2179.6;24.22;23.62
2180;24.22;23.62
2180.4;24.22;23.62
2180.8;24.22;23.62
2181.2;24.22;23.62
2181.6;24.22;23.62
2182;24.13;23.62
2182.4;24.22;23.62
2182.8;24.13;23.62
2183.2;24.22;23.62
2183.6;24.22;23.62
2184;24.13;23.62
2184.5;24.22;23.7
2184.9;24.22;23.62
2185.3;24.22;23.62
2185.7;24.22;23.62
2186.1;24.13;23.62
2186.5;24.13;23.62
2186.9;24.22;23.62
2187.3;24.22;23.62
2187.7;24.22;23.62
2188.1;24.22;23.62
2188.6;24.22;23.62
2189;24.22;23.62
2189.4;24.22;23.62
2189.8;24.22;23.62
2190.2;24.22;23.62
2190.6;24.22;23.62
2191;24.22;23.62
2191.4;24.22;23.62
2191.8;24.22;23.62
2192.2;24.22;23.62
2192.6;24.13;23.62
2193;24.22;23.62
2193.5;24.22;23.62
2193.9;24.22;23.62
2194.3;24.22;23.7
2194.7;24.22;23.62
2195.1;24.13;23.7
2195.5;24.22;23.7
2195.9;24.22;23.7
2196.3;24.13;23.7
2196.7;24.22;23.7
2197.1;24.22;23.7
2197.5;24.22;23.7
2197.9;24.22;23.7
2198.4;24.22;23.7
2198.8;24.22;23.79
2199.2;24.22;23.7
2199.6;24.22;23.79
2200;24.22;23.79
2200.4;24.22;23.79
2200.8;24.22;23.79
2201.2;24.22;23.79
2201.6;24.22;23.79
2202;24.22;23.79
2202.4;24.22;23.79
2202.9;24.22;23.79
2203.3;24.22;23.79
2203.7;24.13;23.79
2204.1;24.22;23.79
2204.5;24.22;23.79
2204.9;24.13;23.79
2205.3;24.13;23.79
2205.7;24.13;23.79
2206.1;24.22;23.79
2206.5;24.22;23.79
2206.9;24.13;23.79
2207.3;24.22;23.79
2207.8;24.22;23.79
2208.2;24.22;23.79
2208.6;24.22;23.79
2209;24.22;23.79
2209.4;24.22;23.79
2209.8;24.22;23.79
2210.2;24.22;23.79
2210.6;24.13;23.79
2211;24.22;23.79
2211.4;24.22;23.79
2211.8;24.22;23.79
2212.3;24.13;23.79
2212.7;24.22;23.79
2213.1;24.22;23.79
2213.5;24.22;23.79
2213.9;24.13;23.79
2214.3;24.22;23.79
2214.7;24.22;23.79
2215.1;24.13;23.79
2215.5;24.22;23.79
2215.9;24.13;23.79
2216.3;24.13;23.79
2216.7;24.13;23.79
2217.2;24.22;23.79
2217.6;24.22;23.79
2218;24.22;23.79
2218.4;24.22;23.79
2218.8;24.22;23.79
2219.2;24.22;23.79
2219.6;24.13;23.79
2220;24.22;23.79
2220.4;24.22;23.79
2220.8;24.22;23.79
2221.2;24.22;23.79
2221.6;24.13;23.79
2222.1;24.22;23.79
2222.5;24.22;23.79
2222.9;24.22;23.79
2223.3;24.22;23.79
2223.7;24.13;23.79
