Time [s];Cella hõmérséklete [°C];Szoba hõmérséklete [°C]
4811.8;24.91;23.62
4812.2;24.91;23.62
4812.6;24.91;23.62
4813;24.91;23.62
4813.5;25;23.62
4813.9;24.91;23.62
4814.3;24.91;23.62
4814.7;24.91;23.62
4815.1;25;23.62
4815.5;24.91;23.62
4815.9;24.91;23.62
4816.3;24.91;23.62
4816.7;24.91;23.62
4817.1;24.91;23.62
4817.5;25;23.62
4818;24.91;23.62
4818.4;24.91;23.62
4818.8;25;23.62
4819.2;25;23.62
4819.6;25;23.62
4820;25;23.62
4820.4;25;23.62
4820.8;25;23.62
4821.2;25;23.62
4821.6;24.91;23.62
4822;24.91;23.62
4822.4;24.91;23.62
4822.9;24.91;23.62
4823.3;25;23.62
4823.7;25;23.62
4824.1;24.91;23.62
4824.5;25;23.62
4824.9;24.91;23.62
4825.3;25;23.62
4825.7;25;23.62
4826.1;24.91;23.62
4826.5;25;23.62
4826.9;25;23.62
4827.4;25;23.62
4827.8;25;23.62
4828.2;25;23.62
4828.6;25;23.62
4829;25;23.62
4829.4;24.91;23.62
4829.8;25;23.62
4830.2;25;23.62
4830.6;24.91;23.62
4831;25;23.62
4831.4;25;23.62
4831.8;25;23.62
4832.3;25;23.62
4832.7;25;23.62
4833.1;25;23.62
4833.5;25;23.62
4833.9;25;23.62
4834.3;25;23.62
4834.7;25;23.62
4835.1;25;23.62
4835.5;25;23.62
4835.9;24.91;23.62
4836.3;25;23.62
4836.7;25;23.62
4837.2;25;23.62
4837.6;25;23.62
4838;25;23.62
4838.4;25;23.62
4838.8;25;23.62
4839.2;25;23.62
4839.6;25;23.62
4840;25;23.62
4840.4;25;23.62
4840.8;25;23.62
4841.3;25;23.62
4841.7;24.91;23.62
4842.1;25;23.62
4842.5;25;23.62
4842.9;25;23.62
4843.3;25;23.62
4843.7;25;23.62
4844.1;25;23.62
4844.5;25;23.62
4844.9;25;23.62
4845.3;25;23.62
4845.7;25;23.62
4846.2;25;23.62
4846.6;25;23.62
4847;25;23.62
4847.4;25;23.62
4847.8;25;23.62
4848.2;25;23.62
4848.6;25;23.62
4849;25;23.62
4849.4;25;23.62
4849.8;25;23.62
4850.2;25;23.62
4850.6;25;23.62
4851.1;25;23.62
4851.5;25;23.62
4851.9;25;23.62
4852.3;25;23.62
4852.7;25;23.62
4853.1;25;23.62
4853.5;25;23.62
4853.9;25;23.62
4854.3;25;23.62
4854.7;25;23.62
4855.1;25;23.62
4855.6;25;23.62
4856;25;23.62
4856.4;25;23.62
4856.8;25;23.62
4857.2;25;23.62
4857.6;25;23.62
4858;25;23.62
4858.4;25;23.62
4858.8;25;23.62
4859.2;25;23.62
4859.6;25;23.62
4860;25;23.62
4860.5;25;23.62
4860.9;25;23.62
4861.3;25;23.62
4861.7;25;23.62
4862.1;25;23.62
4862.5;25;23.62
4862.9;25;23.62
4863.3;25;23.62
4863.7;25;23.62
4864.1;25;23.62
4864.5;25;23.62
4864.9;25;23.62
4865.4;25;23.62
4865.8;25;23.62
4866.2;25;23.62
4866.6;25;23.7
4867;25;23.7
4867.4;25;23.7
4867.8;25;23.7
4868.2;25;23.7
4868.6;25;23.7
4869;25;23.7
4869.4;25;23.7
4869.9;25;23.7
4870.3;25;23.7
4870.7;25;23.7
4871.1;25;23.7
4871.5;25;23.7
4871.9;25;23.7
4872.3;25;23.7
4872.7;25;23.7
4873.1;25;23.7
4873.5;25;23.7
4873.9;25;23.79
4874.3;25;23.79
4874.8;25;23.79
4875.2;25;23.79
4875.6;25;23.79
4876;25;23.79
4876.4;25;23.79
4876.8;25;23.79
4877.2;25;23.79
4877.6;25;23.79
4878;25;23.79
4878.4;25;23.88
4878.8;25;23.88
4879.3;25;23.88
4879.7;25;23.88
4880.1;25;23.88
4880.5;25;23.88
4880.9;25;23.88
4881.3;25;23.88
4881.7;25;23.88
4882.1;25;23.88
4882.5;25;23.88
4882.9;25;23.88
4883.3;25;23.88
4883.7;25;23.88
4884.2;25;23.88
4884.6;25;23.88
4885;25;23.88
4885.4;25;23.88
4885.8;25;23.88
4886.2;25;23.88
4886.6;25;23.88
4887;25;23.88
4887.4;25;23.88
4887.8;25;23.88
4888.2;25;23.88
4888.7;25;23.88
4889.1;25;23.88
4889.5;25;23.88
4889.9;25;23.88
4890.3;25;23.88
4890.7;25;23.88
4891.1;25;23.88
4891.5;25;23.88
4891.9;25;23.88
4892.3;25;23.88
4892.7;25;23.88
4893.1;25;23.88
4893.5;25;23.88
4894;25;23.79
4894.4;25;23.88
4894.8;25;23.79
4895.2;25;23.88
4895.6;25;23.88
4896;25;23.88
4896.4;25;23.88
4896.8;25;23.88
4897.2;25;23.88
4897.6;25;23.79
4898;25;23.88
4898.5;25;23.88
4898.9;25;23.88
4899.3;25;23.79
4899.7;25;23.79
4900.1;25;23.79
4900.5;25;23.79
4900.9;25;23.79
4901.3;25;23.79
4901.7;25;23.79
4902.1;25;23.79
4902.5;25;23.79
4903;25;23.79
4903.4;25;23.79
4903.8;25;23.79
4904.2;25;23.79
4904.6;25;23.79
4905;25;23.79
4905.4;25;23.79
4905.8;25;23.79
4906.2;25;23.79
4906.6;25;23.79
4907;25;23.79
4907.4;25;23.79
4907.9;25;23.79
4908.3;25;23.79
4908.7;25;23.79
4909.1;25;23.79
4909.5;25;23.79
4909.9;25;23.79
4910.3;25;23.79
4910.7;25;23.79
4911.1;25;23.79
4911.5;25;23.79
4911.9;25;23.79
4912.4;25;23.79
4912.8;25;23.79
4913.2;25;23.79
4913.6;25;23.79
4914;25;23.79
4914.4;25;23.79
4914.8;25;23.79
4915.2;25;23.79
4915.6;25;23.79
4916;25.09;23.79
4916.4;25;23.79
4916.8;25;23.79
4917.3;25.09;23.79
4917.7;25;23.79
4918.1;25;23.79
4918.5;25;23.79
4918.9;25;23.79
4919.3;25;23.79
4919.7;25.09;23.79
4920.1;25.09;23.79
4920.5;25;23.79
4920.9;25;23.79
4921.4;25;23.79
4921.7;25.09;23.79
4922.2;25.09;23.79
4922.6;25.09;23.79
4923;25;23.79
4923.4;25.09;23.79
4923.8;25.09;23.88
4924.2;25.09;23.79
4924.6;25;23.79
4925;25.09;23.88
4925.4;25.09;23.88
4925.8;25.09;23.79
4926.2;25.09;23.79
4926.7;25.09;23.88
4927.1;25.09;23.79
4927.5;25.09;23.79
4927.9;25.09;23.88
4928.3;25;23.79
4928.7;25.09;23.88
4929.1;25.09;23.88
4929.5;25.09;23.88
4929.9;25.09;23.88
4930.3;25.09;23.88
4930.7;25;23.88
4931.2;25.09;23.88
4931.6;25.09;23.79
4932;25.09;23.88
4932.4;25.09;23.88
4932.8;25.09;23.88
4933.2;25.09;23.88
4933.6;25.09;23.88
4934;25.09;23.88
4934.4;25.09;23.88
4934.8;25.09;23.88
4935.2;25.09;23.88
4935.6;25.09;23.88
4936.1;25.09;23.88
4936.5;25.09;23.88
4936.9;25.09;23.88
4937.3;25.09;23.88
4937.7;25.09;23.88
4938.1;25.09;23.88
4938.5;25.09;23.88
4938.9;25.09;23.88
4939.3;25.09;23.88
4939.7;25.09;23.88
4940.2;25.09;23.88
4940.6;25.09;23.88
4941;25.09;23.88
4941.4;25.09;23.88
4941.8;25.09;23.88
4942.2;25.09;23.96
4942.6;25.09;23.96
4943;25.09;23.96
4943.4;25.09;23.96
4943.8;25.09;23.96
4944.2;25.09;23.96
4944.6;25.09;23.96
4945.1;25.09;23.96
4945.5;25.09;23.96
4945.9;25.09;23.96
4946.3;25.09;23.96
4946.7;25.09;23.96
4947.1;25.09;23.96
4947.5;25.09;23.96
4947.9;25.09;23.96
4948.3;25.09;23.96
4948.7;25.09;23.96
4949.1;25.09;23.96
4949.5;25.09;23.96
4950;25.09;23.96
4950.4;25.09;23.96
4950.8;25.09;23.96
4951.2;25.09;23.96
4951.6;25.09;23.96
4952;25.09;24.05
4952.4;25.09;24.05
4952.8;25.09;24.05
4953.2;25.09;23.96
4953.6;25.09;24.05
4954;25.09;24.05
4954.4;25.09;24.05
4954.9;25.09;24.05
4955.3;25.09;24.05
4955.7;25.09;24.05
4956.1;25.09;24.05
4956.5;25.09;24.05
4956.9;25.09;24.05
4957.3;25.09;24.05
4957.7;25.09;24.05
4958.1;25.09;24.05
4958.5;25.09;24.05
4958.9;25.09;24.05
4959.4;25.09;24.05
4959.8;25.09;24.05
4960.2;25.09;24.05
4960.6;25.09;24.05
4961;25.09;24.05
4961.4;25.09;24.05
4961.8;25.09;24.13
4962.2;25.09;24.13
4962.6;25.09;24.13
4963;25.09;24.13
4963.4;25.09;24.13
4963.8;25.09;24.13
4964.3;25.09;24.13
4964.7;25.09;24.13
4965.1;25.09;24.13
4965.5;25.09;24.13
4965.9;25.09;24.13
4966.3;25.09;24.22
4966.7;25.09;24.22
4967.1;25.09;24.22
4967.5;25.09;24.22
4967.9;25.09;24.22
4968.4;25.09;24.13
4968.7;25.09;24.22
4969.2;25.09;24.22
4969.6;25.09;24.13
4970;25.09;24.22
4970.4;25.09;24.13
4970.8;25.09;24.13
4971.2;25.09;24.13
4971.6;25.09;24.13
4972;25.09;24.13
4972.4;25.09;24.13
4972.8;25.09;24.13
4973.3;25.09;24.13
4973.7;25.09;24.13
4974.1;25.09;24.13
4974.5;25.09;24.22
4974.9;25.09;24.13
4975.3;25.09;24.13
4975.7;25.09;24.13
4976.1;25.09;24.13
4976.5;25.09;24.13
4976.9;25.09;24.13
4977.3;25.09;24.13
4977.7;25.09;24.13
4978.2;25.09;24.22
4978.6;25.09;24.22
4979;25.09;24.22
4979.4;25.09;24.22
4979.8;25.09;24.22
4980.2;25.09;24.13
4980.6;25.09;24.13
4981;25.09;24.13
4981.4;25.09;24.22
4981.8;25.09;24.13
4982.2;25.09;24.13
4982.7;25.09;24.13
4983.1;25.09;24.13
4983.5;25.09;24.13
4983.9;25.09;24.13
4984.3;25.09;24.13
4984.7;25.09;24.13
4985.1;25.09;24.13
4985.5;25.09;24.13
4985.9;25.09;24.13
4986.3;25.09;24.13
4986.7;25.09;24.13
4987.1;25.09;24.13
4987.6;25.09;24.13
4988;25.09;24.13
4988.4;25.09;24.13
4988.8;25.09;24.13
4989.2;25.09;24.13
4989.6;25.09;24.13
4990;25.09;24.13
4990.4;25.09;24.13
4990.8;25.09;24.13
4991.2;25.09;24.13
4991.6;25.09;24.13
4992.1;25.09;24.13
4992.5;25.09;24.13
4992.9;25.09;24.13
4993.3;25.09;24.05
4993.7;25.09;24.13
4994.1;25.09;24.05
4994.5;25.09;24.05
4994.9;25.09;24.05
4995.3;25.09;24.05
4995.7;25.09;24.05
4996.1;25.09;24.05
4996.5;25.09;24.05
4997;25.09;24.05
4997.4;25.09;24.05
4997.8;25.09;24.05
4998.2;25.09;24.05
4998.6;25.09;24.05
4999;25.09;24.05
4999.4;25.09;24.05
4999.8;25.09;24.05
5000.2;25.09;24.05
5000.6;25.09;24.05
5001;25.09;24.05
5001.4;25.09;24.05
5001.9;25.09;24.05
5002.3;25.09;24.05
5002.7;25.09;24.05
5003.1;25.09;24.05
5003.5;25.09;24.05
5003.9;25.09;24.05
5004.3;25.09;24.05
5004.7;25.09;24.05
5005.1;25.09;24.05
5005.5;25.09;23.96
5006;25.09;23.96
5006.4;25.09;24.05
5006.8;25.09;23.96
5007.2;25.09;23.96
5007.6;25.09;24.05
5008;25.09;23.96
5008.4;25.09;23.96
5008.8;25.09;23.96
5009.2;25.09;23.96
5009.6;25.09;23.96
5010;25.09;23.96
5010.4;25.09;23.96
5010.9;25.09;23.96
5011.3;25.09;23.96
5011.7;25.09;23.96
5012.1;25.09;23.96
5012.5;25.09;23.96
5012.9;25.09;23.96
5013.3;25.09;23.96
5013.7;25.09;23.96
5014.1;25.09;23.96
5014.5;25.09;23.96
5014.9;25.09;23.96
5015.3;25.09;23.96
5015.8;25.09;23.96
5016.2;25.09;23.96
5016.6;25.09;23.96
5017;25.09;23.96
5017.4;25.09;23.96
5017.8;25.09;23.96
5018.2;25.09;23.96
5018.6;25.09;23.96
5019;25.09;23.96
5019.4;25.09;23.96
5019.9;25.09;23.96
5020.3;25.09;23.96
5020.7;25.09;23.96
5021.1;25.09;23.96
5021.5;25.09;23.96
5021.9;25.09;23.96
5022.3;25.09;23.96
5022.7;25.09;23.96
5023.1;25.09;23.96
5023.5;25.09;23.96
5023.9;25.09;23.96
5024.3;25.09;23.96
5024.8;25.09;23.96
5025.2;25.09;23.96
5025.6;25.09;23.96
5026;25.09;23.96
5026.4;25.09;23.96
5026.8;25.09;23.96
5027.2;25.09;23.96
5027.6;25.09;23.96
5028;25.09;23.96
5028.4;25.09;23.96
5028.8;25.09;23.96
5029.2;25.09;23.96
5029.7;25.09;23.96
5030.1;25.09;23.96
5030.5;25.09;23.96
5030.9;25.09;23.96
5031.3;25.09;23.96
5031.7;25.09;23.96
5032.1;25.09;23.96
5032.5;25.09;23.96
5032.9;25.09;23.96
5033.3;25.09;23.96
5033.7;25.09;23.96
5034.2;25.09;23.96
5034.6;25.09;23.96
5035;25.09;23.96
5035.4;25.09;23.96
5035.8;25.09;23.96
5036.2;25.09;23.96
5036.6;25.09;23.96
5037;25.09;23.96
5037.4;25.09;23.96
5037.8;25.09;23.96
5038.2;25.09;23.96
5038.7;25.09;23.96
5039.1;25.09;23.96
5039.5;25.09;23.96
5039.9;25.09;23.96
5040.3;25.09;23.96
5040.7;25.09;23.96
5041.1;25.09;23.96
5041.5;25.09;23.96
5041.9;25.09;23.96
5042.3;25.09;23.96
5042.7;25.09;23.96
5043.1;25.09;23.96
5043.6;25.09;23.96
5044;25.09;23.96
5044.4;25.09;23.96
5044.8;25.09;23.96
5045.2;25.09;23.96
5045.6;25.09;23.96
5046;25.09;23.96
5046.4;25.09;23.96
5046.8;25.09;23.96
5047.2;25.09;23.96
5047.6;25.09;23.96
5048;25.09;23.96
5048.5;25.09;23.96
5048.9;25.09;23.96
5049.3;25.09;23.96
5049.7;25.09;23.96
5050.1;25.09;23.96
5050.5;25.17;23.96
5050.9;25.09;23.96
5051.3;25.09;23.96
5051.7;25.09;23.96
5052.1;25.09;23.96
5052.5;25.09;23.96
5053;25.09;23.96
5053.4;25.09;23.96
5053.8;25.09;23.96
5054.2;25.09;23.96
5054.6;25.17;23.96
5055;25.09;23.96
5055.4;25.09;23.96
5055.8;25.09;23.96
5056.2;25.09;23.96
5056.7;25.09;23.96
5057.1;25.09;23.96
5057.5;25.09;23.96
5057.9;25.09;23.96
5058.3;25.09;23.96
5058.7;25.09;23.96
5059.1;25.09;23.96
5059.5;25.09;23.96
5059.9;25.09;23.96
5060.4;25.09;24.05
5060.8;25.09;23.96
5061.2;25.09;23.96
5061.6;25.09;23.96
5062;25.09;23.96
5062.4;25.09;23.96
5062.8;25.17;24.05
5063.2;25.17;24.13
5063.6;25.17;24.13
5064;25.17;24.13
5064.4;25.17;24.13
5064.9;25.17;24.13
5065.3;25.17;24.13
5065.7;25.09;24.13
5066.1;25.17;24.13
5066.5;25.09;24.13
5066.9;25.09;24.13
5067.3;25.09;24.13
5067.7;25.09;24.13
5068.1;25.17;24.13
5068.6;25.17;24.13
5069;25.17;24.13
5069.4;25.17;24.13
5069.8;25.17;24.13
5070.2;25.17;24.13
5070.6;25.17;24.22
5071;25.17;24.22
5071.4;25.17;24.22
5071.8;25.17;24.22
5072.2;25.17;24.22
5072.6;25.17;24.22
5073.1;25.17;24.22
5073.4;25.17;24.22
5073.9;25.17;24.22
5074.3;25.17;24.22
5074.7;25.17;24.22
5075.1;25.17;24.22
5075.5;25.17;24.13
5075.9;25.17;24.13
5076.3;25.17;24.13
5076.7;25.17;24.13
5077.1;25.17;24.13
5077.5;25.17;24.13
5077.9;25.17;24.13
5078.4;25.17;24.13
5078.8;25.17;24.13
5079.2;25.17;24.13
5079.6;25.17;24.13
5080;25.17;24.13
5080.4;25.17;24.13
5080.8;25.17;24.13
5081.2;25.17;24.13
5081.6;25.17;24.13
5082;25.17;24.13
5082.5;25.17;24.13
5082.9;25.17;24.13
5083.3;25.17;24.13
5083.7;25.17;24.13
5084.1;25.17;24.13
5084.5;25.17;24.13
5084.9;25.17;24.13
5085.3;25.17;24.13
5085.7;25.17;24.13
5086.1;25.17;24.13
5086.5;25.17;24.13
5086.9;25.17;24.13
5087.3;25.17;24.13
5087.8;25.17;24.13
5088.2;25.17;24.13
5088.6;25.17;24.05
5089;25.17;24.05
5089.4;25.17;24.05
5089.8;25.17;24.05
5090.2;25.17;24.05
5090.6;25.17;24.05
5091;25.17;24.05
5091.4;25.17;24.05
5091.8;25.17;24.05
5092.3;25.17;24.05
5092.7;25.17;24.05
5093.1;25.17;24.05
5093.5;25.17;24.05
5093.9;25.17;24.05
5094.3;25.17;24.05
5094.7;25.17;24.05
5095.1;25.17;24.05
5095.5;25.17;24.05
5095.9;25.17;24.05
5096.3;25.17;24.05
5096.8;25.17;24.05
5097.2;25.17;24.05
5097.6;25.17;24.05
5098;25.17;24.05
5098.4;25.17;24.05
5098.8;25.17;24.05
5099.2;25.17;24.05
5099.6;25.17;24.05
5100;25.17;24.05
5100.4;25.17;23.96
5100.8;25.17;24.05
5101.2;25.17;23.96
5101.7;25.17;23.96
5102.1;25.17;24.05
5102.5;25.17;23.96
5102.9;25.17;24.05
5103.3;25.17;24.05
5103.7;25.17;24.05
5104.1;25.17;24.05
5104.5;25.17;24.05
5104.9;25.17;24.05
5105.3;25.17;24.05
5105.7;25.17;23.96
5106.2;25.17;24.05
5106.6;25.17;24.05
5107;25.17;24.05
5107.4;25.17;23.96
5107.8;25.17;24.05
5108.2;25.17;24.05
5108.6;25.17;24.05
5109;25.17;24.05
5109.4;25.17;24.05
5109.8;25.17;24.05
5110.2;25.17;24.05
5110.6;25.17;24.05
5111.1;25.17;24.05
5111.5;25.17;24.05
5111.9;25.17;24.05
5112.3;25.17;24.05
5112.7;25.17;24.05
5113.1;25.17;24.05
5113.5;25.17;24.05
5113.9;25.17;23.96
5114.3;25.17;24.05
5114.7;25.17;24.05
5115.2;25.17;24.05
5115.5;25.17;24.05
5116;25.17;24.05
5116.4;25.17;23.96
5116.8;25.17;23.96
5117.2;25.17;23.96
5117.6;25.17;23.96
5118;25.17;23.96
5118.4;25.17;23.96
5118.8;25.17;23.96
5119.2;25.17;23.96
5119.6;25.17;23.96
5120.1;25.17;23.96
5120.5;25.17;23.96
5120.9;25.17;23.96
5121.3;25.17;23.96
5121.7;25.17;23.96
5122.1;25.17;23.96
5122.5;25.17;23.96
5122.9;25.17;23.96
5123.3;25.17;23.96
5123.7;25.17;23.96
5124.1;25.17;23.96
5124.5;25.17;23.96
5124.9;25.17;23.96
5125.4;25.17;23.96
5125.8;25.17;23.96
5126.2;25.17;23.96
5126.6;25.17;23.96
5127;25.17;23.96
5127.4;25.17;23.96
5127.8;25.17;23.96
5128.2;25.17;23.96
5128.6;25.17;23.96
5129;25.17;23.96
5129.5;25.17;23.96
5129.9;25.17;23.96
5130.3;25.17;23.96
5130.7;25.17;23.88
5131.1;25.09;23.79
5131.5;25.09;23.7
5131.9;25.09;23.79
5132.3;25.09;23.79
5132.7;25.09;23.79
5133.1;25.17;23.79
5133.6;25.17;23.88
5134;25.09;23.79
5134.4;25.09;23.79
5134.8;25.09;23.79
5135.2;25.17;23.88
5135.6;25.17;23.79
5136;25.17;23.88
5136.4;25.17;23.88
5136.8;25.17;23.88
5137.3;25.17;23.88
5137.7;25.17;23.79
5138.1;25.09;23.88
5138.5;25.09;23.88
5138.9;25.09;23.88
5139.3;25.17;23.88
5139.7;25.17;23.88
5140.1;25.17;23.88
5140.6;25.17;23.96
5141;25.17;23.88
5141.4;25.17;23.88
5141.8;25.17;23.88
5142.2;25.09;23.88
5142.6;25.09;23.79
5143;25.09;23.79
5143.4;25.17;23.88
5143.8;25.17;23.88
5144.2;25.17;23.88
5144.7;25.17;23.88
5145.1;25.17;23.88
5145.5;25.17;23.88
5145.9;25.17;23.88
5146.3;25.17;23.88
5146.7;25.17;23.88
5147.1;25.17;23.88
5147.5;25.17;23.88
5148;25.17;23.88
5148.4;25.17;23.88
5148.8;25.17;23.88
5149.2;25.17;23.88
5149.6;25.17;23.88
5150;25.17;23.88
5150.4;25.17;23.88
5150.8;25.17;23.88
5151.2;25.17;23.88
5151.6;25.17;23.88
5152.1;25.17;23.88
5152.5;25.17;23.88
5152.9;25.17;23.88
5153.3;25.17;23.88
5153.7;25.17;23.88
5154.1;25.17;23.88
5154.5;25.17;23.88
5154.9;25.17;23.88
5155.3;25.17;23.79
5155.8;25.17;23.79
5156.2;25.17;23.88
5156.6;25.17;23.88
5157;25.17;23.88
5157.4;25.17;23.88
5157.8;25.17;23.88
5158.2;25.17;23.88
5158.6;25.17;23.88
5159;25.17;23.88
5159.5;25.17;23.88
5159.9;25.17;23.88
5160.3;25.17;23.88
5160.7;25.17;23.88
5161.1;25.17;23.88
5161.5;25.17;23.88
5161.9;25.17;23.88
5162.3;25.17;23.88
5162.7;25.17;23.88
5163.2;25.17;23.88
5163.6;25.17;23.88
5164;25.17;23.88
5164.4;25.17;23.88
5164.8;25.17;23.88
5165.2;25.17;23.88
5165.6;25.17;23.88
5166;25.17;23.88
5166.5;25.17;23.88
5166.9;25.17;23.88
5167.3;25.17;23.88
5167.7;25.17;23.88
5168.1;25.17;23.88
5168.5;25.17;23.88
5168.9;25.17;23.88
5169.3;25.17;23.88
5169.7;25.17;23.88
5170.2;25.17;23.88
5170.6;25.17;23.88
5171;25.17;23.88
5171.4;25.17;23.88
5171.8;25.17;23.88
5172.2;25.17;23.88
5172.6;25.17;23.88
5173;25.17;23.88
5173.4;25.17;23.88
5173.9;25.17;23.88
5174.3;25.17;23.88
5174.7;25.17;23.88
5175.1;25.17;23.88
5175.5;25.17;23.88
5175.9;25.17;23.88
5176.3;25.17;23.88
5176.7;25.17;23.88
5177.1;25.17;23.88
5177.6;25.17;23.88
5178;25.17;23.88
5178.4;25.17;23.88
5178.8;25.17;23.88
5179.2;25.17;23.88
5179.6;25.17;23.88
5180;25.17;23.88
5180.4;25.17;23.88
5180.8;25.17;23.88
5181.3;25.17;23.88
5181.7;25.17;23.88
5182.1;25.17;23.88
5182.5;25.17;23.88
5182.9;25.17;23.88
5183.3;25.17;23.88
5183.7;25.17;23.88
5184.1;25.17;23.88
5184.5;25.17;23.88
5185;25.17;23.88
5185.4;25.17;23.88
5185.8;25.17;23.88
5186.2;25.26;23.88
5186.6;25.17;23.88
5187;25.17;23.79
5187.4;25.26;23.88
5187.8;25.17;23.88
5188.2;25.17;23.79
5188.7;25.17;23.79
5189.1;25.17;23.88
5189.5;25.17;23.79
5189.9;25.17;23.88
5190.3;25.17;23.88
5190.7;25.26;23.88
5191.1;25.17;23.88
5191.5;25.26;23.79
5192;25.17;23.88
5192.3;25.17;23.79
5192.8;25.17;23.79
5193.2;25.26;23.88
5193.6;25.17;23.88
5194;25.26;23.88
5194.4;25.26;23.88
5194.8;25.26;23.88
5195.2;25.26;23.88
5195.6;25.17;23.88
5196;25.17;23.88
5196.5;25.17;23.88
5196.8;25.17;23.88
5197.3;25.26;23.88
5197.7;25.26;23.88
5198.1;25.26;23.88
5198.5;25.26;23.88
5198.9;25.26;23.88
5199.3;25.26;23.88
5199.7;25.26;23.88
5200.1;25.26;23.88
5200.5;25.17;23.88
5201;25.26;23.88
5201.4;25.26;23.88
5201.8;25.26;23.88
5202.2;25.26;23.88
5202.6;25.26;23.88
5203;25.26;23.96
5203.4;25.17;23.88
5203.8;25.26;23.96
5204.2;25.26;23.96
5204.6;25.17;23.96
5205;25.26;23.96
5205.4;25.17;23.96
5205.9;25.26;23.96
5206.3;25.26;23.96
5206.7;25.17;23.96
5207.1;25.17;23.96
5207.5;25.26;23.96
5207.9;25.17;23.96
5208.3;25.17;23.96
5208.7;25.17;23.96
5209.1;25.17;23.96
5209.6;25.17;23.96
5210;25.17;23.96
5210.4;25.17;23.96
5210.8;25.17;23.96
5211.2;25.26;23.96
5211.6;25.26;23.96
5212;25.26;23.96
5212.4;25.26;23.96
5212.8;25.17;23.96
5213.2;25.17;23.96
5213.7;25.17;23.96
5214.1;25.17;23.96
5214.5;25.17;23.96
5214.9;25.26;23.96
5215.3;25.17;23.96
5215.7;25.26;23.96
5216.1;25.26;23.96
5216.5;25.26;23.96
5216.9;25.17;23.96
5217.3;25.26;23.96
5217.8;25.17;23.96
5218.2;25.26;23.88
5218.6;25.17;23.88
5219;25.26;23.88
5219.4;25.26;23.96
5219.8;25.17;23.96
5220.2;25.17;23.88
5220.6;25.17;23.88
5221;25.17;23.88
5221.4;25.17;23.96
5221.9;25.17;23.96
5222.3;25.17;23.88
5222.7;25.17;23.96
5223.1;25.26;23.96
5223.5;25.17;23.88
5223.9;25.17;23.88
5224.3;25.26;23.96
5224.7;25.17;23.96
5225.1;25.17;23.96
5225.6;25.17;23.88
5226;25.17;23.88
5226.4;25.26;23.96
5226.8;25.17;23.96
5227.2;25.17;23.96
5227.6;25.17;23.96
5228;25.26;23.96
5228.4;25.26;23.96
5228.8;25.17;23.96
5229.3;25.26;23.96
5229.7;25.26;23.96
5230.1;25.26;23.96
5230.5;25.17;23.96
5230.9;25.17;23.96
5231.3;25.26;23.88
5231.7;25.26;23.96
5232.1;25.26;23.96
5232.6;25.26;23.96
5233;25.17;23.96
5233.4;25.17;23.96
5233.8;25.17;23.96
5234.2;25.17;23.96
5234.6;25.26;23.88
5235;25.26;23.88
5235.4;25.26;23.96
5235.8;25.26;23.88
5236.3;25.17;23.88
5236.7;25.26;23.88
5237.1;25.17;23.88
5237.5;25.26;23.88
5237.9;25.26;23.88
5238.3;25.26;23.88
5238.7;25.26;23.88
5239.1;25.26;23.88
5239.5;25.17;23.88
5239.9;25.17;23.88
5240.4;25.26;23.88
5240.8;25.26;23.88
5241.2;25.17;23.88
5241.6;25.26;23.88
5242;25.26;23.88
5242.4;25.26;23.88
5242.8;25.26;23.88
5243.2;25.26;23.88
5243.7;25.26;23.88
5244.1;25.26;23.88
5244.5;25.17;23.88
5244.9;25.17;23.88
5245.3;25.26;23.88
5245.7;25.17;23.88
5246.1;25.26;23.88
5246.5;25.17;23.88
5246.9;25.26;23.88
5247.4;25.26;23.88
5247.8;25.26;23.88
5248.2;25.26;23.88
5248.6;25.17;23.88
5249;25.26;23.88
5249.4;25.26;23.88
5249.8;25.26;23.88
5250.2;25.26;23.88
5250.6;25.26;23.88
5251.1;25.26;23.88
5251.5;25.26;23.88
5251.9;25.26;23.88
5252.3;25.26;23.88
5252.7;25.26;23.88
5253.1;25.26;23.88
5253.5;25.26;23.88
5253.9;25.26;23.88
5254.3;25.26;23.88
5254.8;25.26;23.88
5255.2;25.26;23.88
5255.6;25.26;23.88
5256;25.26;23.88
5256.4;25.26;23.88
5256.8;25.26;23.88
5257.2;25.26;23.88
5257.6;25.26;23.88
5258;25.26;23.88
5258.4;25.26;23.88
5258.9;25.26;23.88
5259.3;25.26;23.88
5259.7;25.26;23.79
5260.1;25.26;23.79
5260.5;25.26;23.88
5260.9;25.26;23.88
5261.3;25.26;23.79
5261.7;25.26;23.79
5262.2;25.26;23.79
5262.6;25.26;23.79
5263;25.26;23.79
5263.4;25.26;23.79
5263.8;25.26;23.79
5264.2;25.26;23.79
5264.6;25.26;23.79
5265;25.26;23.79
5265.4;25.26;23.79
5265.9;25.26;23.79
5266.3;25.26;23.79
5266.7;25.26;23.79
5267.1;25.26;23.79
5267.5;25.26;23.79
5267.9;25.26;23.79
5268.3;25.26;23.79
5268.7;25.26;23.79
5269.2;25.26;23.79
5269.6;25.26;23.79
5270;25.26;23.79
5270.4;25.26;23.79
5270.8;25.26;23.79
5271.2;25.26;23.79
5271.6;25.26;23.79
5272;25.26;23.79
5272.4;25.26;23.79
5272.9;25.26;23.79
5273.3;25.26;23.79
5273.7;25.26;23.79
