Time [s];Cell_1 Volatge [V];Cell_2 Volatge [V];Cell_3 Volatge [V];Cell_4 Volatge [V]
1211.9;3.271;3.271;3.271;3.296
1212.3;3.262;3.271;3.276;3.301
1212.7;3.271;3.271;3.271;3.296
1213.2;3.271;3.271;3.271;3.296
1213.6;3.267;3.271;3.267;3.291
1214;3.271;3.267;3.267;3.296
1214.4;3.271;3.271;3.267;3.301
1214.8;3.271;3.271;3.271;3.301
1215.2;3.276;3.271;3.271;3.296
1215.7;3.276;3.271;3.271;3.301
1216.1;3.271;3.271;3.271;3.296
1216.5;3.271;3.271;3.271;3.296
1216.9;3.271;3.271;3.271;3.291
1217.3;3.267;3.271;3.271;3.296
1217.8;3.262;3.262;3.262;3.281
1218.2;3.276;3.271;3.271;3.291
1218.6;3.271;3.276;3.271;3.296
1219;3.271;3.271;3.271;3.301
1219.4;3.267;3.267;3.276;3.296
1219.9;3.271;3.271;3.276;3.296
1220.3;3.271;3.267;3.267;3.296
1220.7;3.271;3.271;3.271;3.296
1221.1;3.267;3.271;3.276;3.296
1221.5;3.271;3.271;3.271;3.301
1222;3.271;3.271;3.271;3.296
1222.4;3.267;3.271;3.271;3.296
1222.8;3.271;3.271;3.276;3.301
1223.2;3.271;3.267;3.267;3.296
1223.6;3.267;3.271;3.271;3.301
1224.1;3.276;3.271;3.271;3.296
1224.5;3.267;3.276;3.271;3.301
1224.9;3.276;3.271;3.271;3.296
1225.3;3.271;3.271;3.271;3.291
1225.7;3.271;3.271;3.271;3.296
1226.2;3.267;3.271;3.271;3.296
1226.6;3.262;3.271;3.271;3.296
1227;3.267;3.271;3.271;3.301
1227.4;3.271;3.271;3.271;3.296
1227.8;3.271;3.267;3.271;3.296
1228.2;3.267;3.271;3.271;3.296
1228.7;3.267;3.271;3.271;3.296
1229.1;3.271;3.271;3.276;3.296
1229.5;3.271;3.267;3.271;3.291
1229.9;3.271;3.267;3.267;3.291
1230.3;3.257;3.262;3.262;3.296
1230.8;3.267;3.271;3.271;3.301
1231.2;3.271;3.271;3.271;3.296
1231.6;3.267;3.276;3.267;3.296
1232;3.276;3.267;3.271;3.296
1232.4;3.276;3.271;3.271;3.301
1232.9;3.276;3.271;3.271;3.296
1233.3;3.271;3.271;3.271;3.296
1233.7;3.271;3.271;3.271;3.296
1234.1;3.267;3.271;3.271;3.296
1234.5;3.276;3.271;3.271;3.296
1235;3.271;3.271;3.276;3.296
1235.4;3.267;3.271;3.267;3.296
1235.8;3.267;3.267;3.267;3.296
1236.2;3.267;3.271;3.271;3.296
1236.6;3.267;3.271;3.271;3.296
1237.1;3.271;3.271;3.267;3.296
1237.5;3.271;3.271;3.271;3.296
1237.9;3.271;3.271;3.271;3.296
1238.3;3.271;3.276;3.271;3.301
1238.7;3.271;3.271;3.267;3.296
1239.1;3.267;3.271;3.271;3.296
1239.6;3.271;3.271;3.276;3.296
1240;3.271;3.271;3.271;3.296
1240.4;3.267;3.267;3.267;3.281
1240.8;3.271;3.271;3.267;3.296
1241.2;3.262;3.267;3.267;3.296
1241.7;3.271;3.271;3.271;3.291
1242.1;3.271;3.271;3.271;3.296
1242.5;3.262;3.267;3.262;3.291
1242.9;3.271;3.267;3.271;3.296
1243.3;3.271;3.271;3.271;3.291
1243.8;3.271;3.271;3.271;3.301
1244.2;3.267;3.271;3.271;3.296
1244.6;3.267;3.271;3.271;3.291
1245;3.271;3.276;3.271;3.291
1245.4;3.271;3.271;3.271;3.296
1245.9;3.267;3.271;3.267;3.296
1246.3;3.267;3.267;3.271;3.301
1246.7;3.267;3.271;3.271;3.296
1247.1;3.271;3.271;3.271;3.296
1247.5;3.271;3.267;3.271;3.296
1248;3.271;3.276;3.271;3.301
1248.4;3.276;3.271;3.271;3.296
1248.8;3.271;3.271;3.271;3.296
1249.2;3.276;3.271;3.271;3.296
1249.6;3.271;3.267;3.271;3.296
1250;3.271;3.271;3.271;3.296
1250.5;3.267;3.271;3.271;3.291
1250.9;3.267;3.271;3.267;3.296
1251.3;3.267;3.267;3.271;3.296
1251.7;3.271;3.271;3.267;3.296
1252.2;3.267;3.271;3.271;3.296
1252.6;3.271;3.267;3.267;3.296
1253;3.271;3.271;3.267;3.296
1253.4;3.271;3.271;3.271;3.301
1253.8;3.267;3.276;3.267;3.296
1254.2;3.267;3.276;3.267;3.296
1254.7;3.271;3.271;3.271;3.296
1255.1;3.267;3.276;3.271;3.291
1255.5;3.271;3.271;3.271;3.291
1255.9;3.267;3.271;3.271;3.301
1256.3;3.271;3.267;3.271;3.296
1256.8;3.267;3.267;3.271;3.296
1257.2;3.267;3.271;3.267;3.301
1257.6;3.267;3.267;3.271;3.296
1258;3.267;3.267;3.276;3.296
1258.4;3.271;3.271;3.271;3.291
1258.9;3.267;3.271;3.271;3.296
1259.3;3.267;3.267;3.267;3.296
1259.7;3.276;3.271;3.267;3.296
1260.1;3.271;3.276;3.271;3.301
1260.5;3.267;3.271;3.271;3.296
1260.9;3.271;3.271;3.271;3.301
1261.4;3.271;3.271;3.271;3.296
1261.8;3.267;3.271;3.271;3.296
1262.2;3.267;3.276;3.271;3.296
1262.6;3.267;3.271;3.267;3.291
1263.1;3.271;3.271;3.276;3.296
1263.5;3.267;3.271;3.267;3.296
1263.9;3.267;3.271;3.271;3.296
1264.3;3.267;3.271;3.267;3.296
1264.7;3.271;3.271;3.267;3.296
1265.1;3.267;3.271;3.271;3.296
1265.6;3.267;3.267;3.271;3.296
1266;3.267;3.271;3.271;3.296
1266.4;3.271;3.276;3.271;3.296
1266.8;3.262;3.271;3.271;3.296
1267.2;3.267;3.271;3.271;3.291
1267.7;3.267;3.271;3.271;3.301
1268.1;3.271;3.276;3.271;3.296
1268.5;3.267;3.267;3.276;3.296
1268.9;3.271;3.271;3.271;3.296
1269.3;3.267;3.267;3.262;3.291
1269.8;3.271;3.271;3.271;3.296
1270.2;3.271;3.271;3.271;3.296
1270.6;3.267;3.271;3.267;3.291
1271;3.257;3.267;3.262;3.281
1271.4;3.257;3.262;3.262;3.291
1271.9;3.271;3.271;3.267;3.291
1272.3;3.267;3.267;3.267;3.286
1272.7;3.267;3.271;3.267;3.296
1273.1;3.271;3.276;3.271;3.296
1273.5;3.267;3.271;3.276;3.301
1273.9;3.271;3.267;3.271;3.291
1274.4;3.271;3.271;3.271;3.296
1274.8;3.267;3.271;3.267;3.291
1275.2;3.267;3.271;3.267;3.296
1275.6;3.267;3.267;3.271;3.296
1276;3.262;3.257;3.267;3.291
1276.5;3.276;3.276;3.271;3.301
1276.9;3.267;3.271;3.271;3.296
1277.3;3.271;3.271;3.271;3.291
1277.7;3.267;3.267;3.271;3.296
1278.1;3.252;3.257;3.257;3.286
1278.6;3.271;3.267;3.271;3.296
1279;3.267;3.267;3.267;3.291
1279.4;3.271;3.271;3.271;3.296
1279.8;3.271;3.267;3.267;3.296
1280.2;3.271;3.267;3.271;3.296
1280.7;3.267;3.267;3.276;3.291
1281.1;3.267;3.271;3.271;3.301
1281.5;3.271;3.271;3.271;3.296
1281.9;3.267;3.276;3.271;3.296
1282.3;3.257;3.267;3.271;3.301
1282.8;3.267;3.267;3.267;3.291
1283.2;3.267;3.267;3.271;3.296
1283.6;3.267;3.271;3.267;3.296
1284;3.267;3.271;3.267;3.291
1284.4;3.271;3.271;3.271;3.296
1284.9;3.262;3.262;3.267;3.296
1285.3;3.267;3.271;3.271;3.296
1285.7;3.271;3.271;3.271;3.296
1286.1;3.267;3.271;3.271;3.296
1286.5;3.267;3.271;3.271;3.296
1287;3.271;3.276;3.271;3.296
1287.4;3.267;3.267;3.267;3.296
1287.8;3.271;3.271;3.271;3.291
1288.2;3.267;3.271;3.267;3.296
1288.6;3.252;3.257;3.267;3.291
1289;3.257;3.267;3.262;3.291
1289.5;3.271;3.271;3.271;3.296
1289.9;3.267;3.267;3.267;3.296
1290.3;3.271;3.257;3.262;3.286
1290.7;3.262;3.267;3.271;3.296
1291.1;3.271;3.276;3.267;3.296
1291.6;3.271;3.271;3.271;3.291
1292;3.267;3.271;3.267;3.296
1292.4;3.267;3.271;3.267;3.296
1292.8;3.276;3.271;3.271;3.296
1293.2;3.262;3.271;3.271;3.291
1293.7;3.267;3.267;3.267;3.291
1294.1;3.267;3.267;3.271;3.291
1294.5;3.271;3.271;3.271;3.301
1294.9;3.267;3.271;3.267;3.296
1295.3;3.267;3.271;3.271;3.291
1295.7;3.267;3.267;3.262;3.301
1296.2;3.267;3.271;3.276;3.291
1296.6;3.271;3.271;3.271;3.296
1297;3.271;3.271;3.271;3.296
1297.4;3.267;3.271;3.276;3.291
1297.8;3.267;3.271;3.267;3.291
1298.3;3.267;3.271;3.271;3.296
1298.7;3.267;3.271;3.271;3.291
1299.1;3.267;3.271;3.267;3.291
1299.5;3.271;3.271;3.271;3.296
1299.9;3.271;3.271;3.267;3.291
1300.4;3.267;3.271;3.271;3.291
1300.8;3.267;3.271;3.271;3.296
1301.2;3.271;3.276;3.271;3.296
1301.6;3.267;3.271;3.271;3.296
1302;3.257;3.262;3.262;3.291
1302.5;3.271;3.267;3.271;3.291
1302.9;3.271;3.271;3.271;3.291
1303.3;3.271;3.271;3.267;3.291
1303.7;3.271;3.271;3.276;3.291
1304.1;3.267;3.267;3.267;3.291
1304.6;3.262;3.267;3.267;3.296
1305;3.267;3.271;3.271;3.291
1305.4;3.267;3.267;3.271;3.291
1305.8;3.267;3.267;3.271;3.291
1306.2;3.276;3.271;3.267;3.296
1306.6;3.271;3.271;3.271;3.291
1307.1;3.267;3.271;3.271;3.296
1307.5;3.267;3.271;3.267;3.296
1307.9;3.267;3.267;3.267;3.296
1308.3;3.271;3.267;3.271;3.296
1308.7;3.276;3.267;3.271;3.296
1309.2;3.267;3.271;3.271;3.296
1309.6;3.271;3.267;3.271;3.296
1310;3.262;3.267;3.271;3.291
1310.4;3.262;3.267;3.262;3.291
1310.9;3.267;3.271;3.267;3.296
1311.3;3.267;3.267;3.267;3.291
1311.7;3.267;3.262;3.257;3.286
1312.1;3.267;3.267;3.267;3.291
1312.5;3.267;3.271;3.271;3.296
1312.9;3.262;3.267;3.267;3.291
1313.4;3.267;3.267;3.271;3.291
1313.8;3.267;3.271;3.271;3.291
1314.2;3.271;3.271;3.271;3.296
1314.6;3.267;3.267;3.271;3.291
1315;3.267;3.267;3.267;3.296
1315.5;3.262;3.262;3.262;3.281
1315.9;3.267;3.267;3.271;3.296
1316.3;3.267;3.271;3.271;3.296
1316.7;3.271;3.267;3.267;3.291
1317.1;3.267;3.267;3.267;3.296
1317.6;3.262;3.267;3.267;3.286
1318;3.257;3.257;3.257;3.291
1318.4;3.271;3.271;3.271;3.296
1318.8;3.271;3.267;3.271;3.296
1319.2;3.271;3.267;3.271;3.291
1319.7;3.267;3.267;3.262;3.281
1320.1;3.267;3.267;3.267;3.291
1320.5;3.262;3.267;3.262;3.296
1320.9;3.267;3.267;3.267;3.286
1321.3;3.267;3.267;3.267;3.296
1321.7;3.271;3.271;3.267;3.291
1322.2;3.267;3.267;3.267;3.291
1322.6;3.262;3.271;3.271;3.291
1323;3.267;3.271;3.276;3.296
1323.4;3.267;3.267;3.271;3.291
1323.9;3.267;3.267;3.267;3.291
1324.3;3.267;3.271;3.267;3.291
1324.7;3.262;3.262;3.267;3.296
1325.1;3.267;3.267;3.271;3.296
1325.5;3.267;3.271;3.271;3.296
1325.9;3.267;3.267;3.271;3.296
1326.4;3.267;3.271;3.271;3.296
1326.8;3.267;3.267;3.267;3.296
1327.2;3.267;3.267;3.271;3.291
1327.6;3.267;3.262;3.271;3.291
1328;3.271;3.271;3.267;3.296
1328.5;3.267;3.276;3.271;3.296
1328.9;3.267;3.271;3.267;3.291
1329.3;3.267;3.276;3.271;3.296
1329.7;3.267;3.267;3.267;3.301
1330.1;3.267;3.267;3.267;3.291
1330.6;3.267;3.271;3.271;3.291
1331;3.267;3.271;3.271;3.296
1331.4;3.267;3.267;3.271;3.291
1331.8;3.267;3.267;3.271;3.291
1332.2;3.271;3.271;3.271;3.296
1332.7;3.267;3.271;3.267;3.296
1333.1;3.262;3.271;3.267;3.296
1333.5;3.267;3.267;3.271;3.291
1333.9;3.276;3.267;3.267;3.291
1334.3;3.271;3.267;3.271;3.296
1334.7;3.267;3.267;3.271;3.296
1335.2;3.262;3.267;3.267;3.296
1335.6;3.267;3.271;3.271;3.296
1336;3.262;3.267;3.267;3.296
1336.4;3.267;3.267;3.267;3.286
1336.8;3.267;3.267;3.262;3.286
1337.3;3.271;3.271;3.267;3.291
1337.7;3.257;3.267;3.267;3.296
1338.1;3.262;3.267;3.262;3.291
1338.5;3.267;3.267;3.271;3.296
1338.9;3.262;3.267;3.271;3.286
1339.4;3.262;3.271;3.267;3.296
1339.8;3.267;3.271;3.271;3.291
1340.2;3.267;3.271;3.271;3.291
1340.6;3.271;3.267;3.267;3.291
1341;3.271;3.271;3.271;3.296
1341.5;3.252;3.257;3.257;3.281
1341.9;3.267;3.271;3.267;3.291
1342.3;3.267;3.262;3.267;3.291
1342.7;3.267;3.267;3.267;3.291
1343.1;3.267;3.267;3.267;3.291
1343.6;3.267;3.267;3.271;3.291
1344;3.257;3.257;3.262;3.291
1344.4;3.267;3.271;3.267;3.296
1344.8;3.267;3.271;3.271;3.296
1345.2;3.262;3.267;3.271;3.286
1345.6;3.267;3.271;3.276;3.296
1346.1;3.262;3.267;3.271;3.291
1346.5;3.271;3.267;3.271;3.291
1346.9;3.267;3.271;3.267;3.296
1347.3;3.267;3.271;3.271;3.291
1347.7;3.262;3.267;3.271;3.296
1348.2;3.271;3.267;3.267;3.291
1348.6;3.271;3.271;3.267;3.296
1349;3.271;3.267;3.267;3.291
1349.4;3.257;3.257;3.257;3.281
1349.8;3.267;3.267;3.267;3.296
1350.3;3.276;3.271;3.271;3.296
1350.7;3.262;3.271;3.271;3.286
1351.1;3.271;3.267;3.271;3.286
1351.5;3.262;3.267;3.267;3.286
1351.9;3.267;3.276;3.271;3.291
1352.4;3.276;3.267;3.271;3.296
1352.8;3.267;3.267;3.267;3.296
1353.2;3.271;3.267;3.267;3.291
1353.6;3.267;3.271;3.267;3.291
1354;3.267;3.267;3.267;3.296
1354.5;3.262;3.267;3.267;3.291
1354.9;3.262;3.267;3.267;3.286
1355.3;3.267;3.267;3.267;3.296
1355.7;3.257;3.271;3.267;3.291
1356.1;3.262;3.262;3.262;3.286
1356.6;3.267;3.267;3.267;3.291
1357;3.267;3.267;3.267;3.291
1357.4;3.257;3.262;3.262;3.281
1357.8;3.267;3.267;3.267;3.291
1358.2;3.267;3.267;3.267;3.296
1358.6;3.267;3.267;3.271;3.296
1359.1;3.262;3.271;3.267;3.296
1359.5;3.267;3.267;3.267;3.296
1359.9;3.262;3.267;3.271;3.296
1360.3;3.267;3.267;3.271;3.291
1360.8;3.267;3.267;3.267;3.286
1361.2;3.267;3.271;3.271;3.296
1361.6;3.267;3.267;3.267;3.291
1362;3.271;3.267;3.267;3.296
1362.4;3.267;3.271;3.267;3.296
1362.8;3.262;3.262;3.257;3.286
1363.3;3.262;3.267;3.262;3.291
1363.7;3.267;3.271;3.262;3.296
1364.1;3.271;3.267;3.267;3.291
1364.5;3.267;3.267;3.271;3.286
1364.9;3.271;3.271;3.267;3.291
1365.4;3.267;3.267;3.267;3.291
1365.8;3.267;3.267;3.267;3.296
1366.2;3.267;3.267;3.271;3.296
1366.6;3.267;3.267;3.271;3.296
1367;3.262;3.267;3.262;3.286
1367.5;3.267;3.271;3.262;3.286
1367.9;3.271;3.267;3.267;3.291
1368.3;3.267;3.267;3.271;3.291
1368.7;3.267;3.271;3.267;3.286
1369.1;3.262;3.271;3.267;3.291
1369.5;3.262;3.267;3.267;3.296
1370;3.267;3.267;3.271;3.291
1370.4;3.267;3.267;3.267;3.291
1370.8;3.271;3.267;3.267;3.291
1371.2;3.262;3.267;3.271;3.291
1371.6;3.271;3.271;3.267;3.296
1372.1;3.262;3.267;3.267;3.286
1372.5;3.267;3.267;3.271;3.291
1372.9;3.271;3.267;3.267;3.291
1373.3;3.271;3.271;3.267;3.291
1373.7;3.267;3.271;3.267;3.296
1374.2;3.262;3.267;3.267;3.291
1374.6;3.271;3.271;3.267;3.291
1375;3.267;3.267;3.267;3.291
1375.4;3.267;3.267;3.267;3.296
1375.8;3.267;3.267;3.267;3.291
1376.3;3.267;3.262;3.267;3.291
1376.7;3.267;3.271;3.267;3.291
1377.1;3.271;3.271;3.267;3.291
1377.5;3.267;3.267;3.271;3.291
1377.9;3.267;3.267;3.267;3.291
1378.4;3.271;3.267;3.267;3.291
1378.8;3.262;3.267;3.262;3.286
1379.2;3.267;3.267;3.267;3.291
1379.6;3.271;3.267;3.267;3.291
1380;3.271;3.267;3.271;3.291
1380.5;3.262;3.267;3.271;3.291
1380.9;3.262;3.267;3.267;3.296
1381.3;3.262;3.271;3.267;3.291
1381.7;3.262;3.271;3.267;3.291
1382.1;3.267;3.271;3.271;3.291
1382.6;3.262;3.267;3.262;3.291
1383;3.267;3.267;3.271;3.291
1383.4;3.262;3.267;3.267;3.291
1383.8;3.271;3.271;3.267;3.291
1384.2;3.267;3.267;3.267;3.291
1384.6;3.267;3.267;3.267;3.291
1385.1;3.262;3.267;3.262;3.286
1385.5;3.271;3.267;3.267;3.291
1385.9;3.257;3.267;3.262;3.291
1386.3;3.262;3.271;3.267;3.291
1386.7;3.267;3.267;3.267;3.291
1387.2;3.267;3.267;3.267;3.291
1387.6;3.267;3.267;3.271;3.291
1388;3.267;3.262;3.267;3.296
1388.4;3.267;3.267;3.267;3.291
1388.8;3.267;3.267;3.271;3.291
1389.3;3.262;3.267;3.262;3.291
1389.7;3.267;3.267;3.271;3.291
1390.1;3.267;3.271;3.267;3.291
1390.5;3.262;3.267;3.267;3.296
1390.9;3.267;3.267;3.267;3.291
1391.4;3.252;3.257;3.262;3.281
1391.8;3.267;3.267;3.267;3.291
1392.2;3.267;3.267;3.271;3.291
1392.6;3.262;3.267;3.267;3.291
1393;3.262;3.267;3.271;3.291
1393.4;3.271;3.262;3.267;3.291
1393.9;3.267;3.267;3.271;3.291
1394.3;3.267;3.267;3.267;3.291
1394.7;3.262;3.267;3.267;3.291
1395.1;3.262;3.271;3.262;3.296
1395.5;3.267;3.267;3.267;3.291
1396;3.252;3.257;3.262;3.291
1396.4;3.271;3.271;3.271;3.291
1396.8;3.267;3.267;3.267;3.291
1397.2;3.267;3.267;3.267;3.291
1397.6;3.267;3.271;3.271;3.291
1398.1;3.267;3.267;3.267;3.291
1398.5;3.262;3.271;3.262;3.291
1398.9;3.267;3.267;3.267;3.291
1399.3;3.262;3.267;3.267;3.291
1399.7;3.267;3.267;3.267;3.291
1400.2;3.262;3.267;3.267;3.291
1400.6;3.267;3.267;3.267;3.291
1401;3.262;3.267;3.267;3.286
1401.4;3.271;3.267;3.271;3.291
1401.8;3.262;3.267;3.267;3.291
1402.3;3.262;3.262;3.262;3.286
1402.7;3.276;3.267;3.267;3.286
1403.1;3.276;3.271;3.267;3.291
1403.5;3.267;3.271;3.271;3.291
1403.9;3.262;3.262;3.267;3.291
1404.3;3.267;3.271;3.267;3.296
1404.8;3.262;3.267;3.267;3.291
1405.2;3.267;3.267;3.267;3.291
1405.6;3.271;3.267;3.267;3.291
1406;3.267;3.267;3.271;3.291
1406.4;3.267;3.267;3.267;3.296
1406.9;3.267;3.267;3.267;3.296
1407.3;3.267;3.267;3.271;3.286
1407.7;3.257;3.262;3.267;3.291
1408.1;3.262;3.271;3.267;3.291
1408.5;3.262;3.267;3.267;3.291
1409;3.271;3.267;3.267;3.291
1409.4;3.262;3.271;3.267;3.291
1409.8;3.262;3.267;3.267;3.291
1410.2;3.262;3.267;3.267;3.296
1410.6;3.267;3.262;3.262;3.291
1411.1;3.262;3.267;3.267;3.291
1411.5;3.262;3.262;3.262;3.286
1411.9;3.262;3.267;3.267;3.291
1412.3;3.262;3.262;3.267;3.291
1412.7;3.267;3.267;3.271;3.291
1413.2;3.271;3.267;3.271;3.301
1413.6;3.262;3.271;3.267;3.286
1414;3.267;3.267;3.271;3.296
1414.4;3.262;3.262;3.271;3.291
1414.8;3.267;3.267;3.267;3.291
1415.3;3.262;3.267;3.267;3.291
1415.7;3.262;3.262;3.262;3.286
1416.1;3.252;3.262;3.257;3.281
1416.5;3.262;3.271;3.271;3.286
1416.9;3.262;3.271;3.267;3.286
1417.4;3.267;3.267;3.267;3.291
1417.8;3.271;3.267;3.267;3.291
1418.2;3.267;3.267;3.267;3.291
1418.6;3.267;3.267;3.267;3.291
1419;3.267;3.267;3.267;3.291
1419.4;3.262;3.267;3.267;3.291
1419.9;3.257;3.252;3.262;3.281
1420.3;3.262;3.267;3.267;3.291
1420.7;3.252;3.257;3.257;3.281
1421.1;3.262;3.267;3.267;3.291
1421.5;3.262;3.267;3.267;3.291
1422;3.267;3.271;3.267;3.291
1422.4;3.267;3.267;3.262;3.291
1422.8;3.267;3.267;3.267;3.291
1423.2;3.262;3.267;3.267;3.291
1423.6;3.267;3.267;3.271;3.291
1424.1;3.267;3.267;3.271;3.286
1424.5;3.271;3.262;3.262;3.286
1424.9;3.267;3.267;3.271;3.296
1425.3;3.267;3.267;3.267;3.291
1425.7;3.267;3.267;3.267;3.291
1426.2;3.267;3.271;3.267;3.291
1426.6;3.267;3.267;3.267;3.291
1427;3.262;3.262;3.262;3.281
1427.4;3.262;3.267;3.267;3.291
1427.8;3.267;3.267;3.267;3.291
1428.3;3.262;3.267;3.267;3.281
1428.7;3.267;3.267;3.262;3.286
1429.1;3.262;3.262;3.267;3.286
1429.5;3.262;3.271;3.267;3.291
1429.9;3.267;3.267;3.267;3.291
1430.4;3.271;3.271;3.267;3.291
1430.8;3.262;3.262;3.267;3.296
1431.2;3.262;3.267;3.267;3.291
1431.6;3.262;3.262;3.271;3.296
1432;3.262;3.267;3.267;3.296
1432.4;3.267;3.262;3.267;3.291
1432.9;3.267;3.267;3.267;3.291
1433.3;3.267;3.267;3.271;3.296
1433.7;3.262;3.267;3.267;3.286
1434.1;3.262;3.267;3.267;3.286
1434.5;3.262;3.262;3.267;3.286
1435;3.267;3.267;3.267;3.291
1435.4;3.267;3.267;3.267;3.291
1435.8;3.267;3.267;3.267;3.291
1436.2;3.267;3.267;3.267;3.291
1436.6;3.267;3.267;3.267;3.291
1437.1;3.267;3.267;3.267;3.291
1437.5;3.262;3.271;3.267;3.291
1437.9;3.262;3.267;3.267;3.291
1438.3;3.267;3.267;3.276;3.286
1438.7;3.267;3.267;3.267;3.291
1439.2;3.257;3.267;3.267;3.291
1439.6;3.257;3.267;3.262;3.291
1440;3.271;3.267;3.262;3.286
1440.4;3.257;3.267;3.262;3.291
1440.8;3.267;3.271;3.267;3.301
1441.2;3.262;3.267;3.271;3.291
1441.7;3.262;3.267;3.267;3.286
1442.1;3.271;3.267;3.267;3.291
1442.5;3.257;3.267;3.267;3.291
1442.9;3.262;3.267;3.267;3.291
1443.3;3.257;3.252;3.257;3.281
1443.8;3.267;3.262;3.267;3.291
1444.2;3.252;3.267;3.267;3.291
1444.6;3.262;3.262;3.262;3.291
1445;3.267;3.267;3.267;3.291
1445.4;3.262;3.271;3.267;3.286
1445.9;3.252;3.257;3.257;3.286
1446.3;3.267;3.267;3.262;3.291
1446.7;3.262;3.267;3.267;3.286
1447.1;3.262;3.262;3.267;3.291
1447.5;3.262;3.262;3.267;3.291
1448;3.262;3.267;3.267;3.291
1448.4;3.267;3.267;3.267;3.296
1448.8;3.267;3.267;3.267;3.286
1449.2;3.262;3.262;3.267;3.291
1449.6;3.262;3.267;3.267;3.291
1450.1;3.262;3.257;3.257;3.286
1450.5;3.262;3.267;3.267;3.291
1450.9;3.262;3.267;3.267;3.286
1451.3;3.267;3.262;3.267;3.296
1451.7;3.267;3.267;3.262;3.291
1452.2;3.267;3.267;3.267;3.286
1452.6;3.257;3.257;3.257;3.286
1453;3.262;3.267;3.267;3.291
1453.4;3.267;3.267;3.267;3.286
1453.8;3.262;3.267;3.267;3.286
1454.3;3.262;3.267;3.267;3.286
1454.7;3.257;3.262;3.262;3.281
1455.1;3.252;3.252;3.257;3.281
1455.5;3.267;3.267;3.262;3.296
1455.9;3.262;3.267;3.271;3.291
1456.3;3.267;3.267;3.267;3.291
1456.8;3.262;3.267;3.267;3.286
1457.2;3.257;3.262;3.267;3.291
1457.6;3.267;3.267;3.262;3.286
1458;3.267;3.267;3.267;3.291
1458.4;3.262;3.271;3.267;3.291
1458.9;3.267;3.267;3.267;3.291
1459.3;3.262;3.267;3.267;3.291
1459.7;3.267;3.267;3.267;3.291
1460.1;3.262;3.267;3.267;3.291
1460.5;3.257;3.267;3.267;3.291
1461;3.262;3.267;3.262;3.286
1461.4;3.267;3.262;3.267;3.291
1461.8;3.257;3.267;3.267;3.286
1462.2;3.262;3.267;3.267;3.286
1462.6;3.262;3.267;3.267;3.291
1463.1;3.267;3.267;3.262;3.286
1463.5;3.271;3.267;3.262;3.281
1463.9;3.257;3.267;3.267;3.286
1464.3;3.257;3.267;3.267;3.291
1464.7;3.267;3.267;3.267;3.291
1465.1;3.262;3.267;3.262;3.286
1465.6;3.262;3.267;3.267;3.286
1466;3.267;3.271;3.267;3.291
1466.4;3.262;3.267;3.267;3.291
1466.8;3.262;3.262;3.267;3.291
1467.2;3.267;3.267;3.267;3.291
1467.7;3.267;3.262;3.267;3.286
1468.1;3.267;3.267;3.262;3.291
1468.5;3.262;3.267;3.267;3.291
1468.9;3.262;3.267;3.267;3.291
1469.3;3.267;3.267;3.267;3.291
1469.8;3.267;3.267;3.267;3.291
1470.2;3.267;3.267;3.267;3.291
1470.6;3.262;3.267;3.271;3.286
1471;3.262;3.267;3.262;3.286
1471.4;3.257;3.267;3.262;3.281
1471.9;3.271;3.262;3.267;3.286
1472.3;3.267;3.271;3.267;3.286
1472.7;3.267;3.267;3.267;3.291
1473.1;3.267;3.267;3.262;3.286
1473.5;3.257;3.267;3.267;3.291
1474;3.257;3.267;3.267;3.291
1474.4;3.262;3.262;3.267;3.286
1474.8;3.267;3.262;3.267;3.286
1475.2;3.262;3.267;3.262;3.291
1475.6;3.262;3.262;3.267;3.291
1476.1;3.262;3.262;3.262;3.286
1476.5;3.262;3.267;3.267;3.291
1476.9;3.262;3.267;3.262;3.291
1477.3;3.262;3.267;3.267;3.286
1477.7;3.262;3.267;3.267;3.291
1478.1;3.262;3.267;3.267;3.291
1478.6;3.262;3.262;3.262;3.291
1479;3.267;3.262;3.267;3.291
1479.4;3.262;3.262;3.267;3.291
1479.8;3.267;3.262;3.267;3.291
1480.2;3.262;3.267;3.267;3.291
1480.7;3.267;3.262;3.267;3.291
1481.1;3.262;3.267;3.262;3.291
1481.5;3.257;3.257;3.262;3.291
1481.9;3.252;3.257;3.257;3.281
1482.3;3.252;3.257;3.262;3.286
1482.8;3.267;3.267;3.267;3.291
1483.2;3.262;3.267;3.267;3.286
1483.6;3.267;3.267;3.262;3.291
1484;3.257;3.267;3.267;3.291
1484.4;3.262;3.257;3.257;3.276
1484.9;3.262;3.267;3.262;3.286
1485.3;3.262;3.262;3.262;3.286
1485.7;3.267;3.267;3.262;3.291
1486.1;3.262;3.267;3.267;3.291
1486.5;3.262;3.262;3.262;3.291
1487;3.257;3.267;3.267;3.291
1487.4;3.257;3.252;3.257;3.286
1487.8;3.267;3.267;3.267;3.281
1488.2;3.267;3.262;3.262;3.286
1488.6;3.267;3.262;3.262;3.286
1489;3.262;3.267;3.262;3.291
1489.5;3.262;3.267;3.267;3.291
1489.9;3.262;3.262;3.262;3.286
1490.3;3.267;3.257;3.262;3.291
1490.7;3.262;3.262;3.257;3.286
1491.1;3.262;3.267;3.267;3.286
1491.6;3.257;3.262;3.267;3.286
1492;3.262;3.267;3.267;3.291
1492.4;3.267;3.267;3.267;3.281
