Time [s];Cell_1 Volatge [V];Cell_2 Volatge [V];Cell_3 Volatge [V];Cell_4 Volatge [V]
5240.7;3.115;3.149;3.154;3.154
5241.1;3.12;3.145;3.149;3.154
5241.5;3.115;3.149;3.154;3.154
5241.9;3.115;3.149;3.154;3.149
5242.4;3.125;3.145;3.149;3.149
5242.8;3.12;3.149;3.154;3.159
5243.2;3.11;3.149;3.154;3.154
5243.6;3.115;3.149;3.149;3.154
5244;3.11;3.14;3.145;3.145
5244.4;3.11;3.149;3.154;3.159
5244.9;3.115;3.145;3.149;3.154
5245.3;3.12;3.145;3.149;3.154
5245.7;3.12;3.149;3.154;3.154
5246.1;3.115;3.149;3.154;3.154
5246.5;3.115;3.149;3.149;3.154
5246.9;3.12;3.149;3.154;3.149
5247.4;3.115;3.145;3.149;3.149
5247.8;3.12;3.149;3.149;3.149
5248.2;3.115;3.145;3.149;3.149
5248.6;3.12;3.145;3.149;3.149
5249;3.125;3.149;3.154;3.154
5249.5;3.115;3.149;3.154;3.154
5249.9;3.115;3.145;3.149;3.159
5250.3;3.12;3.149;3.149;3.149
5250.7;3.12;3.145;3.149;3.154
5251.2;3.115;3.149;3.149;3.149
5251.6;3.11;3.145;3.149;3.149
5252;3.12;3.145;3.149;3.149
5252.4;3.12;3.149;3.149;3.149
5252.8;3.105;3.135;3.149;3.145
5253.2;3.12;3.145;3.149;3.149
5253.7;3.11;3.145;3.149;3.154
5254.1;3.12;3.145;3.149;3.154
5254.5;3.115;3.145;3.154;3.154
5254.9;3.12;3.14;3.149;3.149
5255.3;3.115;3.149;3.149;3.149
5255.8;3.115;3.145;3.149;3.154
5256.2;3.115;3.145;3.149;3.159
5256.6;3.115;3.145;3.149;3.149
5257;3.12;3.14;3.154;3.154
5257.4;3.12;3.145;3.149;3.154
5257.9;3.115;3.149;3.149;3.149
5258.3;3.115;3.145;3.149;3.149
5258.7;3.115;3.149;3.149;3.145
5259.1;3.12;3.145;3.149;3.149
5259.5;3.115;3.149;3.149;3.149
5259.9;3.11;3.14;3.149;3.149
5260.4;3.12;3.14;3.145;3.154
5260.8;3.115;3.145;3.149;3.149
5261.2;3.115;3.145;3.154;3.149
5261.6;3.115;3.145;3.154;3.149
5262.1;3.105;3.14;3.149;3.149
5262.5;3.115;3.145;3.149;3.149
5262.9;3.11;3.14;3.145;3.149
5263.3;3.115;3.145;3.154;3.149
5263.7;3.115;3.149;3.149;3.154
5264.1;3.115;3.14;3.154;3.149
5264.6;3.115;3.149;3.149;3.149
5265;3.11;3.145;3.149;3.149
5265.4;3.11;3.145;3.149;3.149
5265.8;3.115;3.145;3.149;3.149
5266.2;3.115;3.145;3.145;3.154
5266.7;3.115;3.145;3.149;3.149
5267.1;3.115;3.145;3.149;3.149
5267.5;3.11;3.145;3.149;3.149
5267.9;3.115;3.145;3.145;3.154
5268.3;3.11;3.145;3.149;3.149
5268.7;3.115;3.145;3.149;3.149
5269.2;3.115;3.145;3.149;3.149
5269.6;3.115;3.145;3.149;3.149
5270;3.115;3.145;3.149;3.149
5270.4;3.12;3.149;3.149;3.149
5270.8;3.115;3.145;3.154;3.154
5271.3;3.11;3.145;3.149;3.149
5271.7;3.11;3.145;3.149;3.149
5272.1;3.11;3.145;3.149;3.149
5272.5;3.11;3.149;3.149;3.149
5272.9;3.115;3.145;3.149;3.149
5273.4;3.11;3.149;3.154;3.149
5273.8;3.115;3.145;3.154;3.145
5274.2;3.105;3.145;3.149;3.149
5274.6;3.11;3.145;3.149;3.149
5275;3.11;3.145;3.149;3.154
5275.5;3.11;3.145;3.149;3.149
5275.9;3.115;3.145;3.154;3.149
5276.3;3.115;3.145;3.149;3.149
5276.7;3.115;3.145;3.145;3.145
5277.1;3.115;3.145;3.145;3.149
5277.6;3.11;3.145;3.149;3.149
5278;3.11;3.145;3.145;3.149
5278.4;3.11;3.14;3.149;3.149
5278.8;3.11;3.149;3.154;3.149
5279.2;3.12;3.145;3.149;3.145
5279.7;3.11;3.145;3.149;3.149
5280.1;3.11;3.145;3.149;3.149
5280.5;3.11;3.145;3.154;3.145
5280.9;3.11;3.145;3.149;3.149
5281.3;3.11;3.145;3.149;3.145
5281.7;3.105;3.145;3.149;3.149
5282.2;3.11;3.145;3.149;3.145
5282.6;3.115;3.149;3.149;3.149
5283;3.11;3.145;3.149;3.149
5283.4;3.11;3.145;3.149;3.149
5283.8;3.115;3.149;3.154;3.149
5284.3;3.115;3.145;3.149;3.149
5284.7;3.105;3.145;3.145;3.149
5285.1;3.11;3.145;3.149;3.145
5285.5;3.11;3.14;3.149;3.149
5286;3.11;3.145;3.149;3.145
5286.4;3.11;3.145;3.149;3.149
5286.8;3.11;3.145;3.149;3.149
5287.2;3.11;3.14;3.149;3.149
5287.6;3.105;3.14;3.145;3.14
5288;3.115;3.145;3.149;3.145
5288.5;3.11;3.145;3.149;3.145
5288.9;3.11;3.145;3.145;3.149
5289.3;3.11;3.145;3.149;3.145
5289.7;3.115;3.145;3.145;3.149
5290.1;3.115;3.145;3.149;3.145
5290.6;3.11;3.145;3.149;3.145
5291;3.115;3.135;3.149;3.149
5291.4;3.11;3.145;3.149;3.149
5291.8;3.105;3.145;3.145;3.149
5292.2;3.105;3.14;3.145;3.149
5292.6;3.11;3.14;3.145;3.14
5293.1;3.11;3.14;3.154;3.145
5293.5;3.105;3.14;3.149;3.145
5293.9;3.105;3.135;3.14;3.145
5294.3;3.11;3.14;3.145;3.145
5294.7;3.11;3.145;3.149;3.149
5295.2;3.105;3.14;3.149;3.149
5295.6;3.11;3.145;3.149;3.149
5296;3.11;3.14;3.149;3.145
5296.4;3.11;3.14;3.149;3.145
5296.9;3.11;3.145;3.149;3.145
5297.3;3.11;3.145;3.149;3.145
5297.7;3.11;3.14;3.149;3.149
5298.1;3.101;3.135;3.14;3.14
5298.5;3.11;3.14;3.145;3.145
5298.9;3.11;3.14;3.145;3.14
5299.4;3.11;3.145;3.149;3.149
5299.8;3.105;3.14;3.145;3.149
5300.2;3.101;3.14;3.145;3.14
5300.6;3.105;3.145;3.145;3.149
5301;3.105;3.145;3.145;3.145
5301.5;3.11;3.14;3.149;3.149
5301.9;3.105;3.14;3.149;3.145
5302.3;3.11;3.145;3.149;3.145
5302.7;3.115;3.145;3.149;3.145
5303.1;3.105;3.145;3.149;3.145
5303.6;3.105;3.14;3.145;3.149
5304;3.101;3.14;3.149;3.145
5304.4;3.11;3.145;3.145;3.145
5304.8;3.105;3.14;3.149;3.149
5305.2;3.105;3.135;3.145;3.145
5305.7;3.105;3.14;3.149;3.145
5306.1;3.11;3.145;3.149;3.145
5306.5;3.11;3.14;3.145;3.145
5306.9;3.11;3.145;3.145;3.145
5307.3;3.105;3.14;3.149;3.145
5307.8;3.115;3.145;3.145;3.145
5308.2;3.11;3.145;3.14;3.145
5308.6;3.115;3.14;3.149;3.145
5309;3.11;3.145;3.149;3.149
5309.4;3.11;3.14;3.145;3.145
5309.9;3.105;3.14;3.145;3.145
5310.3;3.105;3.14;3.14;3.145
5310.7;3.105;3.135;3.145;3.145
5311.1;3.096;3.145;3.145;3.145
5311.5;3.11;3.14;3.145;3.145
5311.9;3.11;3.14;3.145;3.145
5312.4;3.101;3.145;3.145;3.14
5312.8;3.105;3.14;3.149;3.145
5313.2;3.105;3.14;3.145;3.145
5313.6;3.11;3.14;3.145;3.145
5314;3.105;3.14;3.145;3.145
5314.5;3.101;3.135;3.14;3.14
5314.9;3.11;3.14;3.149;3.14
5315.3;3.101;3.145;3.145;3.14
5315.7;3.105;3.135;3.145;3.145
5316.1;3.105;3.14;3.145;3.145
5316.6;3.101;3.135;3.14;3.145
5317;3.105;3.14;3.145;3.145
5317.4;3.105;3.14;3.145;3.14
5317.8;3.096;3.13;3.135;3.135
5318.2;3.105;3.145;3.149;3.14
5318.6;3.096;3.14;3.145;3.145
5319.1;3.105;3.14;3.145;3.145
5319.5;3.11;3.135;3.14;3.145
5319.9;3.11;3.14;3.145;3.14
5320.3;3.105;3.14;3.149;3.149
5320.8;3.105;3.145;3.145;3.145
5321.2;3.11;3.14;3.149;3.145
5321.6;3.11;3.14;3.149;3.145
5322;3.105;3.14;3.14;3.145
5322.4;3.105;3.14;3.145;3.14
5322.8;3.101;3.145;3.145;3.145
5323.3;3.105;3.14;3.145;3.14
5323.7;3.105;3.14;3.149;3.14
5324.1;3.105;3.14;3.145;3.145
5324.5;3.11;3.14;3.145;3.145
5324.9;3.11;3.14;3.145;3.14
5325.4;3.101;3.14;3.145;3.145
5325.8;3.105;3.135;3.145;3.14
5326.2;3.101;3.145;3.145;3.14
5326.6;3.105;3.14;3.149;3.145
5327;3.105;3.14;3.145;3.145
5327.5;3.105;3.145;3.145;3.135
5327.9;3.091;3.125;3.135;3.13
5328.3;3.105;3.14;3.145;3.145
5328.7;3.101;3.14;3.145;3.145
5329.1;3.105;3.14;3.145;3.145
5329.6;3.101;3.14;3.149;3.14
5330;3.11;3.14;3.145;3.14
5330.4;3.101;3.14;3.145;3.145
5330.8;3.105;3.14;3.149;3.149
5331.2;3.105;3.14;3.145;3.145
5331.6;3.105;3.14;3.14;3.14
5332.1;3.105;3.14;3.145;3.145
5332.5;3.101;3.14;3.145;3.14
5332.9;3.105;3.14;3.145;3.145
5333.3;3.096;3.135;3.135;3.14
5333.8;3.101;3.14;3.145;3.145
5334.2;3.105;3.14;3.149;3.145
5334.6;3.101;3.135;3.145;3.14
5335;3.105;3.14;3.145;3.14
5335.4;3.096;3.14;3.14;3.145
5335.8;3.105;3.14;3.145;3.14
5336.3;3.105;3.14;3.145;3.14
5336.7;3.096;3.13;3.145;3.14
5337.1;3.096;3.135;3.145;3.14
5337.5;3.101;3.145;3.14;3.145
5337.9;3.101;3.14;3.145;3.14
5338.4;3.11;3.14;3.145;3.14
5338.8;3.105;3.145;3.145;3.145
5339.2;3.11;3.135;3.145;3.145
5339.6;3.101;3.14;3.145;3.145
5340;3.096;3.14;3.145;3.135
5340.5;3.105;3.14;3.14;3.14
5340.9;3.105;3.14;3.14;3.14
5341.3;3.105;3.135;3.145;3.14
5341.7;3.101;3.135;3.145;3.14
5342.1;3.101;3.135;3.14;3.135
5342.6;3.101;3.135;3.145;3.145
5343;3.105;3.14;3.149;3.14
5343.4;3.101;3.14;3.14;3.14
5343.8;3.096;3.135;3.149;3.135
5344.2;3.101;3.135;3.14;3.145
5344.6;3.101;3.135;3.14;3.135
5345.1;3.096;3.135;3.145;3.135
5345.5;3.101;3.145;3.145;3.14
5345.9;3.096;3.135;3.145;3.135
5346.3;3.101;3.14;3.145;3.13
5346.7;3.096;3.14;3.145;3.14
5347.2;3.091;3.135;3.14;3.135
5347.6;3.105;3.14;3.145;3.14
5348;3.091;3.135;3.13;3.13
5348.4;3.105;3.135;3.145;3.14
5348.8;3.101;3.14;3.14;3.14
5349.3;3.101;3.14;3.145;3.14
5349.7;3.101;3.135;3.135;3.14
5350.1;3.101;3.135;3.145;3.14
5350.5;3.101;3.14;3.145;3.135
5350.9;3.101;3.14;3.145;3.135
5351.4;3.101;3.135;3.135;3.13
5351.8;3.101;3.14;3.14;3.135
5352.2;3.101;3.135;3.135;3.14
5352.6;3.096;3.145;3.145;3.14
5353;3.101;3.14;3.145;3.135
5353.5;3.105;3.14;3.145;3.14
5353.9;3.101;3.145;3.145;3.13
5354.3;3.101;3.135;3.145;3.14
5354.7;3.101;3.14;3.14;3.135
5355.1;3.101;3.135;3.145;3.135
5355.5;3.091;3.14;3.14;3.135
5356;3.101;3.135;3.14;3.135
5356.4;3.105;3.14;3.145;3.14
5356.8;3.096;3.14;3.145;3.14
5357.2;3.096;3.14;3.14;3.14
5357.6;3.101;3.135;3.14;3.14
5358.1;3.101;3.14;3.145;3.135
5358.5;3.096;3.125;3.13;3.125
5358.9;3.101;3.135;3.145;3.14
5359.3;3.101;3.135;3.14;3.13
5359.7;3.086;3.13;3.135;3.135
5360.2;3.101;3.135;3.149;3.135
5360.6;3.096;3.135;3.14;3.135
5361;3.096;3.14;3.145;3.135
5361.4;3.096;3.135;3.14;3.14
5361.8;3.101;3.14;3.14;3.14
5362.3;3.101;3.14;3.14;3.14
5362.7;3.096;3.135;3.14;3.13
5363.1;3.101;3.135;3.145;3.135
5363.5;3.105;3.14;3.14;3.135
5363.9;3.096;3.14;3.145;3.14
5364.4;3.096;3.14;3.145;3.14
5364.8;3.101;3.14;3.14;3.135
5365.2;3.091;3.125;3.13;3.13
5365.6;3.101;3.135;3.14;3.14
5366;3.101;3.135;3.14;3.135
5366.5;3.091;3.135;3.14;3.135
5366.9;3.101;3.135;3.14;3.135
5367.3;3.101;3.135;3.14;3.135
5367.7;3.101;3.13;3.14;3.135
5368.1;3.096;3.14;3.14;3.13
5368.5;3.091;3.14;3.135;3.14
5369;3.105;3.135;3.145;3.135
5369.4;3.096;3.14;3.14;3.14
5369.8;3.091;3.13;3.135;3.13
5370.2;3.096;3.14;3.14;3.14
5370.6;3.101;3.13;3.14;3.14
5371.1;3.096;3.135;3.145;3.14
5371.5;3.096;3.14;3.145;3.135
5371.9;3.096;3.14;3.14;3.14
5372.3;3.096;3.13;3.14;3.135
5372.7;3.096;3.135;3.145;3.135
5373.2;3.101;3.135;3.145;3.135
5373.6;3.096;3.135;3.14;3.13
5374;3.096;3.135;3.14;3.13
5374.4;3.101;3.135;3.14;3.135
5374.8;3.096;3.14;3.14;3.14
5375.3;3.096;3.135;3.14;3.13
5375.7;3.096;3.135;3.145;3.14
5376.1;3.096;3.14;3.14;3.135
5376.5;3.091;3.14;3.14;3.135
5376.9;3.091;3.135;3.135;3.135
5377.4;3.101;3.135;3.14;3.13
5377.8;3.086;3.125;3.13;3.12
5378.2;3.096;3.135;3.135;3.135
5378.6;3.096;3.14;3.145;3.14
5379;3.096;3.135;3.145;3.135
5379.4;3.096;3.135;3.14;3.135
5379.9;3.096;3.135;3.14;3.135
5380.3;3.101;3.14;3.14;3.135
5380.7;3.091;3.135;3.135;3.135
5381.1;3.096;3.125;3.13;3.125
5381.5;3.096;3.135;3.14;3.135
5382;3.096;3.135;3.135;3.13
5382.4;3.091;3.13;3.125;3.125
5382.8;3.096;3.135;3.135;3.13
5383.2;3.096;3.135;3.135;3.135
5383.6;3.096;3.14;3.14;3.135
5384.1;3.091;3.145;3.14;3.135
5384.5;3.086;3.13;3.13;3.12
5384.9;3.101;3.135;3.145;3.135
5385.3;3.091;3.135;3.14;3.13
5385.7;3.086;3.14;3.135;3.135
5386.2;3.096;3.135;3.14;3.13
5386.6;3.101;3.14;3.14;3.135
5387;3.091;3.135;3.14;3.13
5387.4;3.091;3.135;3.145;3.135
5387.8;3.081;3.13;3.13;3.125
5388.3;3.091;3.135;3.135;3.135
5388.7;3.096;3.135;3.135;3.135
5389.1;3.086;3.135;3.14;3.135
5389.5;3.091;3.135;3.14;3.135
5389.9;3.086;3.13;3.135;3.125
5390.3;3.101;3.135;3.14;3.14
5390.8;3.091;3.135;3.14;3.135
5391.2;3.096;3.135;3.14;3.135
5391.6;3.086;3.135;3.14;3.135
5392;3.091;3.135;3.14;3.14
5392.4;3.096;3.13;3.145;3.13
5392.9;3.096;3.135;3.14;3.135
5393.3;3.086;3.14;3.135;3.13
5393.7;3.091;3.13;3.13;3.13
5394.1;3.091;3.135;3.14;3.13
5394.5;3.086;3.13;3.135;3.13
5395;3.096;3.135;3.14;3.135
5395.4;3.081;3.125;3.125;3.12
5395.8;3.096;3.135;3.14;3.135
5396.2;3.091;3.135;3.14;3.135
5396.6;3.096;3.135;3.14;3.13
5397.1;3.091;3.135;3.14;3.13
5397.5;3.091;3.135;3.14;3.135
5397.9;3.091;3.13;3.14;3.13
5398.3;3.086;3.135;3.14;3.13
5398.7;3.091;3.135;3.14;3.135
5399.2;3.091;3.13;3.14;3.13
5399.6;3.086;3.135;3.145;3.13
5400;3.086;3.135;3.14;3.135
5400.4;3.086;3.13;3.14;3.135
5400.8;3.091;3.135;3.135;3.13
5401.3;3.091;3.135;3.14;3.13
5401.7;3.091;3.14;3.135;3.125
5402.1;3.091;3.13;3.14;3.13
5402.5;3.091;3.135;3.14;3.135
5402.9;3.091;3.135;3.135;3.135
5403.3;3.086;3.13;3.14;3.125
5403.8;3.091;3.13;3.135;3.13
5404.2;3.091;3.13;3.135;3.13
5404.6;3.091;3.13;3.13;3.125
5405;3.091;3.135;3.14;3.13
5405.4;3.091;3.13;3.14;3.13
5405.9;3.091;3.135;3.135;3.13
5406.3;3.091;3.135;3.135;3.13
5406.7;3.091;3.135;3.14;3.13
5407.1;3.086;3.135;3.14;3.135
5407.5;3.096;3.135;3.14;3.13
5408;3.091;3.13;3.145;3.13
5408.4;3.091;3.135;3.135;3.13
5408.8;3.091;3.135;3.14;3.13
5409.2;3.091;3.135;3.135;3.13
5409.6;3.091;3.135;3.14;3.13
5410.1;3.091;3.135;3.14;3.13
5410.5;3.091;3.135;3.14;3.13
5410.9;3.086;3.135;3.14;3.13
5411.3;3.086;3.13;3.14;3.13
5411.7;3.086;3.13;3.14;3.13
5412.2;3.091;3.135;3.14;3.13
5412.6;3.091;3.135;3.14;3.13
5413;3.091;3.13;3.14;3.13
5413.4;3.091;3.135;3.14;3.13
5413.8;3.091;3.135;3.135;3.13
5414.2;3.086;3.135;3.14;3.13
5414.7;3.096;3.135;3.14;3.13
5415.1;3.086;3.13;3.14;3.13
5415.5;3.086;3.13;3.14;3.13
5415.9;3.091;3.13;3.14;3.125
5416.3;3.096;3.13;3.14;3.13
5416.8;3.086;3.135;3.135;3.13
5417.2;3.091;3.13;3.135;3.13
5417.6;3.081;3.125;3.14;3.125
5418;3.086;3.135;3.135;3.13
5418.4;3.091;3.135;3.14;3.13
5418.9;3.086;3.135;3.135;3.13
5419.3;3.096;3.135;3.135;3.13
5419.7;3.086;3.135;3.14;3.125
5420.1;3.086;3.13;3.135;3.125
5420.5;3.086;3.135;3.14;3.125
5421;3.086;3.135;3.135;3.13
5421.4;3.091;3.13;3.135;3.135
5421.8;3.086;3.13;3.135;3.13
5422.2;3.076;3.125;3.135;3.13
5422.6;3.086;3.13;3.14;3.125
5423.1;3.086;3.13;3.135;3.125
5423.5;3.086;3.135;3.135;3.125
5423.9;3.096;3.135;3.14;3.125
5424.3;3.081;3.135;3.135;3.13
5424.7;3.091;3.125;3.135;3.13
5425.2;3.091;3.135;3.14;3.13
5425.6;3.091;3.13;3.135;3.125
5426;3.091;3.135;3.14;3.13
5426.4;3.086;3.13;3.14;3.12
5426.8;3.086;3.13;3.14;3.13
5427.3;3.081;3.135;3.135;3.13
5427.7;3.086;3.135;3.135;3.13
5428.1;3.086;3.135;3.14;3.125
5428.5;3.081;3.135;3.135;3.13
5428.9;3.086;3.13;3.135;3.13
5429.3;3.076;3.125;3.13;3.13
5429.8;3.086;3.13;3.14;3.13
5430.2;3.091;3.14;3.135;3.125
5430.6;3.076;3.13;3.125;3.115
5431;3.081;3.13;3.135;3.12
5431.4;3.086;3.13;3.135;3.125
5431.9;3.076;3.12;3.13;3.13
5432.3;3.081;3.13;3.135;3.125
5432.7;3.091;3.135;3.135;3.125
5433.1;3.086;3.13;3.135;3.13
5433.5;3.081;3.13;3.135;3.125
5434;3.086;3.13;3.135;3.13
5434.4;3.081;3.135;3.135;3.13
5434.8;3.086;3.13;3.135;3.125
5435.2;3.086;3.13;3.135;3.125
5435.6;3.086;3.135;3.14;3.125
5436.1;3.086;3.135;3.135;3.125
5436.5;3.086;3.135;3.13;3.12
5436.9;3.071;3.125;3.13;3.12
5437.3;3.081;3.135;3.135;3.125
5437.7;3.081;3.13;3.13;3.12
5438.1;3.081;3.135;3.135;3.13
5438.6;3.081;3.13;3.14;3.125
5439;3.086;3.125;3.135;3.125
5439.4;3.081;3.13;3.14;3.125
5439.8;3.081;3.13;3.135;3.13
5440.3;3.076;3.13;3.14;3.125
5440.7;3.081;3.13;3.135;3.125
5441.1;3.086;3.13;3.135;3.125
5441.5;3.081;3.13;3.135;3.13
5441.9;3.081;3.13;3.135;3.125
5442.3;3.081;3.13;3.135;3.12
5442.8;3.081;3.13;3.135;3.125
5443.2;3.086;3.13;3.135;3.13
5443.6;3.081;3.135;3.14;3.12
5444;3.081;3.135;3.135;3.125
5444.4;3.076;3.13;3.14;3.13
5444.9;3.071;3.13;3.135;3.125
5445.3;3.076;3.13;3.13;3.125
5445.7;3.086;3.125;3.135;3.12
5446.1;3.086;3.135;3.135;3.12
5446.5;3.081;3.13;3.135;3.125
5447;3.071;3.13;3.135;3.13
5447.4;3.081;3.13;3.135;3.13
5447.8;3.076;3.13;3.14;3.125
5448.2;3.086;3.13;3.13;3.12
5448.6;3.076;3.135;3.135;3.125
5449;3.076;3.13;3.135;3.12
5449.5;3.076;3.13;3.135;3.125
5449.9;3.081;3.13;3.135;3.125
5450.3;3.081;3.13;3.135;3.125
5450.7;3.076;3.125;3.13;3.12
5451.2;3.081;3.13;3.135;3.125
5451.6;3.076;3.13;3.135;3.12
5452;3.076;3.13;3.13;3.12
5452.4;3.081;3.13;3.135;3.125
5452.8;3.076;3.13;3.135;3.12
5453.2;3.076;3.13;3.135;3.125
5453.7;3.081;3.13;3.135;3.125
5454.1;3.071;3.13;3.135;3.12
5454.5;3.081;3.135;3.13;3.12
5454.9;3.081;3.13;3.135;3.125
5455.3;3.076;3.125;3.135;3.12
5455.8;3.081;3.13;3.135;3.125
5456.2;3.076;3.13;3.135;3.12
5456.6;3.071;3.13;3.135;3.12
5457;3.081;3.135;3.13;3.125
5457.4;3.081;3.13;3.13;3.13
5457.9;3.076;3.13;3.13;3.12
5458.3;3.076;3.13;3.135;3.125
5458.7;3.076;3.135;3.135;3.12
5459.1;3.071;3.125;3.13;3.12
5459.5;3.076;3.125;3.135;3.115
5459.9;3.081;3.13;3.135;3.12
5460.4;3.076;3.13;3.135;3.12
5460.8;3.076;3.13;3.135;3.12
5461.2;3.081;3.13;3.135;3.125
5461.6;3.076;3.13;3.13;3.12
5462.1;3.076;3.13;3.135;3.12
5462.5;3.081;3.13;3.135;3.12
5462.9;3.076;3.135;3.135;3.12
5463.3;3.076;3.135;3.13;3.12
5463.7;3.081;3.13;3.13;3.125
5464.2;3.071;3.13;3.135;3.125
5464.6;3.071;3.125;3.135;3.125
5465;3.071;3.125;3.125;3.115
5465.4;3.081;3.125;3.135;3.125
5465.8;3.081;3.125;3.13;3.125
5466.2;3.071;3.135;3.13;3.125
5466.7;3.081;3.13;3.135;3.12
5467.1;3.076;3.13;3.13;3.125
5467.5;3.076;3.125;3.135;3.12
5467.9;3.076;3.125;3.13;3.12
5468.3;3.066;3.125;3.125;3.115
5468.8;3.076;3.125;3.13;3.125
5469.2;3.071;3.13;3.135;3.12
5469.6;3.076;3.13;3.13;3.115
5470;3.071;3.13;3.135;3.115
5470.4;3.076;3.125;3.13;3.115
5470.9;3.071;3.125;3.13;3.12
5471.3;3.071;3.135;3.13;3.12
5471.7;3.071;3.13;3.135;3.12
5472.1;3.066;3.12;3.135;3.12
5472.5;3.066;3.13;3.135;3.125
5473;3.071;3.13;3.135;3.12
5473.4;3.071;3.13;3.13;3.12
5473.8;3.066;3.13;3.135;3.12
5474.2;3.076;3.13;3.135;3.115
5474.6;3.076;3.13;3.13;3.12
5475;3.076;3.125;3.135;3.12
5475.5;3.071;3.13;3.13;3.115
5475.9;3.076;3.125;3.135;3.12
5476.3;3.081;3.125;3.13;3.125
5476.7;3.071;3.13;3.14;3.12
5477.1;3.066;3.125;3.125;3.11
5477.6;3.076;3.125;3.13;3.115
5478;3.076;3.135;3.13;3.12
5478.4;3.071;3.12;3.12;3.11
5478.8;3.076;3.13;3.135;3.12
5479.2;3.066;3.125;3.13;3.115
5479.7;3.062;3.12;3.125;3.115
5480.1;3.076;3.13;3.13;3.12
5480.5;3.071;3.13;3.13;3.115
5480.9;3.071;3.125;3.13;3.11
5481.3;3.071;3.125;3.13;3.12
5481.8;3.076;3.125;3.135;3.12
5482.2;3.071;3.125;3.135;3.115
5482.6;3.066;3.12;3.125;3.12
5483;3.066;3.125;3.13;3.115
5483.4;3.076;3.125;3.13;3.11
5483.9;3.076;3.13;3.135;3.115
5484.3;3.071;3.13;3.13;3.12
5484.7;3.071;3.125;3.13;3.12
5485.1;3.062;3.115;3.12;3.11
5485.5;3.071;3.125;3.13;3.115
5486;3.076;3.125;3.125;3.11
5486.4;3.071;3.13;3.135;3.12
5486.8;3.066;3.125;3.13;3.12
5487.2;3.071;3.125;3.13;3.115
5487.6;3.071;3.125;3.13;3.115
5488.1;3.071;3.13;3.13;3.115
5488.5;3.066;3.125;3.13;3.115
5488.9;3.071;3.125;3.125;3.115
5489.3;3.071;3.125;3.135;3.115
5489.7;3.076;3.125;3.13;3.115
5490.1;3.066;3.125;3.135;3.115
5490.6;3.071;3.125;3.13;3.115
5491;3.066;3.13;3.125;3.115
5491.4;3.071;3.125;3.125;3.115
5491.8;3.066;3.13;3.13;3.115
5492.2;3.066;3.125;3.135;3.115
5492.7;3.071;3.125;3.13;3.12
5493.1;3.066;3.125;3.125;3.11
5493.5;3.066;3.125;3.13;3.11
5493.9;3.066;3.125;3.13;3.115
5494.3;3.066;3.125;3.135;3.11
5494.8;3.066;3.125;3.135;3.115
5495.2;3.071;3.125;3.13;3.115
5495.6;3.071;3.125;3.13;3.115
5496;3.066;3.125;3.135;3.115
5496.4;3.066;3.125;3.13;3.115
5496.9;3.062;3.125;3.13;3.115
5497.3;3.062;3.12;3.12;3.11
5497.7;3.066;3.12;3.13;3.115
5498.1;3.066;3.125;3.13;3.115
5498.5;3.071;3.125;3.125;3.115
5498.9;3.066;3.125;3.135;3.11
5499.4;3.066;3.125;3.125;3.115
5499.8;3.066;3.125;3.13;3.11
5500.2;3.066;3.125;3.13;3.115
5500.6;3.076;3.125;3.13;3.115
5501;3.071;3.13;3.13;3.115
5501.5;3.066;3.13;3.135;3.115
5501.9;3.066;3.125;3.135;3.115
5502.3;3.066;3.12;3.125;3.105
5502.7;3.062;3.125;3.13;3.115
5503.1;3.066;3.125;3.13;3.11
5503.6;3.066;3.125;3.13;3.115
5504;3.071;3.125;3.13;3.11
5504.4;3.066;3.125;3.13;3.11
5504.8;3.066;3.125;3.13;3.11
5505.2;3.066;3.125;3.125;3.11
5505.7;3.066;3.125;3.125;3.115
5506.1;3.062;3.125;3.13;3.11
5506.5;3.062;3.12;3.125;3.105
5506.9;3.066;3.125;3.13;3.115
5507.3;3.066;3.125;3.125;3.115
5507.8;3.066;3.125;3.13;3.105
5508.2;3.052;3.125;3.13;3.115
5508.6;3.066;3.13;3.13;3.115
5509;3.062;3.125;3.13;3.115
5509.4;3.066;3.125;3.13;3.11
5509.8;3.066;3.125;3.13;3.11
5510.3;3.062;3.125;3.13;3.115
5510.7;3.071;3.125;3.13;3.115
5511.1;3.066;3.125;3.13;3.115
5511.5;3.062;3.13;3.13;3.11
5511.9;3.062;3.12;3.13;3.105
5512.4;3.062;3.125;3.13;3.115
5512.8;3.062;3.125;3.13;3.11
5513.2;3.062;3.125;3.125;3.11
5513.6;3.062;3.125;3.13;3.11
5514.1;3.062;3.12;3.125;3.11
5514.5;3.066;3.125;3.13;3.11
5514.9;3.052;3.11;3.115;3.101
5515.3;3.066;3.125;3.125;3.11
5515.7;3.062;3.125;3.135;3.11
5516.1;3.062;3.125;3.13;3.11
5516.6;3.057;3.125;3.13;3.105
5517;3.057;3.125;3.13;3.11
5517.4;3.062;3.12;3.135;3.11
5517.8;3.066;3.125;3.125;3.105
5518.2;3.062;3.125;3.13;3.11
5518.7;3.062;3.125;3.13;3.115
5519.1;3.062;3.125;3.125;3.11
5519.5;3.057;3.125;3.13;3.11
5519.9;3.062;3.12;3.13;3.11
5520.3;3.062;3.12;3.13;3.105
5520.8;3.057;3.125;3.13;3.105
5521.2;3.057;3.12;3.13;3.11
