Time [s];Voltage [V];Current [A]
1495.8;3.47;5
1496.2;3.47;5
1496.6;3.47;5
1497;3.47;5
1497.4;3.47;5
1497.8;3.47;5
1498.2;3.47;5
1498.6;3.47;5
1499;3.47;5
1499.4;3.47;5
1499.8;3.47;5
1500.3;3.47;5
1500.7;3.47;5
1501.1;3.47;5
1501.5;3.47;5
1501.9;3.47;5
1502.3;3.47;5
1502.7;3.47;5
1503.1;3.47;5
1503.5;3.47;5
1503.9;3.47;5
1504.3;3.47;5
1504.7;3.47;5
1505.1;3.47;5
1505.6;3.47;5
1506;3.47;5
1506.4;3.47;5
1506.8;3.47;5
1507.2;3.47;5
1507.6;3.47;5
1508;3.47;5
1508.4;3.47;5
1508.8;3.47;5
1509.2;3.47;5
1509.6;3.47;5
1510.1;3.47;5
1510.5;3.47;5
1510.9;3.47;5
1511.3;3.47;5
1511.7;3.47;5
1512.1;3.47;5
1512.5;3.47;5
1512.9;3.47;5
1513.3;3.47;5
1513.7;3.47;5
1514.2;3.47;5
1514.6;3.47;5
1515;3.47;5
1515.4;3.47;5
1515.8;3.47;5
1516.2;3.47;5
1516.6;3.47;5
1517;3.47;5
1517.4;3.47;5
1517.8;3.47;5
1518.2;3.47;5
1518.6;3.47;5
1519.1;3.47;5
1519.5;3.47;5
1519.9;3.47;5
1520.3;3.47;5
1520.7;3.47;5
1521.1;3.47;5
1521.5;3.47;5
1521.9;3.47;5
1522.3;3.47;5
1522.7;3.47;5
1523.1;3.47;5
1523.5;3.47;5
1524;3.47;5
1524.4;3.47;5
1524.8;3.47;5
1525.2;3.47;5
1525.6;3.47;5
1526;3.47;5
1526.4;3.47;5
1526.8;3.47;5
1527.2;3.47;5
1527.6;3.47;5
1528;3.47;5
1528.4;3.47;5
1528.9;3.47;5
1529.3;3.47;5
1529.7;3.47;5
1530.1;3.47;5
1530.5;3.47;5
1530.9;3.47;5
1531.3;3.47;5
1531.7;3.47;5
1532.1;3.47;5
1532.5;3.47;5
1533;3.47;5
1533.4;3.47;5
1533.8;3.47;5
1534.2;3.47;5
1534.6;3.47;5
1535;3.47;5
1535.4;3.47;5
1535.8;3.47;5
1536.2;3.47;5
1536.6;3.47;5
1537;3.47;5
1537.4;3.47;5
1537.9;3.47;5
1538.3;3.47;5
1538.7;3.47;5
1539.1;3.47;5
1539.5;3.47;5
1539.9;3.47;5
1540.3;3.47;5
1540.7;3.47;5
1541.1;3.47;5
1541.5;3.47;5
1542;3.47;5
1542.3;3.47;5
1542.8;3.47;5
1543.2;3.47;5
1543.6;3.47;5
1544;3.47;5
1544.4;3.47;5
1544.8;3.47;5
1545.2;3.47;5
1545.6;3.47;5
1546;3.47;5
1546.4;3.47;5
1546.8;3.47;5
1547.3;3.47;5
1547.7;3.47;5
1548.1;3.47;5
1548.5;3.47;5
1548.9;3.47;5
1549.3;3.47;5
1549.7;3.47;5
1550.1;3.47;5
1550.5;3.47;5
1550.9;3.47;5
1551.3;3.47;5
1551.7;3.47;5
1552.1;3.47;5
1552.6;3.47;5
1553;3.47;5
1553.4;3.47;5
1553.8;3.47;5
1554.2;3.47;5
1554.6;3.47;5
1555;3.47;5
1555.4;3.47;5
1555.8;3.47;5
1556.2;3.47;5
1556.7;3.47;5
1557;3.47;5
1557.5;3.47;5
1557.9;3.47;5
1558.3;3.47;5
1558.7;3.47;5
1559.1;3.47;5
1559.5;3.47;5
1559.9;3.47;5
1560.3;3.47;5
1560.7;3.47;5
1561.1;3.47;5
1561.5;3.47;5
1562;3.47;5
1562.4;3.47;5
1562.8;3.47;5
1563.2;3.47;5
1563.6;3.47;5
1564;3.47;5
1564.4;3.47;5
1564.8;3.47;5
1565.2;3.47;5
1565.6;3.47;5
1566;3.47;5
1566.4;3.47;5
1566.9;3.47;5
1567.3;3.47;5
1567.7;3.47;5
1568.1;3.47;5
1568.5;3.47;5
1568.9;3.47;5
1569.3;3.47;5
1569.7;3.47;5
1570.1;3.47;5
1570.6;3.47;5
1571;3.47;5
1571.4;3.47;5
1571.8;3.47;5
1572.2;3.47;5
1572.6;3.47;5
1573;3.47;5
1573.4;3.47;5
1573.8;3.47;5
1574.2;3.47;5
1574.6;3.47;5
1575;3.47;5
1575.4;3.47;5
1575.9;3.47;5
1576.3;3.47;5
1576.7;3.47;5
1577.1;3.47;5
1577.5;3.47;5
1577.9;3.47;5
1578.3;3.47;5
1578.7;3.47;5
1579.1;3.47;5
1579.5;3.47;5
1579.9;3.47;5
1580.4;3.47;5
1580.8;3.47;5
1581.2;3.47;5
1581.6;3.47;5
1582;3.47;5
1582.4;3.47;5
1582.8;3.47;5
1583.2;3.47;5
1583.6;3.47;5
1584;3.47;5
1584.4;3.47;5
1584.8;3.47;5
1585.2;3.47;5
1585.7;3.47;5
1586.1;3.47;5
1586.5;3.47;5
1586.9;3.47;5
1587.3;3.47;5
1587.7;3.47;5
1588.1;3.47;5
1588.5;3.47;5
1588.9;3.47;5
1589.3;3.47;5
1589.7;3.47;5
1590.2;3.47;5
1590.6;3.47;5
1591;3.47;5
1591.4;3.47;5
1591.8;3.47;5
1592.2;3.47;5
1592.6;3.47;5
1593;3.47;5
1593.4;3.47;5
1593.8;3.47;5
1594.2;3.47;5
1594.6;3.47;5
1595.1;3.47;5
1595.5;3.47;5
1595.9;3.47;5
1596.3;3.47;5
1596.7;3.47;5
1597.1;3.47;5
1597.5;3.47;5
1597.9;3.47;5
1598.3;3.47;5
1598.7;3.47;5
1599.1;3.47;5
1599.6;3.47;5
1600;3.47;5
1600.4;3.47;5
1600.8;3.47;5
1601.2;3.47;5
1601.6;3.47;5
1602;3.47;5
1602.4;3.47;5
1602.8;3.47;5
1603.2;3.47;5
1603.6;3.47;5
1604;3.47;5
1604.5;3.47;5
1604.9;3.47;5
1605.3;3.47;5
1605.7;3.47;5
1606.1;3.47;5
1606.5;3.47;5
1606.9;3.47;5
1607.3;3.47;5
1607.7;3.47;5
1608.1;3.47;5
1608.6;3.47;5
1608.9;3.47;5
1609.4;3.47;5
1609.8;3.47;5
1610.2;3.47;5
1610.6;3.47;5
1611;3.47;5
1611.4;3.47;5
1611.8;3.47;5
1612.2;3.47;5
1612.6;3.47;5
1613;3.47;5
1613.4;3.47;5
1613.9;3.47;5
1614.3;3.47;5
1614.7;3.47;5
1615.1;3.47;5
1615.5;3.47;5
1615.9;3.47;5
1616.3;3.47;5
1616.7;3.47;5
1617.1;3.47;5
1617.5;3.47;5
1617.9;3.47;5
1618.4;3.47;5
1618.8;3.47;5
1619.2;3.47;5
1619.6;3.47;5
1620;3.47;5
1620.4;3.47;5
1620.8;3.47;5
1621.2;3.47;5
1621.6;3.47;5
1622;3.47;5
1622.4;3.47;5
1622.8;3.47;5
1623.3;3.47;5
1623.7;3.47;5
1624.1;3.47;5
1624.5;3.47;5
1624.9;3.47;5
1625.3;3.47;5
1625.7;3.47;5
1626.1;3.47;5
1626.5;3.47;5
1626.9;3.47;5
1627.3;3.47;5
1627.7;3.47;5
1628.2;3.47;5
1628.6;3.47;5
1629;3.47;5
1629.4;3.47;5
1629.8;3.47;5
1630.2;3.47;5
1630.6;3.47;5
1631;3.47;5
1631.4;3.47;5
1631.8;3.47;5
1632.2;3.47;5
1632.7;3.47;5
1633.1;3.47;5
1633.5;3.47;5
1633.9;3.47;5
1634.3;3.47;5
1634.7;3.47;5
1635.1;3.47;5
1635.5;3.47;5
1635.9;3.47;5
1636.3;3.47;5
1636.7;3.47;5
1637.2;3.47;5
1637.6;3.47;5
1638;3.47;5
1638.4;3.47;5
1638.8;3.47;5
1639.2;3.47;5
1639.6;3.47;5
1640;3.47;5
1640.4;3.47;5
1640.8;3.47;5
1641.2;3.47;5
1641.6;3.47;5
1642.1;3.47;5
1642.5;3.47;5
1642.9;3.47;5
1643.3;3.47;5
1643.7;3.47;5
1644.1;3.47;5
1644.5;3.47;5
1644.9;3.47;5
1645.3;3.47;5
1645.7;3.47;5
1646.1;3.47;5
1646.6;3.47;5
1647;3.47;5
1647.4;3.47;5
1647.8;3.47;5
1648.2;3.47;5
1648.6;3.47;5
1649;3.47;5
1649.4;3.47;5
1649.8;3.47;5
1650.2;3.47;5
1650.6;3.47;5
1651;3.47;5
1651.4;3.47;5
1651.9;3.47;5
1652.3;3.47;5
1652.7;3.47;5
1653.1;3.47;5
1653.5;3.47;5
1653.9;3.47;5
1654.3;3.47;5
1654.7;3.47;5
1655.1;3.47;5
1655.5;3.47;5
1656;3.47;5
1656.4;3.47;5
1656.8;3.47;5
1657.2;3.47;5
1657.6;3.47;5
1658;3.47;5
1658.4;3.47;5
1658.8;3.47;5
1659.2;3.47;5
1659.6;3.47;5
1660;3.47;5
1660.4;3.47;5
1660.9;3.47;5
1661.3;3.47;5
1661.7;3.47;5
1662.1;3.47;5
1662.5;3.47;5
1662.9;3.47;5
1663.3;3.47;5
1663.7;3.47;5
1664.1;3.47;5
1664.5;3.47;5
1664.9;3.47;5
1665.4;3.47;5
1665.8;3.47;5
1666.2;3.47;5
1666.6;3.47;5
1667;3.47;5
1667.4;3.47;5
1667.8;3.47;5
1668.2;3.47;5
1668.6;3.47;5
1669;3.47;5
1669.4;3.47;5
1669.9;3.47;5
1670.3;3.47;5
1670.7;3.47;5
1671.1;3.47;5
1671.5;3.47;5
1671.9;3.47;5
1672.3;3.47;5
1672.7;3.47;5
1673.1;3.47;5
1673.5;3.47;5
1673.9;3.47;5
1674.3;3.47;5
1674.8;3.47;5
1675.2;3.47;5
1675.6;3.47;5
1676;3.47;5
1676.4;3.47;5
1676.8;3.47;5
1677.2;3.47;5
1677.6;3.47;5
1678;3.47;5
1678.4;3.47;5
1678.8;3.47;5
1679.2;3.47;5
1679.6;3.47;5
1680.1;3.47;5
1680.5;3.47;5
1680.9;3.47;5
1681.3;3.47;5
1681.7;3.47;5
1682.1;3.47;5
1682.5;3.47;5
1682.9;3.47;5
1683.3;3.47;5
1683.7;3.47;5
1684.1;3.47;5
1684.6;3.47;5
1685;3.47;5
1685.4;3.47;5
1685.8;3.47;5
1686.2;3.47;5
1686.6;3.47;5
1687;3.47;5
1687.4;3.47;5
1687.8;3.47;5
1688.2;3.47;5
1688.6;3.47;5
1689.1;3.47;5
1689.5;3.47;5
1689.9;3.47;5
1690.3;3.47;5
1690.7;3.47;5
1691.1;3.47;5
1691.5;3.47;5
1691.9;3.47;5
1692.3;3.47;5
1692.7;3.47;5
1693.1;3.47;5
1693.5;3.47;5
1694;3.47;5
1694.4;3.47;5
1694.8;3.47;5
1695.2;3.47;5
1695.6;3.47;5
1696;3.47;5
1696.4;3.47;5
1696.8;3.47;5
1697.2;3.47;5
1697.6;3.47;5
1698.1;3.47;5
1698.4;3.47;5
1698.9;3.47;5
1699.3;3.47;5
1699.7;3.47;5
1700.1;3.47;5
1700.5;3.47;5
1700.9;3.47;5
1701.3;3.47;5
1701.7;3.47;5
1702.1;3.47;5
1702.5;3.47;5
1703;3.47;5
1703.4;3.47;5
1703.8;3.47;5
1704.2;3.47;5
1704.6;3.47;5
1705;3.47;5
1705.4;3.47;5
1705.8;3.47;5
1706.2;3.47;5
1706.6;3.47;5
1707;3.47;5
1707.5;3.47;5
1707.9;3.47;5
1708.3;3.47;5
1708.7;3.47;5
1709.1;3.47;5
1709.5;3.47;5
1709.9;3.47;5
1710.3;3.47;5
1710.7;3.47;5
1711.1;3.47;5
1711.5;3.47;5
1711.9;3.47;5
1712.3;3.47;5
1712.8;3.47;5
1713.2;3.47;5
1713.6;3.47;5
1714;3.47;5
1714.4;3.47;5
1714.8;3.47;5
1715.2;3.47;5
1715.6;3.47;5
1716;3.47;5
1716.4;3.47;5
1716.8;3.47;5
1717.3;3.47;5
1717.7;3.47;5
1718.1;3.47;5
1718.5;3.47;5
1718.9;3.47;5
1719.3;3.47;5
1719.7;3.47;5
1720.1;3.47;5
1720.5;3.47;5
1720.9;3.47;5
1721.3;3.47;5
1721.7;3.47;5
1722.2;3.47;5
1722.6;3.47;5
1723;3.47;5
1723.4;3.47;5
1723.8;3.47;5
1724.2;3.47;5
1724.6;3.47;5
1725;3.47;5
1725.4;3.47;5
1725.8;3.47;5
1726.2;3.47;5
1726.6;3.47;5
1727.1;3.47;5
1727.5;3.47;5
1727.9;3.47;5
1728.3;3.47;5
1728.7;3.47;5
1729.1;3.47;5
1729.5;3.47;5
1729.9;3.47;5
1730.3;3.47;5
1730.7;3.47;5
1731.1;3.47;5
1731.5;3.47;5
1732;3.47;5
1732.4;3.47;5
1732.8;3.47;5
1733.2;3.47;5
1733.6;3.47;5
1734;3.47;5
1734.4;3.47;5
1734.8;3.47;5
1735.2;3.47;5
1735.6;3.47;5
1736;3.47;5
1736.5;3.47;5
1736.9;3.47;5
1737.3;3.47;5
1737.7;3.47;5
1738.1;3.47;5
1738.5;3.47;5
1738.9;3.47;5
1739.3;3.47;5
1739.7;3.47;5
1740.1;3.47;5
1740.5;3.47;5
1740.9;3.47;5
1741.4;3.47;5
1741.8;3.47;5
1742.2;3.47;5
1742.6;3.47;5
1743;3.47;5
1743.4;3.47;5
1743.8;3.47;5
1744.2;3.47;5
1744.6;3.47;5
1745;3.47;5
1745.5;3.47;5
1745.8;3.47;5
1746.3;3.47;5
1746.7;3.47;5
1747.1;3.47;5
1747.5;3.47;5
1747.9;3.47;5
1748.3;3.47;5
1748.7;3.47;5
1749.1;3.47;5
1749.5;3.47;5
1749.9;3.47;5
1750.4;3.47;5
1750.8;3.47;5
1751.2;3.47;5
1751.6;3.47;5
1752;3.47;5
1752.4;3.47;5
1752.8;3.47;5
1753.2;3.47;5
1753.6;3.47;5
1754;3.47;5
1754.4;3.47;5
1754.8;3.47;5
1755.2;3.47;5
1755.7;3.47;5
1756.1;3.47;5
1756.5;3.47;5
1756.9;3.47;5
1757.3;3.47;5
1757.7;3.47;5
1758.1;3.47;5
1758.5;3.47;5
1758.9;3.47;5
1759.3;3.47;5
1759.8;3.47;5
1760.2;3.47;5
1760.6;3.47;5
1761;3.47;5
1761.4;3.47;5
1761.8;3.47;5
1762.2;3.47;5
1762.6;3.47;5
1763;3.47;5
1763.4;3.47;5
1763.8;3.47;5
1764.2;3.47;5
1764.7;3.47;5
1765.1;3.47;5
1765.5;3.47;5
1765.9;3.47;5
1766.3;3.47;5
1766.7;3.47;5
1767.1;3.47;5
1767.5;3.47;5
1767.9;3.47;5
1768.3;3.47;5
1768.7;3.47;5
1769.2;3.47;5
1769.5;3.47;5
1770;3.47;5
1770.4;3.47;5
1770.8;3.47;5
1771.2;3.47;5
1771.6;3.47;5
1772;3.47;5
1772.4;3.47;5
1772.8;3.47;5
1773.2;3.47;5
1773.6;3.47;5
1774.1;3.47;5
1774.5;3.47;5
1774.9;3.47;5
1775.3;3.47;5
1775.7;3.47;5
1776.1;3.47;5
1776.5;3.47;5
1776.9;3.47;5
1777.3;3.47;5
1777.7;3.47;5
1778.2;3.47;5
1778.5;3.47;5
1779;3.47;5
1779.4;3.47;5
1779.8;3.47;5
1780.2;3.47;5
1780.6;3.47;5
1781;3.47;5
1781.4;3.47;5
1781.8;3.47;5
1782.2;3.47;5
1782.6;3.47;5
1783;3.47;5
1783.5;3.47;5
1783.9;3.47;5
1784.3;3.47;5
1784.7;3.47;5
1785.1;3.47;5
1785.5;3.47;5
1785.9;3.47;5
1786.3;3.47;5
1786.7;3.47;5
1787.1;3.47;5
1787.5;3.47;5
1788;3.47;5
1788.4;3.47;5
1788.8;3.47;5
1789.2;3.47;5
1789.6;3.47;5
1790;3.47;5
1790.4;3.47;5
1790.8;3.47;5
1791.2;3.47;5
1791.6;3.47;5
1792;3.47;5
1792.4;3.47;5
1792.9;3.47;5
1793.3;3.47;5
1793.7;3.47;5
1794.1;3.47;5
1794.5;3.47;5
1794.9;3.47;5
1795.3;3.47;5
1795.7;3.47;5
1796.1;3.47;5
1796.5;3.47;5
1796.9;3.47;5
1797.4;3.47;5
1797.7;3.47;5
1798.2;3.47;5
1798.6;3.47;5
1799;3.47;5
1799.4;3.47;5
1799.8;3.47;5
1800.2;3.47;5
1800.6;3.47;5
1801;3.47;5
1801.4;3.47;5
1801.8;3.47;5
1802.3;3.47;5
1802.7;3.47;5
1803.1;3.47;5
1803.5;3.47;5
1803.9;3.47;5
1804.3;3.47;5
1804.7;3.47;5
1805.1;3.47;5
1805.5;3.47;5
1805.9;3.47;5
1806.3;3.47;5
1806.7;3.47;5
1807.1;3.47;5
1807.6;3.47;5
1808;3.47;5
1808.4;3.47;5
1808.8;3.47;5
1809.2;3.47;5
1809.6;3.47;5
1810;3.47;5
1810.4;3.47;5
1810.8;3.47;5
1811.2;3.47;5
1811.6;3.47;5
1812.1;3.47;5
1812.5;3.47;5
1812.9;3.47;5
1813.3;3.47;5
1813.7;3.47;5
1814.1;3.47;5
1814.5;3.47;5
1814.9;3.47;5
1815.3;3.47;5
1815.7;3.47;5
1816.1;3.47;5
1816.6;3.47;5
1817;3.47;5
1817.4;3.47;5
1817.8;3.47;5
1818.2;3.47;5
1818.6;3.47;5
1819;3.47;5
1819.4;3.47;5
1819.8;3.47;5
1820.2;3.47;5
1820.6;3.47;5
1821;3.47;5
1821.4;3.47;5
1821.9;3.47;5
1822.3;3.47;5
1822.7;3.47;5
1823.1;3.47;5
1823.5;3.47;5
1823.9;3.47;5
1824.3;3.47;5
1824.7;3.47;5
1825.1;3.47;5
1825.5;3.47;5
1826;3.47;5
1826.4;3.47;5
1826.8;3.47;5
1827.2;3.47;5
1827.6;3.47;5
1828;3.47;5
1828.4;3.47;5
1828.8;3.47;5
1829.2;3.47;5
1829.6;3.47;5
1830;3.47;5
1830.5;3.47;5
1830.9;3.47;5
1831.3;3.47;5
1831.7;3.47;5
1832.1;3.47;5
1832.5;3.47;5
1832.9;3.47;5
1833.3;3.47;5
1833.7;3.47;5
1834.1;3.47;5
1834.5;3.47;5
1834.9;3.47;5
1835.3;3.47;5
1835.8;3.47;5
1836.2;3.47;5
1836.6;3.47;5
1837;3.47;5
1837.4;3.47;5
1837.8;3.47;5
1838.2;3.47;5
1838.6;3.47;5
1839;3.47;5
1839.4;3.47;5
1839.8;3.47;5
1840.2;3.47;5
1840.7;3.47;5
1841.1;3.47;5
1841.5;3.47;5
1841.9;3.47;5
1842.3;3.47;5
1842.7;3.47;5
1843.1;3.47;5
1843.5;3.47;5
1843.9;3.47;5
1844.3;3.47;5
1844.8;3.47;5
1845.2;3.47;5
1845.6;3.47;5
1846;3.47;5
1846.4;3.47;5
1846.8;3.47;5
1847.2;3.47;5
1847.6;3.47;5
1848;3.47;5
1848.4;3.47;5
1848.8;3.47;5
1849.2;3.47;5
1849.7;3.47;5
1850.1;3.47;5
1850.5;3.47;5
1850.9;3.47;5
1851.3;3.47;5
1851.7;3.47;5
1852.1;3.47;5
1852.5;3.47;5
1852.9;3.47;5
1853.3;3.47;5
1853.7;3.47;5
1854.2;3.47;5
1854.6;3.47;5
1855;3.47;5
1855.4;3.47;5
1855.8;3.47;5
1856.2;3.47;5
1856.6;3.47;5
1857;3.47;5
1857.4;3.47;5
1857.8;3.47;5
1858.2;3.47;5
1858.7;3.47;5
1859.1;3.47;5
1859.5;3.47;5
1859.9;3.47;5
1860.3;3.47;5
1860.7;3.47;5
1861.1;3.47;5
1861.5;3.47;5
1861.9;3.47;5
1862.3;3.47;5
1862.7;3.47;5
1863.1;3.47;5
1863.5;3.47;5
1863.9;3.47;5
1864.4;3.47;5
1864.8;3.47;5
1865.2;3.47;5
1865.6;3.47;5
1866;3.47;5
1866.4;3.47;5
1866.8;3.47;5
1867.2;3.47;5
1867.6;3.47;5
1868;3.47;5
1868.5;3.47;5
1868.9;3.47;5
1869.3;3.47;5
1869.7;3.47;5
1870.1;3.47;5
1870.5;3.47;5
1870.9;3.47;5
1871.3;3.47;5
1871.7;3.47;5
1872.1;3.47;5
1872.5;3.47;5
1872.9;3.47;5
1873.3;3.47;5
1873.8;3.47;5
1874.2;3.47;5
1874.6;3.47;5
1875;3.47;5
1875.4;3.47;5
1875.8;3.47;5
1876.2;3.47;5
1876.6;3.47;5
1877;3.47;5
1877.4;3.47;5
1877.9;3.47;5
1878.3;3.47;5
1878.7;3.47;5
1879.1;3.47;5
1879.5;3.47;5
1879.9;3.47;5
1880.3;3.47;5
1880.7;3.47;5
1881.1;3.47;5
1881.5;3.47;5
1881.9;3.47;5
1882.3;3.47;5
1882.8;3.47;5
1883.2;3.47;5
1883.6;3.47;5
1884;3.47;5
1884.4;3.47;5
1884.8;3.47;5
1885.2;3.47;5
1885.6;3.47;5
1886;3.47;5
1886.4;3.47;5
1886.8;3.47;5
1887.3;3.47;5
1887.6;3.47;5
1888.1;3.47;5
1888.5;3.47;5
1888.9;3.47;5
1889.3;3.47;5
1889.7;3.47;5
1890.1;3.47;5
1890.5;3.47;5
1890.9;3.47;5
1891.3;3.47;5
1891.8;3.47;5
1892.1;3.47;5
1892.6;3.47;5
1893;3.47;5
1893.4;3.47;5
1893.8;3.47;5
1894.2;3.47;5
1894.6;3.47;5
1895;3.47;5
1895.4;3.47;5
1895.8;3.47;5
1896.2;3.47;5
1896.6;3.47;5
1897.1;3.47;5
1897.5;3.47;5
1897.9;3.47;5
1898.3;3.47;5
1898.7;3.47;5
1899.1;3.47;5
1899.5;3.47;5
1899.9;3.47;5
1900.3;3.47;5
1900.7;3.47;5
1901.1;3.47;5
1901.5;3.47;5
1902;3.47;5
1902.4;3.47;5
1902.8;3.47;5
1903.2;3.47;5
1903.6;3.47;5
1904;3.47;5
1904.4;3.47;5
1904.8;3.47;5
1905.2;3.47;5
1905.6;3.47;5
1906.1;3.47;5
1906.5;3.47;5
1906.9;3.47;5
1907.3;3.47;5
1907.7;3.47;5
1908.1;3.47;5
1908.5;3.47;5
1908.9;3.47;5
1909.3;3.47;5
1909.7;3.47;5
1910.1;3.47;5
1910.5;3.47;5
1910.9;3.47;5
1911.4;3.47;5
1911.8;3.47;5
1912.2;3.47;5
1912.6;3.47;5
1913;3.47;5
1913.4;3.47;5
1913.8;3.47;5
1914.2;3.47;5
1914.6;3.47;5
1915;3.47;5
1915.5;3.47;5
1915.9;3.47;5
1916.3;3.47;5
1916.7;3.47;5
1917.1;3.47;5
1917.5;3.47;5
1917.9;3.47;5
1918.3;3.47;5
1918.7;3.47;5
1919.1;3.47;5
1919.5;3.47;5
1920;3.47;5
1920.4;3.47;5
1920.8;3.47;5
1921.2;3.47;5
1921.6;3.47;5
1922;3.47;5
1922.4;3.47;5
1922.8;3.47;5
1923.2;3.47;5
1923.6;3.47;5
1924;3.47;5
1924.4;3.47;5
1924.9;3.47;5
1925.2;3.47;5
1925.7;3.47;5
1926.1;3.47;5
1926.5;3.47;5
1926.9;3.47;5
1927.3;3.47;5
1927.7;3.47;5
1928.1;3.47;5
1928.5;3.47;5
1928.9;3.47;5
1929.3;3.47;5
1929.7;3.47;5
1930.2;3.47;5
1930.6;3.47;5
1931;3.47;5
1931.4;3.47;5
1931.8;3.47;5
1932.2;3.47;5
1932.6;3.47;5
1933;3.47;5
1933.4;3.47;5
1933.8;3.47;5
1934.2;3.47;5
1934.7;3.47;5
1935.1;3.47;5
1935.5;3.47;5
1935.9;3.47;5
1936.3;3.47;5
1936.7;3.47;5
1937.1;3.47;5
1937.5;3.47;5
1937.9;3.47;5
1938.3;3.47;5
1938.7;3.47;5
1939.2;3.47;5
1939.6;3.47;5
1940;3.47;5
1940.4;3.47;5
1940.8;3.47;5
1941.2;3.47;5
1941.6;3.47;5
1942;3.47;5
1942.4;3.47;5
1942.8;3.47;5
1943.2;3.47;5
1943.6;3.47;5
1944;3.47;5
1944.5;3.47;5
1944.9;3.47;5
1945.3;3.47;5
1945.7;3.47;5
1946.1;3.47;5
1946.5;3.47;5
1946.9;3.47;5
1947.3;3.47;5
1947.7;3.47;5
1948.1;3.47;5
1948.5;3.47;5
1949;3.47;5
1949.4;3.47;5
1949.8;3.47;5
1950.2;3.47;5
1950.6;3.47;5
1951;3.47;5
1951.4;3.47;5
1951.8;3.47;5
1952.2;3.47;5
1952.6;3.47;5
1953;3.47;5
1953.5;3.47;5
1953.9;3.47;5
1954.3;3.47;5
1954.7;3.47;5
1955.1;3.47;5
1955.5;3.47;5
1955.9;3.47;5
1956.3;3.47;5
1956.7;3.47;5
1957.1;3.47;5
1957.5;3.47;5
1958;3.47;5
1958.4;3.47;5
1958.8;3.47;5
1959.2;3.47;5
1959.6;3.47;5
1960;3.47;5
1960.4;3.47;5
1960.8;3.47;5
1961.2;3.47;5
1961.6;3.47;5
1962;3.47;5
1962.4;3.47;5
1962.9;3.47;5
1963.3;3.47;5
1963.7;3.47;5
1964.1;3.47;5
1964.5;3.47;5
1964.9;3.47;5
1965.3;3.47;5
1965.7;3.47;5
1966.1;3.47;5
1966.5;3.47;5
1967;3.47;5
1967.3;3.47;5
1967.8;3.47;5
1968.2;3.47;5
1968.6;3.47;5
1969;3.47;5
1969.4;3.47;5
1969.8;3.47;5
1970.2;3.47;5
1970.6;3.47;5
1971;3.47;5
1971.4;3.47;5
1971.9;3.47;5
1972.2;3.47;5
1972.7;3.47;5
1973.1;3.47;5
1973.5;3.47;5
1973.9;3.47;5
1974.3;3.47;5
1974.7;3.47;5
1975.1;3.47;5
1975.5;3.47;5
1975.9;3.47;5
1976.3;3.47;5
1976.7;3.47;5
1977.2;3.47;5
1977.6;3.47;5
1978;3.47;5
1978.4;3.47;5
1978.8;3.47;5
1979.2;3.47;5
1979.6;3.47;5
1980;3.47;5
1980.4;3.47;5
1980.8;3.47;5
1981.3;3.47;5
1981.6;3.47;5
1982.1;3.47;5
1982.5;3.47;5
1982.9;3.47;5
1983.3;3.47;5
1983.7;3.47;5
1984.1;3.47;5
1984.5;3.47;5
1984.9;3.47;5
1985.3;3.47;5
1985.7;3.47;5
1986.1;3.47;5
1986.6;3.47;5
1987;3.47;5
1987.4;3.47;5
1987.8;3.47;5
1988.2;3.47;5
1988.6;3.47;5
1989;3.47;5
1989.4;3.47;5
1989.8;3.47;5
1990.2;3.47;5
1990.6;3.47;5
1991;3.47;5
1991.5;3.47;5
1991.9;3.47;5
1992.3;3.47;5
1992.7;3.47;5
1993.1;3.47;5
1993.5;3.47;5
1993.9;3.47;5
1994.3;3.47;5
1994.7;3.47;5
1995.1;3.47;5
1995.6;3.47;5
1996;3.47;5
1996.4;3.47;5
1996.8;3.47;5
1997.2;3.47;5
1997.6;3.47;5
1998;3.47;5
1998.4;3.47;5
1998.8;3.47;5
1999.2;3.47;5
1999.6;3.47;5
2000.1;3.47;5
2000.5;3.47;5
2000.9;3.47;5
2001.3;3.47;5
2001.7;3.47;5
2002.1;3.47;5
2002.5;3.47;5
2002.9;3.47;5
2003.3;3.47;5
2003.7;3.47;5
2004.1;3.47;5
2004.5;3.47;5
2004.9;3.47;5
2005.4;3.47;5
2005.8;3.47;5
2006.2;3.47;5
2006.6;3.47;5
2007;3.47;5
2007.4;3.47;5
2007.8;3.47;5
2008.2;3.47;5
2008.6;3.47;5
2009;3.47;5
2009.4;3.47;5
2009.9;3.47;5
2010.3;3.47;5
2010.7;3.47;5
2011.1;3.47;5
2011.5;3.47;5
2011.9;3.47;5
2012.3;3.47;5
2012.7;3.47;5
2013.1;3.47;5
2013.5;3.47;5
2013.9;3.47;5
2014.3;3.47;5
2014.8;3.47;5
2015.2;3.47;5
2015.6;3.47;5
2016;3.47;5
2016.4;3.47;5
2016.8;3.47;5
2017.2;3.47;5
2017.6;3.47;5
2018;3.47;5
2018.4;3.47;5
2018.8;3.47;5
2019.3;3.47;5
2019.7;3.47;5
2020.1;3.47;5
2020.5;3.47;5
2020.9;3.47;5
2021.3;3.47;5
2021.7;3.47;5
2022.1;3.47;5
2022.5;3.47;5
2022.9;3.47;5
2023.3;3.47;5
2023.8;3.47;5
2024.2;3.47;5
2024.6;3.47;5
